agenda_id,etiqueta,id,fecha,monto,cantidad_personas,estado_disponibilidad,puntos,correr_empleado,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,fecha_salida,fecha_llegada,tipo_bus,comodidades,escalas,clase,paradas,nombre_hospedaje,ubicacion,precio_noche,estrellas,fecha_checkin,fecha_checkout,politicas,nombre_anfitrion,contacto_anfitrion,descripcion_airbnb,piezas,camas,banos,nombre_panorama,duracion,precio_persona,restricciones,fecha_panorama
60918,Aniversario,95793,2025-06-22,1224000,6,No disponible,408,,,,,,,,,,,"{Wifi,Comida,Spa,""Aire acondicionado"",Piscina}",{},,{},Best Western Hotels & Resorts,Córdoba,68000,5,2025-11-13,,"{""No se permite fumar"",""Check-in después de las 3 PM"",""No se permiten fiestas""}",,,,,,,,,,{},
60918,Aniversario,,2025-10-07,54000,6,No disponible,54,,,,14,,,,,,,{},{},,{},,Córdoba,,,,,{},,,Aventúrate en la montaña,,,,Paseo,,9000,{},2025-11-14
60918,Aniversario,95795,2025-07-18,-312000,6,No disponible,312,,,,33,,,Flight Centre Travel Group,,,,,{},,{},,Córdoba,,,,,{},,,Descubre la gastronomía local,,,,Visita,4,52000,{},2025-11-15
65387,Cena de Trabajo,95796,2025-07-14,819000,9,,819,Timoteoorellana761@viajes.cl,Rivas-Vaciamadrid,,35,433,91000,American Airlines,2026-06-13,2026-06-13,,{},{},Clase ejecutiva,{},,,,,,,{},,,,,,,,,,{},
65387,Cena de Trabajo,95797,2026-04-08,-444000,9,No disponible,1332,,,,,,,,,,,"{TV,Jacuzzi,""Asientos reclinables"",Spa,""Vista al mar""}",,,{},Estudio en Valdemoro,Valdemoro,148000,1,2026-06-13,2026-06-16,{},María Teresa Rojas Briones,+56 9 1713 0623,Descubre la historia de la ciudad desde tu ventana,6,6,4,,,,{},
65387,Cena de Trabajo,95798,2025-01-01,378000,9,No disponible,378,,,,7,,,Abercrombie & Kent,,,,{},{},,{},,Valdemoro,,,,,{},,,Aventúrate en la montaña,,,,Visita,5,42000,{},
65387,Cena de Trabajo,95799,2025-01-11,675000,9,,675,,,,14,,,Apple Leisure Group,,,,{},{},,{},,Valdemoro,,,,,{},,,Disfruta de un día en la naturaleza,,,,Aventura,4,75000,{},2026-06-15
65387,Cena de Trabajo,95800,2026-04-25,819000,,No disponible,819,Rubénmadera789@viajes.cl,Valdemoro,Ávila,23,,91000,American Airlines,2026-06-16,2026-06-16,,{},{},Clase ejecutiva,{},,,,,,,{},,,,,,,,,,{},
65387,Cena de Trabajo,95801,2026-03-21,4050000,9,No disponible,,,,,,,,,,,,"{TV,Spa,Gimnasio,""Asientos reclinables"",Baño}",,,{},Best Western Hotels & Resorts,Ávila,75000,5,2026-06-16,2026-06-22,"{""No se permiten visitas"",""Check-in después de las 3 PM"",""No se permite fumar""}",,,,,,,,,,{},
65387,Cena de Trabajo,95802,2025-02-03,603000,,No disponible,603,,,,2,,,Exodus Travels,,,,{},{},,{},,Ávila,,,,,{},,,Aventúrate en la montaña,,,,Visita,7,67000,{},2026-06-17
65387,Cena de Trabajo,95803,2025-08-21,-54000,9,No disponible,54,,,,4,,,Kuoni,,,,{},{},,{},,Ávila,,,,,{},,,Descubre la gastronomía local,,,,Paseo,6,6000,{},2026-06-18
,Cena de Trabajo,95804,2025-01-26,495000,9,No disponible,495,,,,18,,,CWT,,,,{},{},,{},,Ávila,,,,,{},,,,,,,,1,55000,{},2026-06-19
65387,Cena de Trabajo,95805,2025-03-08,711000,,No disponible,711,,,,21,,,Klook,,,,{},{},,{},,Ávila,,,,,{},,,Descubre la gastronomía local,,,,Excursión,5,79000,{},2026-06-20
65387,Cena de Trabajo,,2025-10-19,171000,9,,171,,,,31,,,Exodus Travels,,,,{},{},,{},,Ávila,,,,,{},,,Descubre la gastronomía local,,,,Excursión,,19000,{},2026-06-21
65387,,,2026-05-02,1080000,9,No disponible,1080,jorge5266606@viajes.cl,Ávila,Gerona,19,,120000,Qantas,2026-06-22,2026-06-22,,{},{},Clase económica,{},,,,,,,{},,,,,,,,,,{},
59841,Cena de Trabajo,95808,2025-05-02,560000,10,No disponible,,federico4645597@viajes.cl,Valencia,San Cristróbal de la Laguna,37,2112,56000,Buses Nilahue,,2026-06-04,Cama,"{Calefacción,""Asientos reclinables"",Comida}",{},,{},,,,,,,{},,,,,,,,,,{},
59841,Cena de Trabajo,95809,2025-07-12,40000,10,No disponible,80,,,,,,,,,,,"{Comida,Baño,Jacuzzi,Spa,Wifi}",{},,{},Habitación en San Cristróbal de la Laguna,San Cristróbal de la Laguna,8000,4,2026-06-04,2026-06-09,{},Verónica Frías Feliciano,+56 9 9067 8421,Aventúrate en la naturaleza y descansa en un lugar cómodo,5,5,2,,,,{},
59841,,95810,2025-01-08,390000,10,No disponible,390,,,,28,,,Exodus Travels,,,,{},{},,{},,San Cristróbal de la Laguna,,,,,{},,,Relájate en la playa,,,,Aventura,7,39000,,2026-06-05
59841,Cena de Trabajo,,2025-05-14,930000,10,,930,,,,5,,,Hays Travel,,,,{},{},,{},,San Cristróbal de la Laguna,,,,,{},,,Conoce la historia de la ciudad,,,,Excursión,4,93000,{},2026-06-06
,Cena de Trabajo,95812,2025-06-14,460000,10,No disponible,460,,,,18,,,Exodus Travels,,,,{},{},,{},,San Cristróbal de la Laguna,,,,,{},,,Aventúrate en la montaña,,,,Aventura,5,46000,{},2026-06-07
59841,Cena de Trabajo,95813,2025-12-27,,10,No disponible,940,,,,22,,,GetYourGuide,,,,{},{},,{},,San Cristróbal de la Laguna,,,,,{},,,Aventúrate en la montaña,,,,,6,94000,{},2026-06-08
56667,Salida con Familia,95814,2026-04-04,2490000,10,No disponible,2490,clmasa617@viajes.cl,Manresa,Logroño,87,2382,,Frontier Airlines,2026-05-13,2026-05-14,,{},{Reus},Primera clase,{},,,,,,,{},,,,,,,,,,{},
,Salida con Familia,95815,2025-04-29,384000,10,,1280,,,,,,,,,,,"{Chimenea,Comida,Jacuzzi,""Aire acondicionado"",""Asientos reclinables""}",{},,{},Habitación en Logroño,Logroño,128000,1,2026-05-14,2026-05-17,{},Benito Delao Vélez,+56 2 9728 9011,Relájate en un lugar tranquilo y acogedor,5,4,3,,,,{},
56667,Salida con Familia,95816,2025-04-08,-380000,10,No disponible,380,,,,48,,,Travel Leaders Group,,,,{},{},,{},,Logroño,,,,,,,,Disfruta de un día en la naturaleza,,,,Tour,7,38000,{},
56667,Salida con Familia,95817,2025-04-25,890000,10,No disponible,890,,,,20,,,Kuoni,,,,{},{},,{},,Logroño,,,,,{},,,Disfruta de un día en la naturaleza,,,,Visita,7,89000,{},2026-05-16
56667,Salida con Familia,95818,2025-04-21,1920000,10,No disponible,1920,Vicenteangulo491@viajes.cl,Logroño,Cerdañola del Vallés,26,3021,-192000,EasyJet,2026-05-17,2026-05-19,,{},{Bilbao},Clase ejecutiva,,,,,,,,{},,,,,,,,,,{},
,Salida con Familia,95819,2025-10-31,3240000,10,,810,,,,,,,,,,,"{Piscina,Baño,Gimnasio,Agua,TV}",{},,{},The Ritz-Carlton,Cerdañola del Vallés,81000,4,2026-05-19,2026-05-23,"{""Check-out antes de las 11 AM"",""Silencio después de las 10 PM"",""No se permiten fiestas""}",,,,,,,,,,{},
56667,Salida con Familia,95820,2025-02-05,690000,10,No disponible,690,,,,,,,Klook,,,,{},{},,{},,Cerdañola del Vallés,,,,,{},,,Disfruta de un día en la naturaleza,,,,,2,-69000,{},
56667,Salida con Familia,95821,2025-02-09,230000,10,No disponible,230,,,,14,,,Apple Leisure Group,,,,{},{},,,,Cerdañola del Vallés,,,,,{},,,Relájate en la playa,,,,Paseo,3,23000,{},2026-05-21
56667,Salida con Familia,95822,2026-05-14,-700000,10,No disponible,,,,,6,,,Exodus Travels,,,,{},{},,{},,Cerdañola del Vallés,,,,,{},,,Aventúrate en la montaña,,,,Aventura,4,70000,{},2026-05-22
56667,,95823,2025-01-26,3950000,10,No disponible,3950,Claudioescobedo824@viajes.cl,Cerdañola del Vallés,Benidorm,51,4113,395000,Aeroméxico,2026-05-23,2026-05-25,,{},"{Elda,""Hospitalet de LLobregat"",""Santa Coloma de Gramanet"",Ferrol}",Primera clase,{},,,,,,,{},,,,,,,,,,{},
56667,Salida con Familia,95824,2025-05-17,600000,10,No disponible,300,,,,,,,,,,,"{Spa,Calefacción,Baño,Piscina,Comida}",{},,{},The Ritz-Carlton,Benidorm,30000,1,2026-05-25,2026-05-27,"{""No se permiten visitas"",""Silencio después de las 10 PM"",""Check-out antes de las 11 AM""}",,,,,,,,,,{},
56667,Salida con Familia,95825,2025-06-16,790000,10,No disponible,790,,,,13,,,Kuoni,,,,{},{},,{},,Benidorm,,,,,{},,,Aventúrate en la montaña,,,,Aventura,3,79000,{},2026-05-26
66116,Cena de Trabajo,95826,2025-01-23,252000,3,No disponible,252,espema328@viajes.cl,Ferrol,San Sebastían de los Reyes,37,1502,84000,Via Bariloche,2025-11-09,2025-11-10,Cama,"{Calefacción,Agua,""Aire acondicionado""}",{},,,,,,,,,{},,,,,,,,,,{},
66116,Cena de Trabajo,95827,2025-05-04,,3,,321,,,,,,,,,,,"{Gimnasio,Jacuzzi,""Aire acondicionado"",Piscina,""Servicio a la habitación""}",{},,{},Departamento en San Sebastían de los Reyes,San Sebastían de los Reyes,107000,3,2025-11-10,2025-11-17,{},Dolores Leyva Girón,+56 2 5227 9412,Ideal para una escapada romántica,4,6,3,,,,{},
66116,Cena de Trabajo,95828,2025-08-17,39000,3,No disponible,39,,,,44,,,Hays Travel,,,,{},,,{},,San Sebastían de los Reyes,,,,,{},,,Disfruta de un día en la naturaleza,,,,Tour,5,13000,{},2025-11-11
66116,Cena de Trabajo,95829,2025-02-17,216000,,No disponible,216,,,,32,,,Viator,,,,{},{},,{},,San Sebastían de los Reyes,,,,,{},,,Disfruta de un día en la naturaleza,,,,Tour,2,72000,{},2025-11-12
66116,Cena de Trabajo,95830,2025-04-24,,3,No disponible,81,,,,22,,,Abercrombie & Kent,,,,{},{},,{},,San Sebastían de los Reyes,,,,,,,,Aventúrate en la montaña,,,,Paseo,2,27000,{},2025-11-13
66116,Cena de Trabajo,95831,2025-08-05,30000,3,No disponible,30,,,,31,,,Viator,,,,{},{},,{},,San Sebastían de los Reyes,,,,,{},,,,,,,Tour,7,10000,{},
66116,Cena de Trabajo,95832,2025-11-02,,3,No disponible,159,,,,,,,Hays Travel,,,,{},{},,{},,,,,,,{},,,Conoce la historia de la ciudad,,,,Tour,2,,{},
66116,Cena de Trabajo,,2025-07-14,147000,3,No disponible,147,,,,24,,,Luxury Escapes,,,,{},{},,{},,San Sebastían de los Reyes,,,,,{},,,Conoce la historia de la ciudad,,,,Aventura,6,49000,{},2025-11-16
63593,Vacaciones,95834,2025-09-23,740000,10,No disponible,740,Santiagocornejo308@viajes.cl,,Benalmádena,39,530,74000,Megabus,2025-11-21,,Semi-cama,"{Calefacción,""Aire acondicionado"",Baño}",{},,{},,,,,,,{},,,,,,,,,,{},
63593,Vacaciones,95835,2025-02-07,132000,10,No disponible,330,,,,,,,,,,,"{Baño,Gimnasio,Wifi,Jacuzzi,""Vista al mar""}",{},,{},Estudio en Benalmádena,Benalmádena,33000,1,2025-11-21,2025-11-25,{},Sta. Marilu Díaz Iglesias,+56 2 6109 6761,Disfruta de una estadía en el corazón de la ciudad,3,3,1,,,,,
63593,Vacaciones,95836,2025-08-30,270000,10,No disponible,270,,,,7,,,Booking Holdings,,,,,{},,{},,Benalmádena,,,,,{},,,,,,,Visita,3,27000,{},2025-11-22
63593,Vacaciones,95837,2025-09-08,660000,10,No disponible,660,,,,4,,,Globus,,,,{},{},,{},,Benalmádena,,,,,{},,,Aventúrate en la montaña,,,,Aventura,4,-66000,{},2025-11-23
63593,Vacaciones,95838,2025-08-15,140000,10,No disponible,140,,,,13,,,Exodus Travels,,,,{},,,{},,Benalmádena,,,,,{},,,,,,,Tour,5,14000,{},2025-11-24
63593,Vacaciones,95839,2025-07-09,580000,10,No disponible,,carolina2797923@viajes.cl,Benalmádena,Oviedo,36,4249,58000,Via Bariloche,2025-11-25,2025-11-27,Cama,"{""Asientos reclinables"",TV,Agua}",{},,{},,,,,,,{},,,,,,,,,,{},
63593,,95840,2025-07-23,266000,10,No disponible,380,,,,,,,,,,,"{Jacuzzi,Piscina,Spa,Calefacción,Balcón}",{},,{},Villa en Oviedo,Oviedo,38000,2,2025-11-27,2025-12-04,{},Sra. Marco Antonio Domínquez Bueno,+56 2 8767 4167,Perfecto para familias y grupos grandes,3,3,1,,,,{},
63593,Vacaciones,95841,2025-06-29,110000,10,No disponible,110,,,,33,,,EF Tours,,,,{},{},,{},,Oviedo,,,,,{},,,Aventúrate en la montaña,,,,Paseo,,11000,{},
63593,Vacaciones,95842,2025-02-21,640000,10,No disponible,640,,,,23,,,Abercrombie & Kent,,,,{},,,,,Oviedo,,,,,{},,,Descubre la gastronomía local,,,,Excursión,3,64000,{},2025-11-29
63593,Vacaciones,95843,,-440000,10,No disponible,,,,,12,,,Insight Vacations,,,,{},{},,{},,Oviedo,,,,,{},,,Conoce la historia de la ciudad,,,,Tour,1,44000,{},2025-11-30
63593,Vacaciones,95844,2025-08-14,1000000,10,No disponible,1000,,,,26,,,Gray Line,,,,{},{},,{},,,,,,,{},,,Descubre la gastronomía local,,,,Excursión,4,100000,{},2025-12-01
63593,Vacaciones,95845,2025-06-02,50000,10,No disponible,50,,,,2,,,American Express Global Business Travel,,,,{},{},,{},,Oviedo,,,,,{},,,Relájate en la playa,,,,Visita,2,5000,{},
63593,Vacaciones,95846,2025-10-23,480000,10,No disponible,480,,,,13,,,Expedia Group,,,,{},{},,,,Oviedo,,,,,{},,,Conoce la historia de la ciudad,,,,,6,48000,{},2025-12-03
63593,Vacaciones,95847,2025-02-10,1690000,10,No disponible,1690,Dianafarías798@viajes.cl,Oviedo,,48,2405,169000,Turbus,2025-12-04,2025-12-05,Cama,"{Wifi,Comida,Baño}",{},,,,,,,,,{},,,,,,,,,,{},
63593,Vacaciones,95848,2025-05-20,428000,10,No disponible,,,,,,,,,,,,"{Piscina,Gimnasio,Comida,Jacuzzi,Agua}",{},,{},Estudio en Bilbao,Bilbao,107000,3,2025-12-05,2025-12-09,{},,+56 9 1335 0097,Perfecto para familias y grupos grandes,6,4,3,,,,{},
63593,Vacaciones,95849,2025-08-22,720000,10,No disponible,720,,,,42,,,Booking Holdings,,,,{},{},,{},,Bilbao,,,,,{},,,Disfruta de un día en la naturaleza,,,,Paseo,4,72000,{},2025-12-06
63593,Vacaciones,95850,2025-08-20,890000,10,No disponible,890,,,,43,,,Abercrombie & Kent,,,,{},{},,{},,Bilbao,,,,,{},,,Descubre la gastronomía local,,,,Paseo,2,89000,{},2025-12-07
63593,Vacaciones,95851,2025-07-11,820000,10,No disponible,820,,,,16,,,EF Tours,,,,{},{},,{},,Bilbao,,,,,{},,,Descubre la gastronomía local,,,,Visita,3,82000,{},2025-12-08
63631,Salida con Amigos,95852,2025-12-28,2370000,10,,-2370,Elsavillalpando941@viajes.cl,El Ejido,Ponferrada,48,3186,237000,Emirates,2026-03-04,2026-03-06,,{},"{Gandía,Móstoles,Granada}",Clase ejecutiva,{},,,,,,,{},,,,,,,,,,{},
63631,,95853,2025-08-04,,10,No disponible,1090,,,,,,,,,,,"{""Asientos reclinables"",Gimnasio,Balcón,""Aire acondicionado"",Spa}",{},,{},Casa en Ponferrada,Ponferrada,109000,1,2026-03-06,2026-03-11,{},Sra. Germán Perales Nazario,+56 2 6115 3214,Ubicación céntrica con fácil acceso a atracciones turísticas,6,6,4,,,,{},
63631,Salida con Amigos,,,750000,10,No disponible,750,,,,8,,,Insight Vacations,,,,{},{},,{},,Ponferrada,,,,,{},,,Descubre la gastronomía local,,,,,6,75000,{},2026-03-07
63631,,95855,2025-05-20,150000,10,,150,,,,26,,,Klook,,,,{},{},,{},,Ponferrada,,,,,{},,,Aventúrate en la montaña,,,,Aventura,3,15000,{},2026-03-08
63631,Salida con Amigos,95856,2025-12-31,90000,10,No disponible,-90,,,,31,,,,,,,{},{},,{},,Ponferrada,,,,,{},,,Conoce la historia de la ciudad,,,,Excursión,1,9000,{},2026-03-09
63631,Salida con Amigos,95857,2025-05-26,110000,10,No disponible,-110,,,,24,,,CWT,,,,{},{},,{},,Ponferrada,,,,,{},,,Descubre la gastronomía local,,,,Paseo,1,11000,{},2026-03-10
63631,Salida con Amigos,95858,2025-09-09,4600000,10,No disponible,4600,Margaritatéllez726@viajes.cl,Ponferrada,Estepona,76,3783,460000,Lufthansa,2026-03-11,2026-03-13,,{},"{""Cornellá de Llobregat"",Ávila,Madrid,Baracaldo,""Chiclana de la Frontera""}",Primera clase,{},,,,,,,{},,,,,,,,,,{},
62825,Cena de Trabajo,95859,2025-08-21,1490000,10,No disponible,1490,srsasácu453@viajes.cl,Cádiz,Santa Coloma de Gramanet,59,1453,149000,ŽFBH (Bosnia y Herzegovina),2026-02-21,2026-02-22,,"{Baño,Agua,Comida,TV}",{},,,,,,,,,{},,,,,,,,,,{},
,Cena de Trabajo,95860,2025-04-15,1620000,10,No disponible,540,,,,,,,,,,,"{Agua,Spa,TV,""Asientos reclinables"",Gimnasio}",{},,,InterContinental Hotels Group (IHG),Santa Coloma de Gramanet,54000,3,2026-02-22,2026-02-25,"{""No se permiten mascotas"",""No se permite fumar"",""No se permiten visitas""}",,,,,,,,,,{},
62825,Cena de Trabajo,95861,2025-02-07,440000,10,No disponible,440,,,,8,,,G Adventures,,,,{},{},,{},,Santa Coloma de Gramanet,,,,,{},,,Relájate en la playa,,,,Aventura,3,44000,{},2026-02-23
62825,Cena de Trabajo,95862,2025-03-22,540000,10,No disponible,540,,,,21,,,Travel Leaders Group,,,,{},{},,{},,Santa Coloma de Gramanet,,,,,{},,,Descubre la gastronomía local,,,,Excursión,4,54000,,2026-02-24
62825,Cena de Trabajo,95863,2025-04-26,810000,10,No disponible,810,anzama631@viajes.cl,Santa Coloma de Gramanet,Las Palmas de Gran Canaria,66,2158,81000,SNCB (Bélgica),2026-02-25,2026-02-26,,"{Baño,Wifi,Agua,Comida}",{},,{},,,,,,,{},,,,,,,,,,{},
62825,Cena de Trabajo,95864,2025-09-26,4350000,10,No disponible,870,,,,,,,,,,,"{Calefacción,TV,Piscina,Baño,""Aire acondicionado""}",{},,{},Radisson Hotel Group,Las Palmas de Gran Canaria,87000,2,2026-02-26,2026-03-03,"{""No se permiten visitas"",""Silencio después de las 10 PM"",""Check-out antes de las 11 AM""}",,,,,,,,,,{},
62825,Cena de Trabajo,95865,2025-07-07,140000,10,No disponible,140,,,,25,,,G Adventures,,,,{},{},,{},,Las Palmas de Gran Canaria,,,,,{},,,Descubre la gastronomía local,,,,Tour,4,14000,{},2026-02-27
62825,Cena de Trabajo,95866,2025-01-03,840000,10,No disponible,840,,,,44,,,Civitatis,,,,{},{},,{},,Las Palmas de Gran Canaria,,,,,{},,,Aventúrate en la montaña,,,,Tour,4,84000,{},2026-02-28
62825,Cena de Trabajo,95867,2025-12-04,550000,10,No disponible,550,,,,5,,,National Geographic Expeditions,,,,,{},,{},,Las Palmas de Gran Canaria,,,,,{},,,Relájate en la playa,,,,Excursión,1,55000,{},2026-03-01
62825,Cena de Trabajo,95868,2025-06-06,,10,No disponible,980,,,,19,,,Trafalgar,,,,{},,,{},,Las Palmas de Gran Canaria,,,,,{},,,Aventúrate en la montaña,,,,Tour,7,98000,{},2026-03-02
63309,Cena de Trabajo,95869,2026-08-21,747000,9,No disponible,747,joemtaig687@viajes.cl,Leganés,San Sebastían de los Reyes,3,1072,83000,TGV (SNCF),2026-10-01,2026-10-01,,"{""Aire acondicionado"",Baño,""Asientos reclinables""}",{},,"{Córdoba,""El Ejido""}",,,,,,,{},,,,,,,,,,{},
63309,Cena de Trabajo,95870,2025-09-10,3888000,9,No disponible,1296,,,,,,,,,,,"{Gimnasio,Comida,TV,""Servicio a la habitación"",Baño}",{},,{},Fairmont Hotels & Resorts,San Sebastían de los Reyes,144000,4,2026-10-01,2026-10-04,"{""No se permiten fiestas"",""Check-out antes de las 11 AM"",""No se permite fumar""}",,,,,,,,,,{},
63309,Cena de Trabajo,95871,2025-11-15,72000,9,No disponible,72,,,,48,,,Trafalgar,,,,{},{},,{},,San Sebastían de los Reyes,,,,,{},,,Conoce la historia de la ciudad,,,,Visita,1,8000,{},2026-10-02
63309,Cena de Trabajo,95872,2025-06-12,243000,9,No disponible,243,,,,1,,,Intrepid Travel,,,,{},{},,{},,San Sebastían de los Reyes,,,,,{},,,Descubre la gastronomía local,,,,Visita,6,27000,,2026-10-03
63309,Cena de Trabajo,95873,2025-11-28,1035000,9,No disponible,1035,Ernestocerda293@viajes.cl,,Telde,39,1765,115000,ZFBH (Bosnia y Herzegovina),,2026-10-05,,"{TV,Calefacción,""Asientos reclinables"",""Aire acondicionado""}",{},,{},,,,,,,{},,,,,,,,,,{},
55639,Cena de Trabajo,95874,,1350000,9,No disponible,1350,Danielacamarillo683@viajes.cl,Santander,Lorca,37,1749,,,2025-01-21,2025-01-22,,"{TV,Baño,Calefacción,Comida}",{},,{},,,,,,,{},,,,,,,,,,{},
55639,Cena de Trabajo,95875,2025-01-19,206000,9,No disponible,927,,,,,,,,,,,"{Balcón,Wifi,Agua,""Aire acondicionado"",TV}",{},,{},,Lorca,103000,4,2025-01-22,2025-01-24,{},Sta. Virginia Palomino Mayorga,+56 2 8861 3772,Aventúrate en la naturaleza y descansa en un lugar cómodo,4,5,4,,,,{},
55639,Cena de Trabajo,95876,2025-01-14,297000,9,No disponible,297,,,,29,,,Apple Leisure Group,,,,{},{},,{},,Lorca,,,,,{},,,Conoce la historia de la ciudad,,,,Tour,2,33000,{},2025-01-23
,Salida con Amigos,95877,2025-10-25,1504000,8,No disponible,1504,Josébenavides690@viajes.cl,Pontevedra,Granada,93,431,188000,Thalys,2026-07-01,2026-07-01,,{},{},,"{Ceuta,Badalona}",,,,,,,{},,,,,,,,,,{},
55998,Salida con Amigos,95878,2026-04-28,170000,8,No disponible,680,,,,,,,,,,,"{Piscina,""Servicio a la habitación"",TV,Gimnasio,Calefacción}",,,{},Estudio en Granada,Granada,85000,5,2026-07-01,2026-07-03,{},Sra. Mercedes Zamora Pulido,+56 9 2420 0895,Perfecto para familias y grupos grandes,3,,3,,,,{},
55998,,95879,2026-04-13,272000,8,No disponible,272,,,,5,,,Travel Leaders Group,,,,{},{},,{},,,,,,,{},,,Relájate en la playa,,,,Visita,1,34000,{},2026-07-02
55998,Salida con Amigos,95880,2025-11-10,664000,8,No disponible,664,Jesúsgalindo553@viajes.cl,Granada,Algeciras,33,611,83000,Eurostar,2026-07-03,2026-07-03,,{},{},,{},,,,,,,{},,,,,,,,,,{},
55998,Salida con Amigos,95881,,476000,8,No disponible,544,,,,,,,,,,,"{Calefacción,Wifi,""Servicio a la habitación"",""Aire acondicionado"",Piscina}",{},,{},Cabaña en Algeciras,Algeciras,,35,2026-07-03,2026-07-10,{},Enrique Gallegos Puente,+56 2 9422 7041,Descubre la historia de la ciudad desde tu ventana,3,2,3,,,,{},
55998,Salida con Amigos,95882,2025-11-10,352000,8,No disponible,352,,,,6,,,American Express Global Business Travel,,,,{},{},,{},,Algeciras,,,,,{},,,Disfruta de un día en la naturaleza,,,,Aventura,3,44000,{},2026-07-04
55998,Salida con Amigos,95883,2025-08-23,264000,8,No disponible,264,,,,23,,,American Express Global Business Travel,,,,{},{},,{},,,,,,,{},,,Disfruta de un día en la naturaleza,,,,Tour,3,33000,{},2026-07-05
55998,Salida con Amigos,95884,2025-02-20,664000,8,No disponible,664,,,,26,,,Abercrombie & Kent,,,,{},,,{},,Algeciras,,,,,{},,,Relájate en la playa,,,,Aventura,7,83000,{},2026-07-06
55998,Salida con Amigos,95885,2025-01-17,720000,8,No disponible,720,,,,13,,,Klook,,,,{},{},,{},,Algeciras,,,,,{},,,Relájate en la playa,,,,Paseo,5,90000,{},2026-07-07
55998,Salida con Amigos,95886,2025-10-15,312000,8,No disponible,312,,,,32,,,Civitatis,,,,{},{},,{},,Algeciras,,,,,{},,,Aventúrate en la montaña,,,,Aventura,6,-39000,{},2026-07-08
55998,Salida con Amigos,95887,2025-06-07,520000,8,No disponible,520,,,,34,,,Contiki,,,,{},,,{},,Algeciras,,,,,{},,,,,,,,4,65000,{},2026-07-09
62036,Vacaciones,95888,2025-02-14,274000,2,No disponible,274,,León,Lugo,77,2742,137000,,2026-03-19,2026-03-20,,"{Agua,Comida,Baño,TV,""Asientos reclinables""}",{},,{Guadalajara},,,,,,,{},,,,,,,,,,{},
62036,Vacaciones,95889,2026-01-18,46000,2,No disponible,46,sta.6769137@viajes.cl,Lugo,Cerdañola del Vallés,15,409,23000,Trenitalia,2026-03-20,2026-03-20,,{},{},,"{Móstoles,""Roquetas de Mar"",""La Línea de la Concepción""}",,,,,,,{},,,,,,,,,,{},
,Vacaciones,95890,2026-01-28,636000,2,No disponible,212,,,,,,,,,,,,{},,{},Cabaña en Cerdañola del Vallés,Cerdañola del Vallés,106000,5,2026-03-20,2026-03-26,{},Armando Mota Sanabria,+56 2 2097 8755,Disfruta de una estadía en el corazón de la ciudad,5,6,3,,,,{},
62036,Vacaciones,95891,2025-01-04,16000,2,,,,,,28,,,Travel Leaders Group,,,,{},{},,{},,Cerdañola del Vallés,,,,,{},,,Disfruta de un día en la naturaleza,,,,Aventura,2,8000,{},2026-03-21
62036,Vacaciones,95892,2025-01-21,86000,2,,86,,,,,,,Hays Travel,,,,{},{},,{},,Cerdañola del Vallés,,,,,{},,,Disfruta de un día en la naturaleza,,,,Excursión,5,,{},
62036,Vacaciones,95893,,-128000,2,No disponible,,,,,50,,,Viator,,,,{},{},,{},,Cerdañola del Vallés,,,,,{},,,Relájate en la playa,,,,Aventura,1,-64000,{},2026-03-23
62036,Vacaciones,95894,2025-08-04,180000,2,No disponible,180,,,,33,,,BCD Travel,,,,{},,,{},,Cerdañola del Vallés,,,,,{},,,Conoce la historia de la ciudad,,,,Tour,3,90000,{},2026-03-24
,Vacaciones,95895,2026-03-14,142000,2,No disponible,142,,,,40,,,Thomas Cook,,,,{},{},,{},,Cerdañola del Vallés,,,,,{},,,Disfruta de un día en la naturaleza,,,,Aventura,4,-71000,{},2026-03-25
62036,Vacaciones,95896,2026-02-07,-378000,2,No disponible,378,Luzprado380@viajes.cl,Cerdañola del Vallés,Ávila,11,1988,189000,ZS (Eslovenia),2026-03-26,2026-03-27,,"{Calefacción,TV,Wifi,""Asientos reclinables""}",{},,"{Vigo,Getafe,Gecho,Zaragoza}",,,,,,,{},,,,,,,,,,{},
56421,Vacaciones,95897,2025-03-23,213000,3,No disponible,213,mónica1582901@viajes.cl,Sabadell,Vitoria,72,226,71000,Singapore Airlines,,,,{},{},Clase ejecutiva,{},,,,,,,{},,,,,,,,,,{},
56421,Vacaciones,,2026-01-11,42000,3,No disponible,63,,,,,,,,,,,"{Gimnasio,Agua,Spa,""Aire acondicionado"",Chimenea}",{},,{},Departamento en Vitoria,Vitoria,21000,4,,2026-06-17,{},Sofia Márquez Correa,+56 2 8043 7360,Relájate en un lugar tranquilo y acogedor,5,4,4,,,,{},
56421,Vacaciones,95899,2026-01-26,30000,3,No disponible,30,,,,45,,,Klook,,,,{},{},,{},,Vitoria,,,,,{},,,Descubre la gastronomía local,,,,Aventura,5,10000,,2026-06-16
56090,Vacaciones,95900,2025-02-04,560000,4,No disponible,560,bepaba265@viajes.cl,Torremolinos,Chiclana de la Frontera,,858,140000,Lufthansa,2026-09-03,2026-09-03,,{},"{""El Ejido""}",Clase económica,{},,,,,,,{},,,,,,,,,,{},
