correo_usuario,puntos,reserva_id,tipo_seguro,valor_seguro,clausula,empresa_seguro,estrellas,descripcion
Martacenteno678@marmol.com,8314,96419,,,,,1,Pésimo
arbáma992@marmol.com,-4959,96422,Seguro de Interrupción del Viaje,88000,"Cobertura de costos adicionales por regreso anticipado, Reembolso de gastos no utilizados por interrupción del viaje",MAPFRE Compañía de Seguros Generales de Chile S.A.,5,Excelente
arbáma992@marmol.com,4959,,,,,,,
Bernardoloera539@tourket.com,3586,96428,,,,,5,Muy satisfecho
Bernardoloera539@tourket.com,3586,96430,,,,,,Excelente
Bernardoloera539@tourket.com,3586,96433,,56000,"Cobertura por pérdida, robo o daño de equipaje, Cobertura de artículos electrónicos bajo ciertos límites",Seguros Generales Suramericana S.A.,2,Regular
Bernardoloera539@tourket.com,3586,,,,,,1,Muy insatisfecho
Josébravo148@wass.com,4926,96440,,,,,,
Josébravo148@wass.com,-4926,96443,Seguro de Interrupción del Viaje,47000,"Cobertura de costos adicionales por regreso anticipado, Reembolso de gastos no utilizados por interrupción del viaje",HDI Seguros S.A.,1,
Salvadorquezada982@edubus.cal,13797,96446,,,,,2,No me convenció del todo
Salvadorquezada982@edubus.cal,13797,96447,Seguro de Equipaje y Efectos Personales,56000,"Cobertura de artículos electrónicos bajo ciertos límites, Cobertura por pérdida, robo o daño de equipaje",Consorcio Nacional de Seguros Vida S.A.,5,Superó mis expectativas
gustavo6078203@tourket.com,850,96449,,,,,40,Sin duda volveré
sra.5046480@tourket.com,9273,96452,,,,,5,Sin duda volveré
sra.5046480@tourket.com,9273,96453,,,,,5,Muy satisfecho
sra.5046480@tourket.com,9273,96454,Seguro de Responsabilidad Civil,23000,"Gastos legales en caso de demandas civiles, Cobertura de daños a propiedades alquiladas",Vida Cámara S.A.,3,Servicio regular
sra.5046480@tourket.com,9273,96456,Seguro por Demoras en el Viaje,50000,"Indemnización por pérdida de conexiones debido a retrasos, Reembolso de gastos adicionales por retrasos en vuelos",HDI Seguros S.A.,4,Bueno
,9273,96457,Seguro de Asistencia Médica,15000,"Evacuación y repatriación sanitaria, Cobertura de medicamentos recetados",Consorcio Nacional de Seguros Vida S.A.,4,Bueno
ánduse884@edubus.cal,2084,96461,Seguro de Asistencia Médica,24000,"Hospitalización y cirugías de emergencia, Cobertura de medicamentos recetados",Seguros Generales Suramericana S.A.,,
ánduse884@edubus.cal,2084,96462,Seguro de Asistencia Médica,,"Cobertura de gastos médicos por enfermedad o accidente, Evacuación y repatriación sanitaria",Renta Nacional Compañía de Seguros Generales S.A.,,
ánduse884@edubus.cal,2084,96464,Seguro de Responsabilidad Civil,91000,"Cobertura de daños a propiedades alquiladas, Gastos legales en caso de demandas civiles",Consorcio Nacional de Seguros Vida S.A.,,
,2084,96466,,,,,4,Bueno
emmosa915@wass.com,10258,96473,,,,,,
sra.6064514@outluc.com,9200,96475,,,,,4,
sra.6064514@outluc.com,,96476,,,,,,
sra.6064514@outluc.com,9200,,,,,,2,No lo recomendaría
sra.6064514@outluc.com,,96480,Seguro de Responsabilidad Civil,35000,"Gastos legales en caso de demandas civiles, Cobertura por daños a terceros durante el viaje",BICE Vida Compañía de Seguros S.A.,,
sra.6064514@outluc.com,9200,96485,,,,,,
sra.6064514@outluc.com,9200,96486,,,,,,
jocota452@wass.com,3522,96488,,,,,3,Servicio regular
jocota452@wass.com,-3522,96492,,,,,1,Pésimo
jocota452@wass.com,3522,96494,,,,,,
,-8201,96495,,,,,,
feflto500@tourket.com,14077,96502,Seguro de Equipaje y Efectos Personales,76000,"Indemnización por retraso en la entrega de equipaje, Cobertura por pérdida, robo o daño de equipaje",Seguros Generales Suramericana S.A.,5,Muy satisfecho
feflto500@tourket.com,14077,96503,,,,,53,Superó mis expectativas
feflto500@tourket.com,14077,96504,,,,,4,"Satisfecho, pero hay detalles por mejorar"
feflto500@tourket.com,14077,96508,Seguro por Demoras en el Viaje,83000,"Reembolso de gastos adicionales por retrasos en vuelos, Indemnización por pérdida de conexiones debido a retrasos",HDI Seguros S.A.,,
feflto500@tourket.com,14077,96509,Seguro de Asistencia Médica,,"Cobertura de medicamentos recetados, Hospitalización y cirugías de emergencia",Seguros Generales Suramericana S.A.,4,Buena experiencia en general
Sr.sisneros799@edubus.cal,,96515,,,,,,
elvira8516932@wass.com,7369,96519,Seguro de Responsabilidad Civil,90000,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",,1,Completamente decepcionado
Luismedina610@outluc.com,9296,96520,,,,,3,Aceptable
Luismedina610@outluc.com,9296,96522,,,,,4,"Satisfecho, pero hay detalles por mejorar"
Luismedina610@outluc.com,9296,96524,Seguro de Equipaje y Efectos Personales,28000,"Indemnización por retraso en la entrega de equipaje, Cobertura por pérdida, robo o daño de equipaje",Vida Cámara S.A.,,
Sr.velázquez676@outluc.com,5691,96531,Seguro de Interrupción del Viaje,28000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",Confuturo S.A.,1,Muy insatisfecho
Sta.pantoja213@wass.com,23387,96534,,,,,,Buena experiencia en general
,23387,96543,Seguro de Cancelación de Viaje,89000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Cobertura por cancelaciones debido a desastres naturales o disturbios",Renta Nacional Compañía de Seguros Generales S.A.,1,Muy insatisfecho
Juliarincón510@marmol.com,15571,96545,,8000,"Reembolso de gastos adicionales por retrasos en vuelos, Indemnización por pérdida de conexiones debido a retrasos",Vida Cámara S.A.,,
Juliarincón510@marmol.com,15571,96547,Seguro de Interrupción del Viaje,,"Cobertura de costos adicionales por regreso anticipado, Reembolso de gastos no utilizados por interrupción del viaje",Vida Cámara S.A.,,
caridad7249354@edubus.cal,1812,96554,,,,,2,Regular
caridad7249354@edubus.cal,1812,96555,,,,,1,Muy insatisfecho
caridad7249354@edubus.cal,1812,96560,,,"Cobertura de costos adicionales por regreso anticipado, Compensación por imprevistos que obliguen a detener el viaje",BICE Vida Compañía de Seguros S.A.,,
Sr.macías214@marmol.com,39356,96566,Seguro de Equipaje y Efectos Personales,9000,"Asistencia para reemplazo de documentos de viaje perdidos, Cobertura de artículos electrónicos bajo ciertos límites",BICE Vida Compañía de Seguros S.A.,4,Buena experiencia en general
Sr.macías214@marmol.com,,,,,,,1,Pésimo
Sr.macías214@marmol.com,39356,96571,Seguro de Cancelación de Viaje,26000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelaciones laborales imprevistas",HDI Seguros S.A.,5,Servicio de primera
Sr.macías214@marmol.com,39356,96572,Seguro de Interrupción del Viaje,40000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",Confuturo S.A.,5,Sin duda volveré
josé3528952@tourket.com,4264,96577,Seguro por Demoras en el Viaje,37000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",MetLife Chile Seguros de Vida S.A.,4,Buena experiencia en general
cristina6625698@marmol.com,26130,96580,,,,,,
cristina6625698@marmol.com,26130,96582,,,,,2,Regular
armando8288965@tourket.com,27038,96586,,,,,2,Hubo varios problemas
Maricarmensegovia355@viajesanma.com,10974,96591,Seguro por Demoras en el Viaje,95000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",Renta Nacional Compañía de Seguros Generales S.A.,,
Maricarmensegovia355@viajesanma.com,10974,96593,Seguro de Responsabilidad Civil,56000,"Gastos legales en caso de demandas civiles, Cobertura por daños a terceros durante el viaje",Consorcio Nacional de Seguros Vida S.A.,,
ana8305224@wass.com,11229,96602,,49000,,MetLife Chile Seguros de Vida S.A.,,
Maricarmensegovia355@viajesanma.com,10974,96609,Seguro de Responsabilidad Civil,,"Gastos legales en caso de demandas civiles, Cobertura de daños a propiedades alquiladas",MAPFRE Compañía de Seguros Generales de Chile S.A.,,
anlubená244@edubus.cal,,96612,,,,,3,"Cumplió con mis expectativas, pero sin destacar"
anlubená244@edubus.cal,7325,96613,,,,,2,Hubo varios problemas
anlubená244@edubus.cal,7325,96614,,,,,,
Sr.canales866@wass.com,20123,96625,,,,,1,Muy insatisfecho
Sr.canales866@wass.com,,96627,,,,,4,Me atendieron bien
Sr.canales866@wass.com,20123,96630,,,,,,
alfequ786@wass.com,,96634,,,,,3,Podría mejorar
Sanchobriseño421@outluc.com,8229,96637,,,,,1,No vuelvo más
Sanchobriseño421@outluc.com,8229,96639,,,,,,
Sanchobriseño421@outluc.com,8229,96640,Seguro de Cancelación de Viaje,80000,"Reembolso por cancelaciones laborales imprevistas, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",HDI Seguros S.A.,5,Muy satisfecho
juan5231635@marmol.com,19186,96643,Seguro de Equipaje y Efectos Personales,61000,"Asistencia para reemplazo de documentos de viaje perdidos, Cobertura por pérdida, robo o daño de equipaje",MAPFRE Compañía de Seguros Generales de Chile S.A.,5,Servicio de primera
juan5231635@marmol.com,19186,96648,,,,,,
guillermina4637229@tourket.com,7126,96663,,,,,,
cresca507@viajesanma.com,18195,96667,,,,,61,Completamente decepcionado
cresca507@viajesanma.com,18195,96670,Seguro de Interrupción del Viaje,89000,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",BICE Vida Compañía de Seguros S.A.,,
cresca507@viajesanma.com,18195,96672,Seguro de Interrupción del Viaje,,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",HDI Seguros S.A.,2,Regular
savaam408@wass.com,4316,96675,Seguro de Equipaje y Efectos Personales,41000,"Asistencia para reemplazo de documentos de viaje perdidos, Cobertura de artículos electrónicos bajo ciertos límites",MetLife Chile Seguros de Vida S.A.,,
savaam408@wass.com,4316,96676,Seguro de Equipaje y Efectos Personales,58000,"Cobertura de artículos electrónicos bajo ciertos límites, Cobertura por pérdida, robo o daño de equipaje",Seguros Generales Suramericana S.A.,1,
savaam408@wass.com,,96680,Seguro de Equipaje y Efectos Personales,73000,"Asistencia para reemplazo de documentos de viaje perdidos, Cobertura de artículos electrónicos bajo ciertos límites",Vida Cámara S.A.,2,Hubo varios problemas
Sta.prieto689@wass.com,31540,96689,,,,,3,"Cumplió con mis expectativas, pero sin destacar"
stlupeav448@edubus.cal,8959,96695,Seguro de Interrupción del Viaje,53000,"Cobertura de costos adicionales por regreso anticipado, Reembolso de gastos no utilizados por interrupción del viaje",Seguros Generales Suramericana S.A.,5,Muy satisfecho
stlupeav448@edubus.cal,8959,96703,,,,,1,Completamente decepcionado
rocio3393255@edubus.cal,12934,96707,,,,,2,
rocio3393255@edubus.cal,,96708,Seguro de Responsabilidad Civil,51000,"Gastos legales en caso de demandas civiles, Cobertura por daños a terceros durante el viaje",MetLife Chile Seguros de Vida S.A.,5,Excelente
rocio3393255@edubus.cal,12934,96712,Seguro de Cancelación de Viaje,29000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Reembolso por cancelaciones laborales imprevistas",Liberty Compañía de Seguros Generales S.A.,,
rocio3393255@edubus.cal,12934,96713,Seguro de Asistencia Médica,,"Cobertura de medicamentos recetados, Hospitalización y cirugías de emergencia",BICE Vida Compañía de Seguros S.A.,,
rocio3393255@edubus.cal,12934,96715,,,,,,
sta.8465854@marmol.com,17970,96726,,,,,4,Buena experiencia en general
sta.2076767@outluc.com,-13844,96732,,,,,5,Muy satisfecho
srmaluproc444@edubus.cal,15020,96742,,,,,1,Malo
Andrésvillagómez840@edubus.cal,22402,96748,,,,,4,"Satisfecho, pero hay detalles por mejorar"
Andrésvillagómez840@edubus.cal,22402,96749,Seguro de Cancelación de Viaje,85000,"Cobertura de penalidades por cambio de vuelo, Reembolso por cancelaciones laborales imprevistas",MAPFRE Compañía de Seguros Generales de Chile S.A.,,
raúl9292389@wass.com,,96755,Seguro de Equipaje y Efectos Personales,7000,"Cobertura por pérdida, robo o daño de equipaje, Indemnización por retraso en la entrega de equipaje",Vida Cámara S.A.,1,Muy insatisfecho
raúl9292389@wass.com,9009,96757,,,,,,
Susanaavilés878@marmol.com,34184,,,,,,2,No lo recomendaría
Susanaavilés878@marmol.com,34184,96759,,,,,5,Muy satisfecho
Germánvélez748@outluc.com,13314,96767,,,,,5,Sin duda volveré
berta1179933@edubus.cal,25466,96778,,48000,"Cobertura de daños a propiedades alquiladas, Cobertura por daños a terceros durante el viaje",HDI Seguros S.A.,,
pearna582@edubus.cal,13344,,Seguro de Cancelación de Viaje,94000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Cobertura de penalidades por cambio de vuelo",Confuturo S.A.,5,Superó mis expectativas
pearna582@edubus.cal,,96798,Seguro de Cancelación de Viaje,94000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Cobertura por cancelaciones debido a desastres naturales o disturbios",MetLife Chile Seguros de Vida S.A.,4,"Satisfecho, pero hay detalles por mejorar"
Rodrigovillaseñor254@wass.com,10447,,Seguro de Cancelación de Viaje,15000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Cobertura de penalidades por cambio de vuelo",MetLife Chile Seguros de Vida S.A.,1,Malo
Rodrigovillaseñor254@wass.com,10447,96805,,,,,,
Rodrigovillaseñor254@wass.com,10447,96806,,,,,2,No me convenció del todo
micaela7947790@edubus.cal,4936,96812,,,,,,
sr.7336133@tourket.com,-4230,96822,,,,,1,Malo
sr.7336133@tourket.com,4230,96823,,,,,,
sr.7336133@tourket.com,4230,96824,Seguro de Asistencia Médica,5000,"Evacuación y repatriación sanitaria, Hospitalización y cirugías de emergencia",Liberty Compañía de Seguros Generales S.A.,4,Buena experiencia en general
marega244@viajesanma.com,13464,96833,Seguro de Responsabilidad Civil,100000,"Cobertura de daños a propiedades alquiladas, Cobertura por daños a terceros durante el viaje",Liberty Compañía de Seguros Generales S.A.,4,Bueno
alveol354@marmol.com,,96834,,,,,3,"Cumplió con mis expectativas, pero sin destacar"
alveol354@marmol.com,23256,,,,,,5,Superó mis expectativas
alveol354@marmol.com,23256,96843,,,,,5,Sin duda volveré
Victoriaquiroz406@edubus.cal,11956,96852,,,,,4,"Satisfecho, pero hay detalles por mejorar"
srlairar358@tourket.com,19959,96855,,,,,,
srlairar358@tourket.com,,96857,Seguro de Equipaje y Efectos Personales,71000,"Asistencia para reemplazo de documentos de viaje perdidos, Cobertura por pérdida, robo o daño de equipaje",Seguros Generales Suramericana S.A.,,
miguel2832441@edubus.cal,,96865,Seguro de Equipaje y Efectos Personales,59000,"Cobertura de artículos electrónicos bajo ciertos límites, Indemnización por retraso en la entrega de equipaje",MetLife Chile Seguros de Vida S.A.,5,Sin duda volveré
luis5080779@outluc.com,2672,96866,,,,,1,Malo
srjairor488@outluc.com,9550,96869,Seguro de Responsabilidad Civil,30000,"Gastos legales en caso de demandas civiles, Cobertura por daños a terceros durante el viaje",Renta Nacional Compañía de Seguros Generales S.A.,4,Me atendieron bien
daniel207325@outluc.com,,96872,,,,,2,No lo recomendaría
daniel207325@outluc.com,,96879,Seguro de Equipaje y Efectos Personales,31000,"Cobertura de artículos electrónicos bajo ciertos límites, Asistencia para reemplazo de documentos de viaje perdidos",BICE Vida Compañía de Seguros S.A.,,
caqume836@viajesanma.com,6711,,,,,,1,No vuelvo más
caqume836@viajesanma.com,6711,96884,Seguro de Responsabilidad Civil,93000,"Gastos legales en caso de demandas civiles, Cobertura de daños a propiedades alquiladas",Confuturo S.A.,,
Pilarrodarte968@tourket.com,25256,96887,Seguro de Equipaje y Efectos Personales,7000,"Indemnización por retraso en la entrega de equipaje, Cobertura de artículos electrónicos bajo ciertos límites",BICE Vida Compañía de Seguros S.A.,1,Malo
rosario2887410@edubus.cal,2047,96891,Seguro de Responsabilidad Civil,81000,,MAPFRE Compañía de Seguros Generales de Chile S.A.,93,Superó mis expectativas
luresá103@wass.com,9550,96895,Seguro de Equipaje y Efectos Personales,22000,"Cobertura por pérdida, robo o daño de equipaje, Asistencia para reemplazo de documentos de viaje perdidos",Renta Nacional Compañía de Seguros Generales S.A.,,
luresá103@wass.com,9550,96898,Seguro de Responsabilidad Civil,,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",Confuturo S.A.,1,No vuelvo más
luresá103@wass.com,9550,,,,,,,
carla6301208@edubus.cal,18417,96905,,,,,3,Podría mejorar
stmameso466@outluc.com,28281,96915,Seguro de Responsabilidad Civil,89000,"Gastos legales en caso de demandas civiles, Cobertura por daños a terceros durante el viaje",Confuturo S.A.,1,No vuelvo más
stmameso466@outluc.com,28281,96916,Seguro de Asistencia Médica,,"Hospitalización y cirugías de emergencia, Cobertura de medicamentos recetados",HDI Seguros S.A.,,
stmameso466@outluc.com,28281,96918,Seguro de Interrupción del Viaje,76000,"Cobertura de costos adicionales por regreso anticipado, Compensación por imprevistos que obliguen a detener el viaje",BICE Vida Compañía de Seguros S.A.,3,"Cumplió con mis expectativas, pero sin destacar"
Samueltapia215@marmol.com,15452,96923,Seguro de Responsabilidad Civil,84000,"Cobertura por daños a terceros durante el viaje, Cobertura de daños a propiedades alquiladas",Seguros Generales Suramericana S.A.,4,Me atendieron bien
Samueltapia215@marmol.com,15452,96925,,,,,,
Samueltapia215@marmol.com,15452,96929,,90000,"Indemnización por pérdida de conexiones debido a retrasos, Reembolso de gastos adicionales por retrasos en vuelos",Consorcio Nacional de Seguros Vida S.A.,,
Samueltapia215@marmol.com,15452,96931,,,,,,
Benjamínávila884@marmol.com,14758,96933,,,,,2,No lo recomendaría
,27721,96936,,,,,,
istéco579@outluc.com,27721,96941,Seguro de Asistencia Médica,11000,"Cobertura de gastos médicos por enfermedad o accidente, Evacuación y repatriación sanitaria",HDI Seguros S.A.,,
istéco579@outluc.com,27721,96942,,,,,1,No vuelvo más
,27721,96944,,15000,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",BICE Vida Compañía de Seguros S.A.,,
anvafe456@outluc.com,20959,96946,Seguro de Interrupción del Viaje,76000,"Cobertura de costos adicionales por regreso anticipado, Compensación por imprevistos que obliguen a detener el viaje",BICE Vida Compañía de Seguros S.A.,4,Buena experiencia en general
anvafe456@outluc.com,-20959,96949,,,,,,
stirbrva104@viajesanma.com,9940,96957,Seguro de Responsabilidad Civil,17000,"Gastos legales en caso de demandas civiles, Cobertura por daños a terceros durante el viaje",Consorcio Nacional de Seguros Vida S.A.,,
stirbrva104@viajesanma.com,9940,96963,Seguro de Asistencia Médica,19000,"Hospitalización y cirugías de emergencia, Evacuación y repatriación sanitaria",Seguros Generales Suramericana S.A.,,
sta.7681765@viajesanma.com,-6195,96970,Seguro por Demoras en el Viaje,32000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Reembolso de gastos adicionales por retrasos en vuelos",MAPFRE Compañía de Seguros Generales de Chile S.A.,2,No me convenció del todo
sta.7681765@viajesanma.com,6195,96972,,,,,3,Podría mejorar
sta.7681765@viajesanma.com,6195,96973,Seguro de Cancelación de Viaje,96000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Cobertura de penalidades por cambio de vuelo",Renta Nacional Compañía de Seguros Generales S.A.,5,Superó mis expectativas
sta.7681765@viajesanma.com,6195,96976,,,,,1,No vuelvo más
hugo5090518@edubus.cal,12379,96980,,,,,5,Muy satisfecho
hugo5090518@edubus.cal,12379,,Seguro por Demoras en el Viaje,68000,"Indemnización por pérdida de conexiones debido a retrasos, Reembolso de gastos adicionales por retrasos en vuelos",MAPFRE Compañía de Seguros Generales de Chile S.A.,,
hugo5090518@edubus.cal,12379,96984,,,,,1,Muy insatisfecho
Silviasierra844@outluc.com,9920,96995,Seguro de Asistencia Médica,49000,"Evacuación y repatriación sanitaria, Cobertura de medicamentos recetados",BICE Vida Compañía de Seguros S.A.,2,Hubo varios problemas
Silviasierra844@outluc.com,9920,96997,Seguro por Demoras en el Viaje,59000,"Reembolso de gastos adicionales por retrasos en vuelos, Cobertura de alojamiento y alimentación por retrasos prolongados",Liberty Compañía de Seguros Generales S.A.,2,No me convenció del todo
Sta.valdés689@tourket.com,11052,97110,,,,,1,Pésimo
Sr.guajardo991@wass.com,22414,97007,Seguro por Demoras en el Viaje,79000,"Reembolso de gastos adicionales por retrasos en vuelos, Cobertura de alojamiento y alimentación por retrasos prolongados",Vida Cámara S.A.,2,No lo recomendaría
Sr.guajardo991@wass.com,22414,97010,,,,,,
arturo6777880@marmol.com,14629,97018,Seguro por Demoras en el Viaje,78000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",Seguros Generales Suramericana S.A.,2,Regular
srgogaur310@viajesanma.com,5586,97025,,,,,2,No lo recomendaría
,12884,97040,,,,,5,Excelente
Mariocasárez896@wass.com,12884,97041,Seguro de Asistencia Médica,39000,"Cobertura de gastos médicos por enfermedad o accidente, Evacuación y repatriación sanitaria",BICE Vida Compañía de Seguros S.A.,,
Rocioolivárez722@marmol.com,13099,97045,Seguro de Responsabilidad Civil,35000,"Gastos legales en caso de demandas civiles, Cobertura de daños a propiedades alquiladas",MAPFRE Compañía de Seguros Generales de Chile S.A.,5,Servicio de primera
Rocioolivárez722@marmol.com,13099,97047,Seguro de Interrupción del Viaje,98000,"Compensación por imprevistos que obliguen a detener el viaje, Cobertura de costos adicionales por regreso anticipado",BICE Vida Compañía de Seguros S.A.,5,Sin duda volveré
Rocioolivárez722@marmol.com,13099,97049,Seguro de Asistencia Médica,35000,"Hospitalización y cirugías de emergencia, Cobertura de medicamentos recetados",Consorcio Nacional de Seguros Vida S.A.,4,Me atendieron bien
Rocioolivárez722@marmol.com,13099,97050,Seguro de Asistencia Médica,25000,"Evacuación y repatriación sanitaria, Hospitalización y cirugías de emergencia",MetLife Chile Seguros de Vida S.A.,,
juan3970653@edubus.cal,11102,97063,Seguro de Responsabilidad Civil,54000,"Gastos legales en caso de demandas civiles, Cobertura por daños a terceros durante el viaje",BICE Vida Compañía de Seguros S.A.,,
gilberto3545695@edubus.cal,4800,97068,,,,,,
,4800,97070,,,,,4,Me atendieron bien
gilberto3545695@edubus.cal,4800,97073,Seguro de Equipaje y Efectos Personales,44000,"Cobertura por pérdida, robo o daño de equipaje, Indemnización por retraso en la entrega de equipaje",MetLife Chile Seguros de Vida S.A.,42,
sra.7859461@tourket.com,1598,97084,,,,,4,Me atendieron bien
miguel7149668@outluc.com,15442,97091,Seguro de Responsabilidad Civil,29000,"Cobertura por daños a terceros durante el viaje, Cobertura de daños a propiedades alquiladas",MAPFRE Compañía de Seguros Generales de Chile S.A.,4,Bueno
miguel7149668@outluc.com,15442,97093,,,,,2,No me convenció del todo
miguel7149668@outluc.com,15442,97095,,,,,,
sta.4933899@tourket.com,,97101,,,,,5,Servicio de primera
sta.4933899@tourket.com,20584,97102,,,,,3,Servicio regular
sta.4933899@tourket.com,20584,97106,,,,,,
Sta.valdés689@tourket.com,11052,97108,Seguro de Equipaje y Efectos Personales,48000,"Indemnización por retraso en la entrega de equipaje, Cobertura de artículos electrónicos bajo ciertos límites",MAPFRE Compañía de Seguros Generales de Chile S.A.,3,"Cumplió con mis expectativas, pero sin destacar"
Sta.valdés689@tourket.com,11052,97109,Seguro de Responsabilidad Civil,92000,"Cobertura de daños a propiedades alquiladas, Cobertura por daños a terceros durante el viaje",MAPFRE Compañía de Seguros Generales de Chile S.A.,,
Sta.valdés689@tourket.com,11052,97114,Seguro por Demoras en el Viaje,57000,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",Vida Cámara S.A.,,Completamente decepcionado
Sta.valdés689@tourket.com,-11052,97115,Seguro de Responsabilidad Civil,,"Cobertura de daños a propiedades alquiladas, Gastos legales en caso de demandas civiles",Vida Cámara S.A.,,
gupita391@marmol.com,7262,97124,,,,,1,Completamente decepcionado
maría6585863@tourket.com,8338,97128,Seguro de Asistencia Médica,77000,"Hospitalización y cirugías de emergencia, Cobertura de gastos médicos por enfermedad o accidente",MAPFRE Compañía de Seguros Generales de Chile S.A.,,
pebose472@edubus.cal,19017,97134,Seguro por Demoras en el Viaje,59000,"Reembolso de gastos adicionales por retrasos en vuelos, Indemnización por pérdida de conexiones debido a retrasos",Vida Cámara S.A.,5,
pebose472@edubus.cal,19017,97141,,,,,5,Muy satisfecho
pebose472@edubus.cal,19017,97142,Seguro de Cancelación de Viaje,5000,"Cobertura de penalidades por cambio de vuelo, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",Liberty Compañía de Seguros Generales S.A.,3,Servicio regular
esperanza7561972@wass.com,32437,97144,,,,,,
esperanza7561972@wass.com,32437,97149,Seguro de Interrupción del Viaje,30000,"Compensación por imprevistos que obliguen a detener el viaje, Cobertura de costos adicionales por regreso anticipado",,,
esperanza7561972@wass.com,32437,97150,,,,,,
cristina8266548@outluc.com,22630,97154,Seguro de Cancelación de Viaje,83000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Cobertura por cancelaciones debido a desastres naturales o disturbios",Liberty Compañía de Seguros Generales S.A.,,
elpase849@viajesanma.com,9231,97155,Seguro de Cancelación de Viaje,78000,"Cobertura de penalidades por cambio de vuelo, Reembolso por cancelaciones laborales imprevistas",Confuturo S.A.,,
elpase849@viajesanma.com,9231,97156,,,,,2,No me convenció del todo
elpase849@viajesanma.com,-9231,97158,Seguro de Cancelación de Viaje,65000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelaciones laborales imprevistas",Consorcio Nacional de Seguros Vida S.A.,5,Excelente
Cristianlomeli826@outluc.com,16261,97173,Seguro de Interrupción del Viaje,55000,"Cobertura de costos adicionales por regreso anticipado, Reembolso de gastos no utilizados por interrupción del viaje",Seguros Generales Suramericana S.A.,,
Cristianlomeli826@outluc.com,,97175,Seguro de Interrupción del Viaje,28000,"Cobertura de costos adicionales por regreso anticipado, Reembolso de gastos no utilizados por interrupción del viaje",Consorcio Nacional de Seguros Vida S.A.,,Regular
Vicentelozada492@wass.com,5792,97177,Seguro de Responsabilidad Civil,51000,"Cobertura por daños a terceros durante el viaje, Cobertura de daños a propiedades alquiladas",HDI Seguros S.A.,5,Muy satisfecho
sra.2732880@wass.com,,97188,Seguro por Demoras en el Viaje,51000,"Indemnización por pérdida de conexiones debido a retrasos, Reembolso de gastos adicionales por retrasos en vuelos",Seguros Generales Suramericana S.A.,2,No me convenció del todo
sra.2732880@wass.com,15009,97190,Seguro de Responsabilidad Civil,28000,"Cobertura de daños a propiedades alquiladas, Gastos legales en caso de demandas civiles",Confuturo S.A.,,
sra.2732880@wass.com,,97192,Seguro de Responsabilidad Civil,68000,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",Consorcio Nacional de Seguros Vida S.A.,2,Hubo varios problemas
sra.2732880@wass.com,15009,97196,Seguro de Interrupción del Viaje,11000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",HDI Seguros S.A.,4,"Satisfecho, pero hay detalles por mejorar"
fejara289@outluc.com,11892,97202,,,,,2,Hubo varios problemas
rogice917@wass.com,-13793,97216,Seguro de Responsabilidad Civil,84000,"Gastos legales en caso de demandas civiles, Cobertura por daños a terceros durante el viaje",MAPFRE Compañía de Seguros Generales de Chile S.A.,2,Hubo varios problemas
Alejandrareyes269@viajesanma.com,11705,97219,Seguro por Demoras en el Viaje,84000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",Renta Nacional Compañía de Seguros Generales S.A.,5,Muy satisfecho
Alejandrareyes269@viajesanma.com,11705,97224,Seguro de Equipaje y Efectos Personales,50000,"Indemnización por retraso en la entrega de equipaje, Asistencia para reemplazo de documentos de viaje perdidos",Consorcio Nacional de Seguros Vida S.A.,3,
