id,agenda_id,fecha,monto,cantidad_personas,estado_disponibilidad,puntos_booked,correo_empleado,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,fecha_salida,fecha_llegada,comodidades,tipo_bus
139969,58992,2025-05-02,36000,3,No disponible,36,miántial875@viajes.cl,Santiago de Compostela,Madrid,37,562,12000,Deutsche Bahn (DB),2025-08-25,2025-08-25,{},
90292,57572,2026-03-22,198000,1,No disponible,198,mónica6343775@viajes.cl,Huelva,Gijón,,1807,198000,ŽFBH (Bosnia y Herzegovina),2026-10-31,2026-11-01,"{Wifi,Agua,TV,""Asientos reclinables""}",
103654,62371,2025-02-24,848000,8,No disponible,848,mónica938945@viajes.cl,Molina de Segura,Alcorcón,51,1874,106000,BDZ (Bulgaria),2025-02-28,2025-03-01,"{TV,Calefacción,Agua,""Asientos reclinables""}",
126621,61226,2025-01-08,747000,9,No disponible,747,naalmu963@viajes.cl,Zaragoza,Mollet del Vallés,100,1294,83000,Thalys,2026-02-08,2026-02-08,"{Comida,""Asientos reclinables"",Wifi}",
148066,,,,,Disponible,0,nacaca348@viajes.cl,El Ejido,San Cristróbal de la Laguna,74,1707,134000,Iberia,2025-12-23,2026-03-04,{},
93770,57761,2025-05-01,30000,1,No disponible,30,nanise574@viajes.cl,La Línea de la Concepción,Talavera de la Reina,12,1007,30000,Alaska Airlines,2026-08-13,2026-08-13,{},
114639,58674,2025-06-13,3204000,9,No disponible,3204,naroro910@viajes.cl,Alcobendas,,47,3022,356000,KLM,2026-01-19,2026-01-21,{},
81536,56208,2025-06-02,450000,2,No disponible,450,naseag466@viajes.cl,Santander,Torrevieja,57,2666,225000,DSB (Dinamarca),2026-06-27,2026-06-28,"{Agua,TV,Calefacción,""Asientos reclinables"",""Aire acondicionado""}",
120816,64526,2025-10-21,875000,5,No disponible,875,nisabá861@viajes.cl,Torrevieja,Chiclana de la Frontera,27,1820,175000,SNCB (Bélgica),2026-02-23,,"{Wifi,""Aire acondicionado"",Baño,""Asientos reclinables""}",
116679,64531,2025-05-09,595000,7,No disponible,595,noméru838@viajes.cl,Sagunto,Zamora,75,2281,85000,DSB (Dinamarca),2026-10-05,2026-10-06,"{""Aire acondicionado"",Calefacción,Wifi,Baño,TV}",
104340,59107,2025-02-03,560000,10,No disponible,560,norma6125104@viajes.cl,Ferrol,Pamplona,81,619,56000,Renfe,2025-02-05,2025-02-05,{},
129396,61307,2025-05-14,750000,3,No disponible,750,ocarsa130@viajes.cl,Tarrasa,Torrevieja,23,2951,250000,ZSSK (Eslovaquia),2026-05-15,2026-05-17,"{Baño,Agua,Calefacción,TV,Wifi,Comida}",
147822,,,,,Disponible,0,oldeanco821@viajes.cl,Jerez de la Frontera,Sanlúcar de Barrameda,41,3431,169000,Spirit Airlines,2026-03-27,2026-08-16,{},
143234,62809,2025-03-08,912000,8,No disponible,912,paroga838@viajes.cl,Torrevieja,Algeciras,47,371,114000,DSB (Dinamarca),2025-10-14,2025-10-14,{},
147626,,,,,Disponible,0,patricia3238325@viajes.cl,Santa Cruz de Tenerife,Zaragoza,46,671,58000,Air New Zealand,2026-05-12,2026-06-08,{},
149369,,,,,Disponible,0,pilar5469194@viajes.cl,Cartagena,Toledo,,3534,124000,NSB (Noruega),2025-09-28,,"{Wifi,Baño,""Asientos reclinables"",""Aire acondicionado"",Calefacción,TV}",
86517,62779,2025-04-07,133000,1,No disponible,133,piurch784@viajes.cl,El Prat de LLobregat,Las Palmas de Gran Canaria,81,2561,133000,ŽFBH (Bosnia y Herzegovina),2026-04-25,2026-04-26,"{Wifi,TV,Calefacción,Agua,Comida}",
149358,,,,,Disponible,0,racofl956@viajes.cl,La Coruña,Cartagena,41,3406,333000,SBB (Suiza),2025-04-13,2025-09-01,"{Wifi,""Asientos reclinables"",Baño,""Aire acondicionado"",Calefacción,TV}",
140154,64643,2026-02-18,303000,1,No disponible,303,racolo733@viajes.cl,Hospitalet de LLobregat,Zamora,8,3035,303000,ŽSSK (Eslovaquia),2026-02-23,2026-02-25,"{""Asientos reclinables"",Wifi,Agua,Calefacción,Comida,Baño}",
96909,58081,2026-01-23,1860000,10,No disponible,1860,raqucr272@viajes.cl,Cádiz,Bilbao,49,3863,186000,NSB (Noruega),2026-07-04,2026-07-06,"{TV,""Aire acondicionado"",Comida,Baño,Agua,Calefacción,Wifi}",
83630,65737,2025-08-18,1688000,8,No disponible,1688,readma267@viajes.cl,,Ferrol,26,4187,211000,NS International,2025-12-18,,"{Baño,TV,Wifi,Calefacción,Comida,Agua,""Asientos reclinables""}",
148977,,,,,Disponible,0,rebale699@viajes.cl,Estepona,Cornellá de Llobregat,24,976,80000,VR (Finlandia),2025-12-18,2026-01-27,"{Agua,TV,Wifi}",
103117,63337,2026-03-07,2673000,9,No disponible,2673,rebeca2742263@viajes.cl,Dos Hermanas,Guadalajara,1,3492,297000,Ethiopian Airlines,2026-04-27,2026-04-29,{},
87137,60467,2025-07-08,896000,4,No disponible,896,reocpo678@viajes.cl,Estepona,Manresa,62,3352,224000,RZD (Rusia),2025-07-28,2025-07-30,"{Agua,Baño,""Asientos reclinables"",""Aire acondicionado"",TV,Wifi}",
139216,58118,2026-03-14,2044000,7,No disponible,2044,revaor825@viajes.cl,Tarrasa,Elche,69,3083,292000,Air France,2026-05-16,2026-05-18,{},
148113,,,,,Disponible,0,rodrigo4810214@viajes.cl,Tarragona,Bilbao,31,1094,122000,All Nippon Airways (ANA),2026-05-17,2026-07-01,{},
143412,58883,2025-05-09,2970000,10,No disponible,2970,sara3658705@viajes.cl,Hospitalet de LLobregat,Pontevedra,39,2422,297000,Japan Airlines,2025-07-20,2025-07-21,{},
116196,57859,2025-11-04,288000,1,No disponible,288,savaon858@viajes.cl,Rivas-Vaciamadrid,Baracaldo,100,2344,288000,,2025-11-17,2025-11-18,{},
93068,58619,2025-12-29,355000,5,No disponible,355,silvia4184684@viajes.cl,Santa Coloma de Gramanet,Fuengirola,45,1503,71000,WestJet,2026-02-24,2026-02-25,{},
119542,66042,2025-04-29,1800000,9,No disponible,1800,siurga784@viajes.cl,Córdoba,Cádiz,14,4278,200000,RZD (Rusia),2025-06-29,2025-07-01,"{Agua,Baño,""Asientos reclinables"",Comida,Wifi,""Aire acondicionado"",Calefacción}",
107573,62893,2025-04-06,1590000,5,No disponible,1590,sofia1431695@viajes.cl,Talavera de la Reina,Avilés,64,4106,318000,Iberia,2026-01-31,2026-02-02,{},
147349,,,,,Disponible,0,soledad4866400@viajes.cl,Cuenta,Alcorcón,77,3467,209000,LATAM Airlines,2025-12-06,2026-04-29,{},
149368,,,,,Disponible,0,sr.2820699@viajes.cl,Barcelona,Málaga,98,1722,174000,ŽFBH (Bosnia y Herzegovina),2025-07-31,2025-10-10,"{Comida,""Aire acondicionado"",""Asientos reclinables"",TV}",
147476,,,,,Disponible,0,sr.3043160@viajes.cl,Sabadell,Molina de Segura,67,4135,282000,Wizz Air,2025-01-01,,{},
139050,55637,2025-05-04,1690000,10,No disponible,1690,sr.3134211@viajes.cl,Alcalá de Henares,Telde,73,381,169000,Qantas,2026-06-03,2026-06-03,{},
103284,58437,2025-04-28,3933000,9,No disponible,3933,sr.3211682@viajes.cl,Ciudad Real,Córdoba,9,4309,437000,Air France,2025-11-04,,{},
148291,,,,,Disponible,0,sr.3383439@viajes.cl,Valencia,Vigo,35,2962,366000,Air Canada,2026-04-30,2026-08-31,{},
113472,58283,2025-07-05,495000,3,No disponible,495,sr.3664786@viajes.cl,Valladolid,Collado Villalba,93,1627,165000,Turkish Airlines,2025-08-06,,{},
149120,,,,,Disponible,0,sr.3951766@viajes.cl,León,,9,4144,263000,Eurostar,2026-09-17,2027-03-08,"{TV,Wifi,Baño,""Aire acondicionado"",""Asientos reclinables"",Agua,Calefacción}",
82681,57879,2025-04-17,1125000,9,No disponible,1125,sr.4903927@viajes.cl,Santa Coloma de Gramanet,Benalmádena,89,1332,125000,,2026-03-08,,"{""Asientos reclinables"",Baño,TV}",
82206,63614,2025-03-21,1205000,5,No disponible,1205,sr.590458@viajes.cl,Zamora,Pamplona,3,3343,241000,LATAM Airlines,2025-06-09,,{},
149991,,,,,Disponible,0,sra.1459233@viajes.cl,Parla,Almería,100,404,194000,SBB (Suiza),2025-01-06,2025-01-22,"{""Aire acondicionado"",Comida,Agua,TV,Wifi}",
148526,,,,,Disponible,0,sra.2941122@viajes.cl,Gecho,Chiclana de la Frontera,42,2131,138000,Iberia,2026-09-23,2026-12-20,{},
89187,61905,2025-04-24,2502000,6,No disponible,2502,sra.3023927@viajes.cl,Mérida,,30,4055,417000,ŽFBH (Bosnia y Herzegovina),2025-08-07,2025-08-09,"{Wifi,Agua,Baño,TV,""Asientos reclinables"",Comida,Calefacción}",
123082,64810,2025-01-25,840000,8,No disponible,840,sra.4531821@viajes.cl,Málaga,Mollet del Vallés,34,1023,105000,Lufthansa,2025-05-06,2025-05-06,{},
149167,,,,,Disponible,0,sra.6277717@viajes.cl,Roquetas de Mar,Granada,49,1531,128000,HŽ (Croacia),2025-11-30,2026-02-01,"{""Aire acondicionado"",TV,Agua,""Asientos reclinables""}",
107891,57940,2025-02-12,288000,6,No disponible,288,sra.8471206@viajes.cl,Granollers,Badajoz,79,251,48000,,2025-02-21,2025-02-21,{},
135622,66250,2025-06-03,180000,1,No disponible,180,sra.8766158@viajes.cl,Salamanca,La Coruña,100,2365,180000,Emirates,2025-10-10,2025-10-11,{},
122890,61874,2025-05-23,3177000,9,No disponible,3177,sra.9402989@viajes.cl,Benidorm,Avilés,18,3268,353000,Thalys,2026-03-09,2026-03-11,"{Calefacción,TV,Wifi,""Aire acondicionado"",""Asientos reclinables"",Agua}",
127149,60007,2025-04-03,106000,1,No disponible,106,sra.9489774@viajes.cl,Benalmádena,Viladecans,,678,106000,CD (República Checa),2025-08-29,2025-08-29,{},
81241,61734,2025-04-12,770000,5,No disponible,770,sradcatr480@viajes.cl,Orihuela,Tarrasa,78,3205,154000,Renfe,2025-08-29,,"{TV,""Asientos reclinables"",Wifi,Baño,Calefacción,Agua}",
85852,66095,2025-06-11,990000,5,No disponible,990,sramgalo790@viajes.cl,Huelva,Fuengirola,58,3890,198000,Ethiopian Airlines,2026-06-27,,{},
107009,58424,2026-02-09,994000,7,No disponible,994,sranjiqu198@viajes.cl,Vigo,Gerona,100,425,142000,TGV (SNCF),2026-03-02,2026-03-02,{},
123879,62429,2026-04-30,1752000,6,No disponible,1752,srcébrse308@viajes.cl,Alcoy,Motril,64,3169,292000,Italo,2026-10-19,2026-10-21,"{""Asientos reclinables"",Comida,Baño,TV,Calefacción,""Aire acondicionado""}",
136789,57221,2025-01-15,370000,10,No disponible,370,srflsolu390@viajes.cl,Santander,Leganés,12,364,37000,American Airlines,2026-11-13,2026-11-13,,
148004,,,,,Disponible,0,srgebegr871@viajes.cl,Huelva,Ceuta,,3593,107000,Wizz Air,2025-10-13,2026-03-11,{},
112621,66317,2025-07-03,532000,4,No disponible,532,srjolumupe583@viajes.cl,Linares,Benalmádena,62,129,133000,NSB (Noruega),2026-01-01,2026-01-01,{},
86253,64359,2026-08-31,3458000,7,No disponible,3458,srjuardeje698@viajes.cl,Benidorm,,,3923,494000,Japan Airlines,2026-11-02,,{},
149211,,,,,Disponible,0,srjugáce908@viajes.cl,Alcobendas,Lugo,99,204,64000,Italo,2026-11-18,2026-11-26,"{""Asientos reclinables"",Comida,Agua,""Aire acondicionado"",Baño}",
81866,59317,2025-01-31,2648000,8,No disponible,2648,srlogaro943@viajes.cl,Elche,Logroño,44,3286,331000,Italo,2025-03-25,2025-03-27,"{Wifi,Baño,TV,""Aire acondicionado"",""Asientos reclinables"",Comida}",
148161,,,,,Disponible,0,srmacaes852@viajes.cl,Cornellá de Llobregat,Mataró,95,1270,127000,American Airlines,2026-10-27,2026-12-18,{},
104718,58803,2025-03-26,1572000,4,No disponible,1572,srmaeltrca573@viajes.cl,Palencia,Arrecife,60,4311,393000,ZS (Eslovenia),2025-04-07,2025-04-09,"{Calefacción,TV,Agua,Wifi,""Asientos reclinables"",""Aire acondicionado"",Comida}",
149267,,,,,Disponible,0,srmairri729@viajes.cl,Baracaldo,Jerez de la Frontera,83,3087,105000,ZFBH (Bosnia y Herzegovina),2026-03-16,2026-07-22,,
94024,60807,2025-02-05,936000,8,No disponible,936,srromesa573@viajes.cl,Ponferrada,Rubí,22,1824,117000,,2026-07-03,2026-07-04,"{Comida,""Asientos reclinables"",Calefacción,TV}",
81842,58918,2025-09-23,2316000,6,No disponible,2316,srsigagr821@viajes.cl,Torremolinos,El Ejido,44,4232,386000,Italo,2025-10-10,2025-10-12,"{""Aire acondicionado"",Wifi,Comida,Agua,""Asientos reclinables"",TV,Baño}",
144240,62426,2025-04-01,405000,5,No disponible,405,srvefrap151@viajes.cl,Vitoria,Cartagena,52,2210,81000,CP (Portugal),2025-10-03,2025-10-04,"{TV,Wifi,Comida,Agua,Calefacción}",
89415,56723,2025-11-21,942000,3,No disponible,942,sta.1409702@viajes.cl,Torrelavega,San Cristróbal de la Laguna,78,3322,314000,Frontier Airlines,2026-07-14,2026-07-16,{},
96040,63654,2025-04-03,594000,3,No disponible,594,sta.3082939@viajes.cl,Rivas-Vaciamadrid,Torrelavega,6,3259,198000,American Airlines,2025-06-02,2025-06-04,{},
145644,,,,,Disponible,0,sta.3467980@viajes.cl,Las Palmas de Gran Canaria,Telde,39,2093,141000,FlixBus,2026-01-27,,"{Calefacción,TV,""Aire acondicionado""}",
99967,60834,2026-01-09,2198000,7,No disponible,2198,sta.4160875@viajes.cl,Albacete,Cáceres,99,3668,314000,HŽ (Croacia),2026-09-27,2026-09-29,"{""Asientos reclinables"",Wifi,TV,Calefacción,Agua,Comida,""Aire acondicionado""}",
121014,63714,2025-11-17,676000,4,No disponible,676,sta.4757439@viajes.cl,El Prat de LLobregat,Paterna,95,3665,169000,Renfe,2026-09-06,2026-09-08,"{Agua,Baño,""Asientos reclinables"",Comida,TV,Wifi,Calefacción}",
139237,58024,2025-01-28,3906000,9,No disponible,3906,sta.5063904@viajes.cl,Elda,Barcelona,18,3700,434000,Air New Zealand,2025-10-08,2025-10-10,{},
149910,,,,,Disponible,0,sta.9052328@viajes.cl,,Salamanca,40,2589,111000,NSB (Noruega),2025-03-21,2025-07-06,"{Agua,Baño,""Aire acondicionado"",""Asientos reclinables"",Wifi}",
149481,,,,,Disponible,0,sthemagi384@viajes.cl,Hospitalet de LLobregat,Salamanca,56,2566,292000,Deutsche Bahn (DB),2026-05-28,2026-09-11,"{Agua,""Asientos reclinables"",TV,Wifi,Baño}",
100769,59153,2025-04-25,2106000,6,No disponible,2106,stjopoal797@viajes.cl,Cornellá de Llobregat,,30,2971,351000,CP (Portugal),2026-08-12,2026-08-14,"{""Asientos reclinables"",Calefacción,Wifi,Agua,Baño,Comida}",
80551,55886,2025-06-16,4320000,9,No disponible,4320,stlumamu560@viajes.cl,El Prat de LLobregat,El Puerto de Santa María,10,3968,480000,HŽ (Croacia),2025-07-04,2025-07-06,"{Comida,Baño,Agua,""Aire acondicionado"",TV,Calefacción,""Asientos reclinables""}",
105717,56934,2025-08-06,133000,7,No disponible,133,stpiríen858@viajes.cl,Santa Coloma de Gramanet,Molina de Segura,86,354,19000,Singapore Airlines,2026-08-16,2026-08-16,{},
148834,,,,,Disponible,0,teveba618@viajes.cl,,Toledo,20,336,16000,VRZ (Croacia),2026-09-19,2026-10-03,"{Baño,""Aire acondicionado"",""Asientos reclinables"",Calefacción,TV,Wifi,Agua}",
149978,,,,,Disponible,0,tiaggi246@viajes.cl,Alcoy,Santa Cruz de Tenerife,95,1644,85000,Italo,2025-09-15,2025-11-22,,
108506,60457,2025-03-26,288000,8,No disponible,288,tomás4604467@viajes.cl,Barcelona,Bilbao,23,457,36000,Eurostar,2026-01-01,2026-01-01,{},
117626,57178,2025-09-05,656000,8,No disponible,656,toolac769@viajes.cl,El Prat de LLobregat,Collado Villalba,,2868,82000,Via Bariloche,2025-12-25,2025-12-26,"{Comida,""Asientos reclinables"",""Aire acondicionado""}",
147331,,,,,Disponible,0,toquma393@viajes.cl,Cáceres,San Fernando,71,3708,332000,Etihad Airways,2026-01-03,2026-06-06,{},
129613,56058,2026-02-20,666000,9,No disponible,666,toviag268@viajes.cl,Alcobendas,Móstoles,2,439,74000,Frontier Airlines,2026-04-23,2026-04-23,{},
148203,,,,,Disponible,0,vicaes693@viajes.cl,San Cristróbal de la Laguna,,44,1109,136000,Air New Zealand,2025-06-01,2025-07-17,{},
101496,62148,2025-01-04,1134000,7,No disponible,1134,vicente5224724@viajes.cl,Sagunto,Santa Lucía de Tirajana,89,477,162000,ZFBH (Bosnia y Herzegovina),2025-04-04,2025-04-04,{},
148800,,,,,Disponible,0,vicente9770936@viajes.cl,Vitoria,Málaga,26,4139,285000,BDZ (Bulgaria),2025-03-01,2025-08-20,"{Wifi,Baño,""Asientos reclinables"",""Aire acondicionado"",Agua,Comida,Calefacción}",
88197,58019,2025-04-29,855000,5,No disponible,855,victoria3901472@viajes.cl,Arrecife,,64,618,171000,,2025-05-03,2025-05-03,{},
94376,66161,2025-03-17,968000,8,No disponible,968,victoria904873@viajes.cl,San Cristróbal de la Laguna,Puertollano,53,990,121000,NSB (Noruega),2025-06-28,2025-06-28,"{Baño,Agua,Comida}",
125405,57963,2025-01-04,1080000,4,No disponible,1080,vitóan636@viajes.cl,Alcobendas,Castellón de la Plana,11,2886,270000,Nederlandse Sp,2025-01-20,2025-01-22,"{""Asientos reclinables"",Agua,Wifi,Comida,TV,""Aire acondicionado""}",
149421,,,,,Disponible,0,vivimi661@viajes.cl,Sagunto,El Puerto de Santa María,64,3973,333000,Trenitalia,2026-03-06,2026-08-18,"{Agua,Calefacción,Comida,Baño,TV,Wifi,""Aire acondicionado""}",
133100,62806,2025-12-19,162000,1,No disponible,162,víctor4658817@viajes.cl,San Cristróbal de la Laguna,Baracaldo,96,1579,162000,Alaska Airlines,2026-08-07,,{},
115838,56672,2025-04-08,450000,3,No disponible,450,víctor880107@viajes.cl,Sabadell,Calahorra,17,1866,150000,TGV (SNCF),2025-08-12,2025-08-13,"{Wifi,TV,Calefacción,Baño}",
137533,63049,2025-04-20,286000,2,No disponible,286,yoanma528@viajes.cl,San Fernando,Talavera de la Reina,36,703,143000,ÖBB (Austria),2026-08-11,2026-08-11,{},
147741,,,,,Disponible,0,áncava459@viajes.cl,,Estepona,52,4179,444000,Qantas,2026-06-30,2026-12-21,{},
149385,,,,,Disponible,0,ángaga278@viajes.cl,Palencia,Barcelona,57,128,68000,CFR (Rumania),2025-05-06,2025-05-11,"{Calefacción,Agua,TV}",
93391,61199,2025-11-19,510000,6,No disponible,510,ángela4947162@viajes.cl,,Sagunto,79,749,85000,Spirit Airlines,2026-03-26,2026-03-26,{},
147124,,,,,Disponible,0,óscar7955474@viajes.cl,,Elda,,200,189000,JetBlue,2025-05-11,2025-05-19,{},
85876,61081,2025-01-02,904000,8,No disponible,904,óscoes804@viajes.cl,Tarragona,Guadalajara,35,2096,113000,HŽ (Croacia),2025-01-05,2025-01-06,"{TV,Agua,Wifi,""Asientos reclinables""}",
101508,62148,2025-01-22,1316000,7,No disponible,1316,ósfrse369@viajes.cl,Segovia,Córdoba,30,2238,188000,ZFBH (Bosnia y Herzegovina),2025-04-15,2025-04-16,"{Comida,Wifi,TV,""Aire acondicionado"",Calefacción}",
112079,63804,2025-02-02,820000,10,No disponible,820,ósnapa647@viajes.cl,Hospitalet de LLobregat,Alcobendas,96,1175,82000,Southwest Airlines,2025-12-03,2025-12-03,{},
143382,62487,2025-04-19,295000,5,No disponible,295,Albertoocasio669@viajes.cl,Viladecans,Reus,91,379,59000,JetBlue,2025-11-13,,{},
107762,65379,2025-01-11,1386000,7,No disponible,1386,Albertoybarra929@viajes.cl,San Cristróbal de la Laguna,Gerona,61,303,198000,HŽ (Croacia),2025-02-17,2025-02-17,{},
140230,57950,2025-07-09,258000,6,No disponible,258,Alejandramurillo755@viajes.cl,Huelva,Viladecans,53,1388,43000,Spirit Airlines,2025-09-03,2025-09-03,{},
88354,57771,2025-01-26,490000,5,No disponible,490,Alejandroserrato929@viajes.cl,Salamanca,Lérida,72,2657,98000,ZFBH (Bosnia y Herzegovina),2025-06-14,2025-06-15,"{Agua,TV,Comida,Wifi,""Aire acondicionado""}",
136955,60555,2025-06-03,86000,2,No disponible,86,Anarivero619@viajes.cl,Móstoles,León,53,1415,43000,Amtrak,2026-11-24,2026-11-24,"{Calefacción,Baño,""Asientos reclinables""}",
147637,,,,,Disponible,0,Andreagriego524@viajes.cl,Albacete,Gandía,60,3982,408000,Vueling,2026-07-28,2027-01-09,{},
117933,64156,2025-01-07,819000,7,No disponible,819,Andreatrujillo333@viajes.cl,Sabadell,Collado Villalba,27,452,117000,ÖBB (Austria),2025-05-07,,{},
147811,,,,,Disponible,0,Anitallamas291@viajes.cl,Cerdañola del Vallés,Cáceres,21,1383,42000,Copa Airlines,2026-07-18,2026-09-13,{},
148828,,,,,Disponible,0,Benitocardona170@viajes.cl,Fuenlabrada,,81,2649,145000,SBB (Suiza),2026-09-26,2027-01-14,"{Baño,Calefacción,TV,Wifi,""Aire acondicionado""}",
91619,66121,2025-04-30,102000,1,No disponible,102,Benitoterán216@viajes.cl,Palma de Mallorca,Cartagena,62,1882,102000,ZSSK (Eslovaquia),2025-06-08,2025-06-09,"{Comida,TV,Baño,""Asientos reclinables""}",
147766,,,,,Disponible,0,Benjamínjiménez670@viajes.cl,Lugo,Cuenta,80,1272,36000,American Airlines,2025-09-10,2025-11-02,{},
131810,55777,2025-09-30,488000,4,No disponible,488,Benjamínsisneros202@viajes.cl,Palencia,Pamplona,16,2036,122000,ZFBH (Bosnia y Herzegovina),2025-10-04,,"{""Aire acondicionado"",TV,Agua,Comida}",
113994,62047,2025-08-06,35000,1,No disponible,35,Bernardoelizondo645@viajes.cl,,Cartagena,21,310,35000,CP (Portugal),2025-08-11,2025-08-11,{},
80793,61651,2025-05-07,420000,10,No disponible,420,Carlosabeyta963@viajes.cl,Ávila,Albacete,41,1108,42000,NS International,2025-12-15,2025-12-15,"{Baño,TV,""Asientos reclinables""}",
103144,63675,2025-03-29,864000,8,No disponible,864,Carlosrosales796@viajes.cl,Alcalá de Guadaira,Linares,98,1973,108000,ŽFBH (Bosnia y Herzegovina),2025-12-30,2025-12-31,"{Comida,Calefacción,Baño,Wifi}",
83552,62440,2025-01-03,1270000,10,No disponible,1270,Carolinabaca615@viajes.cl,,Vigo,,2091,127000,ÖBB (Austria),2025-02-04,2025-02-05,"{Agua,TV,""Asientos reclinables"",Wifi}",
118907,62189,2025-04-04,2259000,9,No disponible,2259,Catalinavarela631@viajes.cl,Tarragona,Gandía,91,3307,251000,RZD (Rusia),2025-12-23,2025-12-25,"{Comida,""Aire acondicionado"",""Asientos reclinables"",Agua,TV,Calefacción}",
148158,,,,,Disponible,0,Claudiocantú636@viajes.cl,Rubí,Ferrol,58,1691,75000,Vueling,2026-09-03,2026-11-12,{},
149894,,,,,Disponible,0,Clementedelacrúz671@viajes.cl,Majadahonda,Zamora,67,2314,191000,NSB (Noruega),2026-02-21,2026-05-28,"{Calefacción,Agua,Baño,""Aire acondicionado"",Comida}",
128318,58605,2025-02-02,272000,4,No disponible,272,Cristinatijerina877@viajes.cl,Fuengirola,Parla,14,2028,68000,,2026-08-14,2026-08-15,{},
143695,63911,2025-05-01,1880000,8,No disponible,1880,Danielavillalpando367@viajes.cl,Majadahonda,Cartagena,73,2314,235000,PKP (Polonia),2025-12-12,2025-12-13,"{Agua,Comida,Calefacción,Wifi,TV}",
149303,,,,,Disponible,0,Dianamontero898@viajes.cl,Pamplona,Arrecife,1,3582,309000,Amtrak,2025-07-04,2025-11-30,"{""Asientos reclinables"",TV,Wifi,Baño,Comida,""Aire acondicionado""}",
128241,55938,2025-04-15,1816000,8,No disponible,1816,Doloresroybal738@viajes.cl,Cuenta,Palma de Mallorca,86,2317,227000,Alaska Airlines,2026-02-16,2026-02-17,{},
124116,60975,2025-02-03,120000,2,No disponible,120,Doroteabétancourt155@viajes.cl,Mataró,Sagunto,,3095,60000,Turbus,2025-02-08,,"{Wifi,""Asientos reclinables"",Comida}",
143795,63212,2025-07-14,1323000,9,No disponible,1323,Elisarubio933@viajes.cl,Valdemoro,Irún,67,3407,147000,Qatar Airways,2025-10-22,2025-10-24,{},
150073,,,,,Disponible,0,Elsanájera336@viajes.cl,Gandía,,70,3908,180000,Renfe,2025-12-08,2026-05-19,"{TV,""Aire acondicionado"",Comida,Agua,Baño,Calefacción,Wifi}",
147297,,,,,Disponible,0,Elviraiglesias305@viajes.cl,La Coruña,Alcalá de Guadaira,41,4096,218000,Frontier Airlines,2026-10-18,2027-04-06,{},
148174,,,,,Disponible,0,Estelareyna597@viajes.cl,Mérida,Mollet del Vallés,49,3353,353000,EasyJet,2025-12-17,2026-05-05,{},
79276,59783,2025-03-09,502000,2,No disponible,502,Estelavelázquez978@viajes.cl,Palma de Mallorca,Baracaldo,,3817,251000,ŽSSK (Eslovaquia),2025-03-15,2025-03-17,"{Wifi,TV,Comida,""Aire acondicionado"",Baño,Calefacción,Agua}",
147978,,,,,Disponible,0,Evanavarrete220@viajes.cl,San Cristróbal de la Laguna,Ávila,49,1294,131000,Spirit Airlines,2025-09-20,2025-11-12,{},
149226,,,,,Disponible,0,Feliperojo857@viajes.cl,,Madrid,1,1096,67000,Amtrak,2025-01-12,2025-02-26,"{""Aire acondicionado"",Calefacción,Wifi}",
102039,60097,2025-01-30,180000,5,No disponible,180,Fernandomuñoz208@viajes.cl,Sagunto,,,1280,36000,AVE,2025-05-30,2025-05-30,"{Baño,Calefacción,Comida}",
111755,55573,2026-06-05,160000,2,No disponible,160,Franciscaabeyta645@viajes.cl,Ávila,Las Palmas de Gran Canaria,,1985,80000,RZD (Rusia),2026-11-27,2026-11-28,"{TV,Agua,Baño,Calefacción}",
109212,60566,2025-07-31,2712000,8,No disponible,2712,Franciscamontalvo506@viajes.cl,Santa Lucía de Tirajana,Castellón de la Plana,50,3836,339000,Southwest Airlines,2026-04-15,2026-04-17,{},
148817,,,,,Disponible,0,Gilbertoramón421@viajes.cl,Orense,Santiago de Compostela,76,4319,229000,Nederlandse Sp,2026-07-31,2027-01-26,"{Calefacción,""Asientos reclinables"",TV,Comida,Agua,Baño,""Aire acondicionado""}",
147664,,,,,Disponible,0,Gonzalocervántez728@viajes.cl,Lugo,Pamplona,56,1621,109000,Air France,2025-05-06,2025-07-12,{},
148319,,,,,Disponible,0,Gregorioverdugo611@viajes.cl,Sanlúcar de Barrameda,Lorca,1,725,50000,Singapore Airlines,2025-03-19,2025-04-18,{},
80376,58400,2025-04-21,224000,2,No disponible,224,Guillerminacerda636@viajes.cl,San Cristróbal de la Laguna,Manresa,76,1854,112000,RZD (Rusia),2025-12-08,2025-12-09,"{Agua,TV,""Aire acondicionado"",""Asientos reclinables""}",
149475,,,,,Disponible,0,Guillermoolivares662@viajes.cl,Alcoy,Gandía,14,1180,59000,NSB (Noruega),2026-07-10,2026-08-28,"{Baño,""Asientos reclinables"",""Aire acondicionado""}",
143299,66550,2025-04-13,1930000,10,No disponible,1930,Homerocolunga322@viajes.cl,Palma de Mallorca,Getafe,76,2403,193000,RZD (Rusia),2025-09-21,2025-09-22,"{Comida,Baño,""Aire acondicionado"",""Asientos reclinables"",Calefacción}",
128048,61706,2025-01-06,116000,1,No disponible,116,Horaciolucio884@viajes.cl,Irún,Santander,19,2400,116000,KLM,2025-09-20,,{},
92445,55707,2025-01-21,392000,2,No disponible,392,Hugoleyva186@viajes.cl,Manresa,Gijón,80,1586,196000,Wizz Air,2025-07-09,2025-07-10,{},
