correo_usuario,reserva_id,tipo_seguro,valor_seguro,clausula,empresa_seguro
sta.6619438@outluc.com,,Seguro de Interrupción del Viaje,33000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",Renta Nacional Compañía de Seguros Generales S.A.
sta.6619438@outluc.com,90068,,,,
srmaelzeal393@edubus.cal,90077,,,,
gregorio8360443@wass.com,90092,Seguro de Interrupción del Viaje,,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",MAPFRE Compañía de Seguros Generales de Chile S.A.
Sr.alicea538@wass.com,90109,Seguro de Responsabilidad Civil,80000,"Cobertura de daños a propiedades alquiladas, Gastos legales en caso de demandas civiles",MetLife Chile Seguros de Vida S.A.
,90111,,,,
Sr.alicea538@wass.com,,Seguro de Equipaje y Efectos Personales,30000,"Cobertura por pérdida, robo o daño de equipaje, Asistencia para reemplazo de documentos de viaje perdidos",HDI Seguros S.A.
,90120,,,,
felipe4857164@viajesanma.com,90123,,,,
alicia4034135@marmol.com,90125,,,,
Maríamontero518@outluc.com,90128,Seguro de Cancelación de Viaje,99000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Cobertura de penalidades por cambio de vuelo",BICE Vida Compañía de Seguros S.A.
crarsa817@tourket.com,90135,Seguro de Interrupción del Viaje,6000,"Cobertura de costos adicionales por regreso anticipado, Compensación por imprevistos que obliguen a detener el viaje",BICE Vida Compañía de Seguros S.A.
Maríarosario889@viajesanma.com,90139,,,,
dacaca341@outluc.com,90146,,,,
dacaca341@outluc.com,90147,,,,
jomaceme982@marmol.com,90153,Seguro de Interrupción del Viaje,77000,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",BICE Vida Compañía de Seguros S.A.
jomaceme982@marmol.com,,,5000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",MetLife Chile Seguros de Vida S.A.
jomaceme982@marmol.com,90158,,,,
sra.7871617@viajesanma.com,90168,,,,
gigrme282@wass.com,90171,,50000,"Asistencia para reemplazo de documentos de viaje perdidos, Cobertura de artículos electrónicos bajo ciertos límites",Vida Cámara S.A.
iscagu257@outluc.com,90175,Seguro de Cancelación de Viaje,90000,"Reembolso por cancelaciones laborales imprevistas, Cobertura de penalidades por cambio de vuelo",Consorcio Nacional de Seguros Vida S.A.
iscagu257@outluc.com,90179,Seguro de Equipaje y Efectos Personales,46000,"Asistencia para reemplazo de documentos de viaje perdidos, Cobertura por pérdida, robo o daño de equipaje",Vida Cámara S.A.
iscagu257@outluc.com,90181,,,,
guillermina8202874@marmol.com,90182,Seguro de Equipaje y Efectos Personales,98000,"Indemnización por retraso en la entrega de equipaje, Cobertura de artículos electrónicos bajo ciertos límites",Vida Cámara S.A.
,90197,,,,
manuela1493330@marmol.com,90204,,,,
isgodá873@viajesanma.com,91255,,87000,"Gastos legales en caso de demandas civiles, Cobertura por daños a terceros durante el viaje",Confuturo S.A.
srirávgo776@viajesanma.com,90207,,7000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",Confuturo S.A.
srirávgo776@viajesanma.com,90211,,,,
baalar676@edubus.cal,90217,,,,
srgusaes484@outluc.com,90222,,,,
,90225,,,,
,90226,,,,
srgusaes484@outluc.com,90231,Seguro de Equipaje y Efectos Personales,65000,"Indemnización por retraso en la entrega de equipaje, Asistencia para reemplazo de documentos de viaje perdidos",Consorcio Nacional de Seguros Vida S.A.
mateo688995@wass.com,90235,,,,
,90240,,,,
mateo688995@wass.com,90246,Seguro de Interrupción del Viaje,89000,"Compensación por imprevistos que obliguen a detener el viaje, Reembolso de gastos no utilizados por interrupción del viaje",Vida Cámara S.A.
mateo688995@wass.com,90247,Seguro de Equipaje y Efectos Personales,100000,"Indemnización por retraso en la entrega de equipaje, Cobertura de artículos electrónicos bajo ciertos límites",Vida Cámara S.A.
mateo688995@wass.com,90248,,,,
Federicoarreola639@wass.com,90252,,,,
Rocioescobedo268@tourket.com,90268,Seguro de Interrupción del Viaje,46000,"Compensación por imprevistos que obliguen a detener el viaje, Cobertura de costos adicionales por regreso anticipado",HDI Seguros S.A.
Rocioescobedo268@tourket.com,90272,,,,
Rocioescobedo268@tourket.com,90275,Seguro de Equipaje y Efectos Personales,12000,,BICE Vida Compañía de Seguros S.A.
Sr.cisneros872@tourket.com,90292,,,,
Sr.cisneros872@tourket.com,90296,Seguro de Equipaje y Efectos Personales,97000,"Asistencia para reemplazo de documentos de viaje perdidos, Cobertura de artículos electrónicos bajo ciertos límites",Renta Nacional Compañía de Seguros Generales S.A.
jucacoal499@tourket.com,90299,Seguro de Asistencia Médica,22000,,Confuturo S.A.
mayte2631301@marmol.com,90305,,,,
mayte2631301@marmol.com,90307,Seguro de Cancelación de Viaje,67000,,Confuturo S.A.
,90310,,,,
esbáte223@wass.com,90321,Seguro de Cancelación de Viaje,56000,"Reembolso por cancelaciones laborales imprevistas, Cobertura de penalidades por cambio de vuelo",MetLife Chile Seguros de Vida S.A.
,90324,,,,
esbáte223@wass.com,90326,,,,
luesdo616@outluc.com,90330,,,,
luesdo616@outluc.com,90331,Seguro de Interrupción del Viaje,33000,"Compensación por imprevistos que obliguen a detener el viaje, Cobertura de costos adicionales por regreso anticipado",HDI Seguros S.A.
racaca290@viajesanma.com,90336,,,,
racaca290@viajesanma.com,90339,,,,
sr.6042178@viajesanma.com,90341,Seguro de Cancelación de Viaje,23000,,Liberty Compañía de Seguros Generales S.A.
,90344,Seguro de Responsabilidad Civil,72000,"Cobertura de daños a propiedades alquiladas, Cobertura por daños a terceros durante el viaje",Renta Nacional Compañía de Seguros Generales S.A.
anrihi947@outluc.com,90353,,,,
,90363,Seguro de Cancelación de Viaje,32000,"Cobertura de penalidades por cambio de vuelo, Reembolso por cancelaciones laborales imprevistas",BICE Vida Compañía de Seguros S.A.
sr.8601983@marmol.com,90368,,,,
,90372,Seguro de Equipaje y Efectos Personales,38000,"Cobertura de artículos electrónicos bajo ciertos límites, Indemnización por retraso en la entrega de equipaje",MAPFRE Compañía de Seguros Generales de Chile S.A.
,90381,,,,
Samueltapia215@marmol.com,90384,,,,
Samueltapia215@marmol.com,90385,,,,
Samueltapia215@marmol.com,,,15000,"Cobertura de costos adicionales por regreso anticipado, Compensación por imprevistos que obliguen a detener el viaje",Vida Cámara S.A.
Samueltapia215@marmol.com,90391,Seguro de Cancelación de Viaje,30000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Reembolso por cancelaciones laborales imprevistas",Vida Cámara S.A.
hearve922@marmol.com,90398,,,,
hearve922@marmol.com,90400,Seguro de Equipaje y Efectos Personales,59000,"Cobertura de artículos electrónicos bajo ciertos límites, Asistencia para reemplazo de documentos de viaje perdidos",HDI Seguros S.A.
hearve922@marmol.com,90401,,,,
daniel207325@outluc.com,90407,Seguro de Asistencia Médica,30000,"Cobertura de medicamentos recetados, Hospitalización y cirugías de emergencia",Renta Nacional Compañía de Seguros Generales S.A.
isfues391@marmol.com,90412,,,,
isfues391@marmol.com,90419,Seguro de Asistencia Médica,97000,"Hospitalización y cirugías de emergencia, Evacuación y repatriación sanitaria",BICE Vida Compañía de Seguros S.A.
Benitonaranjo830@marmol.com,90422,,,,
Benitonaranjo830@marmol.com,90425,,,,
Benitonaranjo830@marmol.com,90426,,,,
graror510@viajesanma.com,90447,,,,
graror510@viajesanma.com,90449,Seguro de Cancelación de Viaje,11000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelaciones laborales imprevistas",MAPFRE Compañía de Seguros Generales de Chile S.A.
Soledadvaladez838@edubus.cal,90462,,,,
allaze807@outluc.com,90471,,,,
memesa681@tourket.com,90475,Seguro de Interrupción del Viaje,10000,"Cobertura de costos adicionales por regreso anticipado, Compensación por imprevistos que obliguen a detener el viaje",BICE Vida Compañía de Seguros S.A.
Mercedesalmonte943@marmol.com,90482,,,,
Mercedesalmonte943@marmol.com,90486,,19000,"Cobertura de gastos médicos por enfermedad o accidente, Evacuación y repatriación sanitaria",BICE Vida Compañía de Seguros S.A.
Mercedesalmonte943@marmol.com,,,,,
Mercedesalmonte943@marmol.com,90491,,,,
Eloisagarrido642@marmol.com,90496,,,,
Eloisagarrido642@marmol.com,90497,,,,
sta.8931768@edubus.cal,90503,Seguro de Equipaje y Efectos Personales,57000,"Indemnización por retraso en la entrega de equipaje, Cobertura de artículos electrónicos bajo ciertos límites",BICE Vida Compañía de Seguros S.A.
sta.8931768@edubus.cal,90506,,,,
sta.8931768@edubus.cal,90508,,81000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",Seguros Generales Suramericana S.A.
savina416@edubus.cal,90531,,,,
savina416@edubus.cal,90535,,,,
savina416@edubus.cal,90542,,,,
savina416@edubus.cal,90543,Seguro de Asistencia Médica,49000,"Evacuación y repatriación sanitaria, Cobertura de medicamentos recetados",Renta Nacional Compañía de Seguros Generales S.A.
caures757@viajesanma.com,90550,,,,
leonor6694280@wass.com,,,,,
leonor6694280@wass.com,90557,,90000,"Compensación por imprevistos que obliguen a detener el viaje, Reembolso de gastos no utilizados por interrupción del viaje",Seguros Generales Suramericana S.A.
edmacu796@wass.com,90567,,,,
rapaca175@viajesanma.com,90598,,,,
Sra.sierra894@outluc.com,90572,,,,
,90573,,,,
julio2912437@viajesanma.com,90581,Seguro de Responsabilidad Civil,,"Gastos legales en caso de demandas civiles, Cobertura de daños a propiedades alquiladas",Confuturo S.A.
,90585,Seguro de Asistencia Médica,42000,"Cobertura de medicamentos recetados, Hospitalización y cirugías de emergencia",Liberty Compañía de Seguros Generales S.A.
mateo3963481@tourket.com,,,,,
mateo3963481@tourket.com,90588,,,,
rapaca175@viajesanma.com,90593,,,,
Juanacarrasco840@edubus.cal,90602,,,"Cobertura de medicamentos recetados, Cobertura de gastos médicos por enfermedad o accidente",HDI Seguros S.A.
starcama253@wass.com,90611,Seguro por Demoras en el Viaje,76000,"Indemnización por pérdida de conexiones debido a retrasos, Reembolso de gastos adicionales por retrasos en vuelos",Vida Cámara S.A.
gucate202@marmol.com,90618,Seguro por Demoras en el Viaje,,"Reembolso de gastos adicionales por retrasos en vuelos, Cobertura de alojamiento y alimentación por retrasos prolongados",Seguros Generales Suramericana S.A.
maabal474@marmol.com,90630,,,,
maabal474@marmol.com,90634,,,,
retéva125@outluc.com,90658,,,,
sta.2077579@marmol.com,90663,,61000,"Cobertura por pérdida, robo o daño de equipaje, Indemnización por retraso en la entrega de equipaje",HDI Seguros S.A.
Emiliaarmijo452@marmol.com,90667,Seguro de Cancelación de Viaje,82000,"Cobertura de penalidades por cambio de vuelo, Cobertura por cancelaciones debido a desastres naturales o disturbios",
Emiliaarmijo452@marmol.com,90684,Seguro de Interrupción del Viaje,98000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",Vida Cámara S.A.
sr.2944225@outluc.com,90693,,,,
,90703,,,,
alvéro439@tourket.com,90707,Seguro de Responsabilidad Civil,82000,"Cobertura por daños a terceros durante el viaje, Cobertura de daños a propiedades alquiladas",HDI Seguros S.A.
alvéro439@tourket.com,,,,,
alvéro439@tourket.com,90711,,,,
alvéro439@tourket.com,90713,Seguro de Equipaje y Efectos Personales,59000,"Asistencia para reemplazo de documentos de viaje perdidos, Cobertura de artículos electrónicos bajo ciertos límites",Liberty Compañía de Seguros Generales S.A.
alvéro439@tourket.com,90715,Seguro por Demoras en el Viaje,,"Indemnización por pérdida de conexiones debido a retrasos, Reembolso de gastos adicionales por retrasos en vuelos",Seguros Generales Suramericana S.A.
carla3634948@wass.com,90721,,49000,"Cobertura de penalidades por cambio de vuelo, Cobertura por cancelaciones debido a desastres naturales o disturbios",HDI Seguros S.A.
julio5016377@marmol.com,90729,,,,
Caridadvelázquez841@marmol.com,90735,,,,
sr.9705134@edubus.cal,90745,,81000,"Gastos legales en caso de demandas civiles, Cobertura por daños a terceros durante el viaje",Seguros Generales Suramericana S.A.
sr.9705134@edubus.cal,90746,Seguro por Demoras en el Viaje,58000,"Reembolso de gastos adicionales por retrasos en vuelos, Indemnización por pérdida de conexiones debido a retrasos",Renta Nacional Compañía de Seguros Generales S.A.
,90747,,,,
ropori209@marmol.com,90752,,,,
ropori209@marmol.com,90754,Seguro por Demoras en el Viaje,76000,"Indemnización por pérdida de conexiones debido a retrasos, Reembolso de gastos adicionales por retrasos en vuelos",Renta Nacional Compañía de Seguros Generales S.A.
benito1937907@viajesanma.com,90756,Seguro de Cancelación de Viaje,83000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Reembolso por cancelaciones laborales imprevistas",Consorcio Nacional de Seguros Vida S.A.
hoduor430@marmol.com,90759,,,,
manuel5946867@tourket.com,90767,Seguro por Demoras en el Viaje,90000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Reembolso de gastos adicionales por retrasos en vuelos",HDI Seguros S.A.
manuel5946867@tourket.com,,Seguro por Demoras en el Viaje,80000,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",Seguros Generales Suramericana S.A.
soribe864@viajesanma.com,90781,,,,
Maríaarmijo187@marmol.com,90782,,,,
Maríaarmijo187@marmol.com,90785,,,,
Normaguerrero436@wass.com,90794,,80000,"Cobertura por daños a terceros durante el viaje, Cobertura de daños a propiedades alquiladas",Liberty Compañía de Seguros Generales S.A.
miguel3231955@outluc.com,90799,,,,
Ignacioulloa769@marmol.com,90805,Seguro de Equipaje y Efectos Personales,9000,"Indemnización por retraso en la entrega de equipaje, Cobertura por pérdida, robo o daño de equipaje",Consorcio Nacional de Seguros Vida S.A.
Ignacioulloa769@marmol.com,,,,,
Maríagálvez535@marmol.com,90812,,69000,"Asistencia para reemplazo de documentos de viaje perdidos, Cobertura por pérdida, robo o daño de equipaje",MetLife Chile Seguros de Vida S.A.
Maríagálvez535@marmol.com,90813,,,,
sr.7451797@viajesanma.com,90814,,,,
sr.7451797@viajesanma.com,90818,Seguro de Equipaje y Efectos Personales,38000,"Cobertura por pérdida, robo o daño de equipaje, Indemnización por retraso en la entrega de equipaje",Vida Cámara S.A.
sr.7451797@viajesanma.com,90819,Seguro de Equipaje y Efectos Personales,87000,"Asistencia para reemplazo de documentos de viaje perdidos, Indemnización por retraso en la entrega de equipaje",Consorcio Nacional de Seguros Vida S.A.
sr.7451797@viajesanma.com,90824,,,,
Maríagaytán345@edubus.cal,90837,,,,
Maríagaytán345@edubus.cal,90839,,,,
Maríagaytán345@edubus.cal,90844,,,,
Maríagaytán345@edubus.cal,90845,,,,
Maríagaytán345@edubus.cal,90846,,,,
maricarmen7666586@edubus.cal,90849,,,,
Sr.quezada287@outluc.com,90861,,,,
Mónicaríos936@wass.com,90874,,,,
Mónicaríos936@wass.com,90875,,,,
,90881,,,,
Mónicaríos936@wass.com,90882,,63000,"Cobertura de costos adicionales por regreso anticipado, Reembolso de gastos no utilizados por interrupción del viaje",Consorcio Nacional de Seguros Vida S.A.
roalal895@marmol.com,90886,,,,
roalal895@marmol.com,,Seguro por Demoras en el Viaje,34000,"Reembolso de gastos adicionales por retrasos en vuelos, Indemnización por pérdida de conexiones debido a retrasos",Consorcio Nacional de Seguros Vida S.A.
roalal895@marmol.com,90893,,,,
esenáv806@wass.com,90899,Seguro de Asistencia Médica,6000,"Evacuación y repatriación sanitaria, Cobertura de gastos médicos por enfermedad o accidente",Seguros Generales Suramericana S.A.
telido427@outluc.com,90903,,,,
,90905,,,,
adages154@wass.com,90907,Seguro de Interrupción del Viaje,,"Compensación por imprevistos que obliguen a detener el viaje, Reembolso de gastos no utilizados por interrupción del viaje",Seguros Generales Suramericana S.A.
Ricardogallegos900@viajesanma.com,90909,,,,
Ricardogallegos900@viajesanma.com,90911,Seguro de Interrupción del Viaje,39000,"Cobertura de costos adicionales por regreso anticipado, Reembolso de gastos no utilizados por interrupción del viaje",Seguros Generales Suramericana S.A.
ingume874@edubus.cal,90928,,85000,"Hospitalización y cirugías de emergencia, Evacuación y repatriación sanitaria",
,90934,,,,
,90944,,,,
coaldo266@viajesanma.com,90951,,,,
Soniacorrea422@wass.com,90964,,,,
,90965,,,,
Soniacorrea422@wass.com,90967,Seguro de Interrupción del Viaje,13000,"Compensación por imprevistos que obliguen a detener el viaje, Cobertura de costos adicionales por regreso anticipado",Consorcio Nacional de Seguros Vida S.A.
Soniacorrea422@wass.com,90968,,,,
josé9007506@wass.com,90976,,,,
florencia8540226@wass.com,90978,,,,
jolutaga460@tourket.com,90980,,64000,"Cobertura por daños a terceros durante el viaje, Cobertura de daños a propiedades alquiladas",Renta Nacional Compañía de Seguros Generales S.A.
Patricioquiñónez855@tourket.com,90984,Seguro de Cancelación de Viaje,61000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelaciones laborales imprevistas",Liberty Compañía de Seguros Generales S.A.
raquel6455489@edubus.cal,90996,,,,
,90997,Seguro de Interrupción del Viaje,18000,"Compensación por imprevistos que obliguen a detener el viaje, Cobertura de costos adicionales por regreso anticipado",Seguros Generales Suramericana S.A.
anarcó939@tourket.com,91008,,,,
anarcó939@tourket.com,,Seguro de Equipaje y Efectos Personales,71000,"Cobertura por pérdida, robo o daño de equipaje, Asistencia para reemplazo de documentos de viaje perdidos",Consorcio Nacional de Seguros Vida S.A.
Emilioverdugo954@tourket.com,,Seguro de Interrupción del Viaje,40000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",Renta Nacional Compañía de Seguros Generales S.A.
Emilioverdugo954@tourket.com,91027,Seguro de Equipaje y Efectos Personales,73000,,MAPFRE Compañía de Seguros Generales de Chile S.A.
enrique4200162@wass.com,91036,,,,
,91065,Seguro de Interrupción del Viaje,22000,"Compensación por imprevistos que obliguen a detener el viaje, Reembolso de gastos no utilizados por interrupción del viaje",Seguros Generales Suramericana S.A.
Pabloaguilera156@outluc.com,91084,Seguro de Interrupción del Viaje,18000,"Compensación por imprevistos que obliguen a detener el viaje, Reembolso de gastos no utilizados por interrupción del viaje",HDI Seguros S.A.
maonor134@tourket.com,91097,,,,
francisca9727560@marmol.com,91104,Seguro de Equipaje y Efectos Personales,91000,"Cobertura por pérdida, robo o daño de equipaje, Indemnización por retraso en la entrega de equipaje",BICE Vida Compañía de Seguros S.A.
francisca9727560@marmol.com,91106,,,,
,91108,Seguro de Responsabilidad Civil,22000,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",Liberty Compañía de Seguros Generales S.A.
Bernardosaucedo591@viajesanma.com,91109,,,,
vichar900@wass.com,91110,,,,
sebaca580@outluc.com,91111,,,,
sebaca580@outluc.com,91115,Seguro de Interrupción del Viaje,92000,"Cobertura de costos adicionales por regreso anticipado, Reembolso de gastos no utilizados por interrupción del viaje",Vida Cámara S.A.
sebaca580@outluc.com,91117,,,,
Sr.gil189@edubus.cal,,,,,
Sr.gil189@edubus.cal,91132,Seguro de Cancelación de Viaje,54000,"Reembolso por cancelaciones laborales imprevistas, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",
joadti174@wass.com,91161,,,,
Teodoroalonso422@edubus.cal,91135,,,,
Teodoroalonso422@edubus.cal,91137,,,,
Teodoroalonso422@edubus.cal,91141,,,,
Timoteozamudio112@marmol.com,91144,Seguro de Equipaje y Efectos Personales,78000,,Renta Nacional Compañía de Seguros Generales S.A.
,91152,,,,
joadti174@wass.com,91154,Seguro de Asistencia Médica,72000,"Cobertura de gastos médicos por enfermedad o accidente, Hospitalización y cirugías de emergencia",MAPFRE Compañía de Seguros Generales de Chile S.A.
joadti174@wass.com,91158,,,,
joadti174@wass.com,91159,,,,
Luisesquibel403@edubus.cal,91167,,,,
Luisesquibel403@edubus.cal,91168,,,,
herebe242@viajesanma.com,91184,Seguro de Responsabilidad Civil,79000,"Gastos legales en caso de demandas civiles, Cobertura por daños a terceros durante el viaje",MetLife Chile Seguros de Vida S.A.
pabusa292@outluc.com,91186,Seguro de Responsabilidad Civil,11000,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",MetLife Chile Seguros de Vida S.A.
sr.2210562@outluc.com,91187,Seguro de Responsabilidad Civil,91000,"Gastos legales en caso de demandas civiles, Cobertura por daños a terceros durante el viaje",
sr.2210562@outluc.com,91192,,,,
juan9683536@wass.com,91194,,,,
juan9683536@wass.com,91197,,,,
juan9683536@wass.com,91200,,,,
juan9683536@wass.com,91203,,,,
juan9683536@wass.com,91204,,,,
ramiro1225409@viajesanma.com,91212,,,,
sr.6139183@edubus.cal,91220,,,,
sr.6139183@edubus.cal,91225,Seguro de Interrupción del Viaje,29000,"Compensación por imprevistos que obliguen a detener el viaje, Reembolso de gastos no utilizados por interrupción del viaje",
sr.6139183@edubus.cal,,Seguro de Interrupción del Viaje,20000,"Cobertura de costos adicionales por regreso anticipado, Compensación por imprevistos que obliguen a detener el viaje",HDI Seguros S.A.
Marcotejeda365@viajesanma.com,91228,Seguro de Asistencia Médica,13000,"Evacuación y repatriación sanitaria, Hospitalización y cirugías de emergencia",Consorcio Nacional de Seguros Vida S.A.
Gregorioruiz587@edubus.cal,91242,Seguro de Cancelación de Viaje,14000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Reembolso por cancelaciones laborales imprevistas",
Gabrielajaramillo327@viajesanma.com,91246,,,,
isgodá873@viajesanma.com,91250,,,,
jopaal349@viajesanma.com,91275,Seguro de Cancelación de Viaje,38000,"Reembolso por cancelaciones laborales imprevistas, Cobertura de penalidades por cambio de vuelo",Seguros Generales Suramericana S.A.
Sra.alaniz440@outluc.com,91282,,,,
arnede805@wass.com,91337,Seguro de Cancelación de Viaje,94000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",MetLife Chile Seguros de Vida S.A.
locaac619@tourket.com,,,,,
srmagave444@tourket.com,91295,Seguro de Responsabilidad Civil,,"Cobertura de daños a propiedades alquiladas, Cobertura por daños a terceros durante el viaje",Seguros Generales Suramericana S.A.
Samueltapia215@marmol.com,91302,,,,
Yolandaalaniz488@edubus.cal,91307,Seguro por Demoras en el Viaje,61000,"Indemnización por pérdida de conexiones debido a retrasos, Reembolso de gastos adicionales por retrasos en vuelos",Vida Cámara S.A.
gameba476@marmol.com,91312,,,,
gameba476@marmol.com,91319,,,,
Sanchoarenas211@tourket.com,91324,,,,
mamedeje104@tourket.com,91329,,,,
sra.5833903@marmol.com,91333,,,,
arnede805@wass.com,91334,,,,
arnede805@wass.com,91335,,,,
,91339,,,,
arnede805@wass.com,91340,,,,
arnede805@wass.com,91341,,,,
arnede805@wass.com,91345,,34000,"Cobertura de gastos médicos por enfermedad o accidente, Hospitalización y cirugías de emergencia",Renta Nacional Compañía de Seguros Generales S.A.
sta.9270840@edubus.cal,91349,,,,
Federicovalle678@tourket.com,91360,,,,
Federicovalle678@tourket.com,91361,,,,
Benitonaranjo830@marmol.com,91368,,,,
stcagusi967@marmol.com,91378,,,,
sr.1774563@edubus.cal,91384,Seguro de Equipaje y Efectos Personales,,"Cobertura por pérdida, robo o daño de equipaje, Indemnización por retraso en la entrega de equipaje",Consorcio Nacional de Seguros Vida S.A.
Sergioviera165@viajesanma.com,91388,,,,
Sergioviera165@viajesanma.com,91390,Seguro de Asistencia Médica,94000,"Evacuación y repatriación sanitaria, Hospitalización y cirugías de emergencia",Confuturo S.A.
gerardo4995610@tourket.com,91396,,,,
,91398,,,,
susana9892181@marmol.com,91403,Seguro de Cancelación de Viaje,91000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Cobertura por cancelaciones debido a desastres naturales o disturbios",BICE Vida Compañía de Seguros S.A.
susana9892181@marmol.com,91407,,,,
clara2350672@wass.com,91411,,,,
inés7084745@tourket.com,91419,,,,
elnavi874@viajesanma.com,91422,,,,
sazemo145@edubus.cal,91429,,41000,,MAPFRE Compañía de Seguros Generales de Chile S.A.
sazemo145@edubus.cal,91434,,,,
sazemo145@edubus.cal,91435,,,,
sazemo145@edubus.cal,91437,,,,
sofrcr758@viajesanma.com,91444,Seguro de Asistencia Médica,,"Cobertura de medicamentos recetados, Cobertura de gastos médicos por enfermedad o accidente",Consorcio Nacional de Seguros Vida S.A.
Verónicamaya872@marmol.com,91468,Seguro de Cancelación de Viaje,68000,"Cobertura de penalidades por cambio de vuelo, Reembolso por cancelaciones laborales imprevistas",Liberty Compañía de Seguros Generales S.A.
,91470,,,,
elcece245@marmol.com,91477,,,,
elcece245@marmol.com,91478,,,,
Sra.ávila253@tourket.com,91488,Seguro de Responsabilidad Civil,43000,"Gastos legales en caso de demandas civiles, Cobertura de daños a propiedades alquiladas",
,91498,,,,
stlulamo760@marmol.com,91500,,,,
clara2350672@wass.com,91502,,,,
clara2350672@wass.com,91504,,,,
clara2350672@wass.com,91514,,,,
Césarsantacruz720@viajesanma.com,91527,Seguro de Responsabilidad Civil,68000,"Cobertura de daños a propiedades alquiladas, Gastos legales en caso de demandas civiles",Renta Nacional Compañía de Seguros Generales S.A.
armando8288965@tourket.com,91535,Seguro de Cancelación de Viaje,14000,,HDI Seguros S.A.
Sr.malave666@viajesanma.com,91538,,,,
Sr.malave666@viajesanma.com,91549,Seguro de Interrupción del Viaje,15000,"Cobertura de costos adicionales por regreso anticipado, Reembolso de gastos no utilizados por interrupción del viaje",Vida Cámara S.A.
sr.5323939@outluc.com,91554,,,,
sr.5323939@outluc.com,91557,,,,
sr.6894983@wass.com,91562,Seguro de Responsabilidad Civil,81000,"Cobertura de daños a propiedades alquiladas, Gastos legales en caso de demandas civiles",BICE Vida Compañía de Seguros S.A.
,91565,,,,
jesús6378237@viajesanma.com,91568,Seguro de Asistencia Médica,40000,"Cobertura de gastos médicos por enfermedad o accidente, Cobertura de medicamentos recetados",Vida Cámara S.A.
,91575,,,,
macoce113@wass.com,91579,Seguro de Interrupción del Viaje,,,HDI Seguros S.A.
macoce113@wass.com,91581,,,,
macoce113@wass.com,91583,Seguro de Cancelación de Viaje,91000,"Reembolso por cancelaciones laborales imprevistas, Cobertura de penalidades por cambio de vuelo",
sra.486179@edubus.cal,91584,,78000,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",Consorcio Nacional de Seguros Vida S.A.
sta.847296@wass.com,91589,,,,
giquri255@edubus.cal,91613,,,,
giquri255@edubus.cal,91614,Seguro de Equipaje y Efectos Personales,41000,"Cobertura de artículos electrónicos bajo ciertos límites, Cobertura por pérdida, robo o daño de equipaje",MAPFRE Compañía de Seguros Generales de Chile S.A.
giquri255@edubus.cal,91617,,,,
jumaal805@edubus.cal,91622,,76000,"Hospitalización y cirugías de emergencia, Cobertura de gastos médicos por enfermedad o accidente",MetLife Chile Seguros de Vida S.A.
,91623,,,,
Rodrigoporras672@edubus.cal,91641,Seguro de Interrupción del Viaje,82000,"Compensación por imprevistos que obliguen a detener el viaje, Reembolso de gastos no utilizados por interrupción del viaje",MetLife Chile Seguros de Vida S.A.
clcade711@tourket.com,91646,Seguro por Demoras en el Viaje,73000,,Vida Cámara S.A.
clcade711@tourket.com,91647,Seguro de Responsabilidad Civil,72000,"Cobertura de daños a propiedades alquiladas, Cobertura por daños a terceros durante el viaje",Consorcio Nacional de Seguros Vida S.A.
germán1669314@outluc.com,91649,,,,
germán1669314@outluc.com,,,,,
sta.3263862@edubus.cal,91658,,,,
Alejandrodelgado963@tourket.com,103807,,,,
Sta.parra771@marmol.com,91661,Seguro de Responsabilidad Civil,19000,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",MAPFRE Compañía de Seguros Generales de Chile S.A.
maoqto743@viajesanma.com,91670,,,,
