correo_usuario,reserva_id,estrellas,descripcion
Caridadballesteros263@wass.com,78468,,
cecilia1381627@edubus.cal,78475,,
cecilia1381627@edubus.cal,78477,4,Bueno
cecilia1381627@edubus.cal,78479,,Buena experiencia en general
caesur719@tourket.com,78484,4,Me atendieron bien
caesur719@tourket.com,78486,4,Bueno
Sr.delgadillo505@marmol.com,78489,29,Completamente decepcionado
vicente4309272@wass.com,78491,5,Superó mis expectativas
antidu132@viajesanma.com,78495,,
Gracielagarica981@edubus.cal,78516,,
Dianaméndez890@tourket.com,78530,,
Dianaméndez890@tourket.com,78540,2,
sttipimo925@marmol.com,78555,2,No me convenció del todo
,78562,,
Analeyva920@marmol.com,78587,,
Sr.sisneros799@edubus.cal,78595,,
macoce113@wass.com,78601,,
bernardo5100979@wass.com,78608,2,Regular
bernardo5100979@wass.com,,,
Yolandaarmendáriz156@tourket.com,78614,3,"Cumplió con mis expectativas, pero sin destacar"
,78620,,
marta4893200@wass.com,78624,5,Sin duda volveré
marta4893200@wass.com,78625,4,
marta4893200@wass.com,78626,,
marta4893200@wass.com,78634,1,Malo
sra.653511@viajesanma.com,78641,,
sra.653511@viajesanma.com,78642,,Buena experiencia en general
Sra.nevárez254@edubus.cal,78646,1,Completamente decepcionado
marilu6685998@viajesanma.com,78669,1,Completamente decepcionado
marilu6685998@viajesanma.com,78670,4,"Satisfecho, pero hay detalles por mejorar"
marilu6685998@viajesanma.com,78672,5,Sin duda volveré
marilu6685998@viajesanma.com,78673,,
Andreacotto787@edubus.cal,78689,,
guraza832@wass.com,78690,4,"Satisfecho, pero hay detalles por mejorar"
guraza832@wass.com,78691,,
guraza832@wass.com,78692,5,Sin duda volveré
guraza832@wass.com,,,
guraza832@wass.com,78695,,
guraza832@wass.com,78702,2,Regular
anluroca682@marmol.com,78716,3,Servicio regular
céalbe602@outluc.com,78718,5,Servicio de primera
céalbe602@outluc.com,78721,,
Joséterán661@wass.com,78726,,
aggóca712@viajesanma.com,78736,,
daparí324@edubus.cal,,2,No me convenció del todo
daparí324@edubus.cal,78763,80,Bueno
daparí324@edubus.cal,78764,,
vicente7532610@tourket.com,78801,,
vicente7532610@tourket.com,78804,2,Regular
vicente7532610@tourket.com,78807,,
sacisa212@edubus.cal,78809,5,Superó mis expectativas
Sr.quezada287@outluc.com,78825,4,Me atendieron bien
Amaliabarrientos651@viajesanma.com,78834,2,No lo recomendaría
Amaliabarrientos651@viajesanma.com,78835,,
daniel207325@outluc.com,78840,3,Servicio regular
daniel207325@outluc.com,78848,3,Podría mejorar
Patriciaesquibel311@tourket.com,78854,,
Patriciaesquibel311@tourket.com,78857,,
sr.3104119@tourket.com,78863,,Regular
sr.3104119@tourket.com,78867,,
alejandro3310426@viajesanma.com,78876,2,No lo recomendaría
sraltacu152@wass.com,78882,3,Podría mejorar
sraltacu152@wass.com,78885,,
sraltacu152@wass.com,78888,,
maría320378@tourket.com,78894,,
Sra.nevárez254@edubus.cal,78912,14,No lo recomendaría
Sra.camarillo587@edubus.cal,78914,,
Sra.camarillo587@edubus.cal,78915,,
Martacenteno679@marmol.com,78920,4,Bueno
Martacenteno679@marmol.com,78922,1,No vuelvo más
masaor254@tourket.com,78930,2,Regular
masaor254@tourket.com,78932,1,Pésimo
masaor254@tourket.com,78934,2,No me convenció del todo
masaor254@tourket.com,78936,3,Podría mejorar
Sta.gaitán934@edubus.cal,78939,2,No me convenció del todo
Déboraserrano711@edubus.cal,78941,,
agustín6701648@edubus.cal,78945,2,No lo recomendaría
agustín6701648@edubus.cal,,4,"Satisfecho, pero hay detalles por mejorar"
agustín6701648@edubus.cal,78950,,
agustín6701648@edubus.cal,78961,,
Sra.sanabria958@edubus.cal,78964,,
Sra.sanabria958@edubus.cal,78966,5,Servicio de primera
Sra.sanabria958@edubus.cal,78967,,
crpaar994@marmol.com,113178,3,Aceptable
susana9334818@viajesanma.com,78991,,
sr.4067140@wass.com,78996,,
Sta.cardenas262@viajesanma.com,79027,4,Buena experiencia en general
Sta.cardenas262@viajesanma.com,79034,1,Muy insatisfecho
diquec564@outluc.com,79037,,
Soniarodríguez549@outluc.com,79040,,
srracaal432@wass.com,79047,,
,79051,5,Servicio de primera
Benitomena938@outluc.com,79057,,Servicio de primera
Benitomena938@outluc.com,79060,1,Malo
,79071,,
maméle199@edubus.cal,79076,,
inayze239@marmol.com,79084,,
inayze239@marmol.com,79094,,
sr.5323939@outluc.com,79095,,
ánsama367@viajesanma.com,79104,,
ánsama367@viajesanma.com,79105,1,Malo
ánsama367@viajesanma.com,79106,,
,79108,1,Muy insatisfecho
ánsama367@viajesanma.com,79111,3,Aceptable
Normabahena565@outluc.com,79125,5,Muy satisfecho
Carolinamagaña828@wass.com,79134,,
srmatoro508@wass.com,79140,,
srmatoro508@wass.com,,,
,79144,1,Malo
Liliacolunga414@tourket.com,79147,3,Podría mejorar
Liliacolunga414@tourket.com,79152,,No lo recomendaría
Sta.cardenas608@viajesanma.com,79155,1,Malo
Sta.cardenas608@viajesanma.com,79158,3,Podría mejorar
argabe875@marmol.com,79161,1,Muy insatisfecho
argabe875@marmol.com,79164,1,Muy insatisfecho
argabe875@marmol.com,79165,,
argabe875@marmol.com,79167,5,Muy satisfecho
roalal895@marmol.com,79178,,
saurar414@tourket.com,,,Regular
Cristinalaboy646@outluc.com,79198,2,No lo recomendaría
amlapo725@marmol.com,79199,3,Servicio regular
amlapo725@marmol.com,79200,,Me atendieron bien
Rosalianegrete921@marmol.com,79219,3,Podría mejorar
Rosalianegrete921@marmol.com,79220,,Bueno
Rosalianegrete921@marmol.com,,5,Servicio de primera
Rosalianegrete921@marmol.com,79223,2,No me convenció del todo
jucohu324@viajesanma.com,79233,1,Completamente decepcionado
juan5231635@marmol.com,79243,,
sta.3720254@tourket.com,79260,2,Regular
sta.3720254@tourket.com,79264,92,Regular
stdétepi368@edubus.cal,79270,5,Servicio de primera
stdétepi368@edubus.cal,79271,1,Completamente decepcionado
stdétepi368@edubus.cal,79273,,
Sta.botello773@outluc.com,79286,,
cocaba281@wass.com,79297,1,Muy insatisfecho
Franciscarivera438@wass.com,79302,1,Completamente decepcionado
,79307,,
Gabrielmatos922@marmol.com,79326,,
camaro709@wass.com,79333,3,Podría mejorar
camaro709@wass.com,79334,,
coorse769@tourket.com,79342,51,
coorse769@tourket.com,79343,51,Me atendieron bien
Leonorroldán484@wass.com,79350,1,Malo
Leonorroldán484@wass.com,79351,,Muy satisfecho
nicolás5800166@outluc.com,79365,13,Bueno
Ignaciomanzanares767@outluc.com,79372,,
Ignaciomanzanares767@outluc.com,79373,3,Podría mejorar
Rosaliaespinal416@outluc.com,79388,,
Andreaguardado378@tourket.com,79392,,
Andreaguardado378@tourket.com,79396,4,Bueno
alejandra4698273@wass.com,79403,,
luisa3743655@tourket.com,79421,3,
luisa3743655@tourket.com,79424,,
raacsa929@edubus.cal,,,
Andreaguardado378@tourket.com,79446,61,Completamente decepcionado
,79448,4,"Satisfecho, pero hay detalles por mejorar"
,79454,1,No vuelvo más
damebo681@outluc.com,79463,,
Franciscosantiago432@outluc.com,79472,5,Servicio de primera
rasose625@viajesanma.com,79476,3,Aceptable
rasose625@viajesanma.com,79477,,
rasose625@viajesanma.com,79479,,
rasose625@viajesanma.com,79481,,
madecamape194@viajesanma.com,79488,,
mateo1615222@outluc.com,79499,4,Bueno
joemhave226@marmol.com,79500,,
claudia2190479@outluc.com,79509,4,Buena experiencia en general
caures757@viajesanma.com,79522,,No me convenció del todo
sta.9270840@edubus.cal,79532,,
sta.9270840@edubus.cal,79538,,Podría mejorar
sta.9270840@edubus.cal,,,
sta.9270840@edubus.cal,79545,,
coongu568@marmol.com,79565,4,Bueno
coongu568@marmol.com,79568,3,Servicio regular
coongu568@marmol.com,79569,,
marco742783@edubus.cal,79578,3,Podría mejorar
gregorio9164122@outluc.com,79586,,
ana570903@edubus.cal,79588,,
marisol6249480@edubus.cal,79600,2,No lo recomendaría
,79601,3,Aceptable
Hernánespino970@edubus.cal,79605,3,Podría mejorar
diquec564@outluc.com,79606,3,"Cumplió con mis expectativas, pero sin destacar"
claudia8569766@viajesanma.com,,5,Sin duda volveré
claudia8569766@viajesanma.com,79616,4,Buena experiencia en general
claudia8569766@viajesanma.com,79622,5,Sin duda volveré
evanam172@wass.com,79632,,
Sr.aragón402@wass.com,79648,,
Sr.aragón402@wass.com,79649,,
carlos8690348@marmol.com,79653,92,"Cumplió con mis expectativas, pero sin destacar"
carlos8690348@marmol.com,79658,2,No me convenció del todo
Mónicavaca417@viajesanma.com,79662,2,No lo recomendaría
Mónicavaca417@viajesanma.com,79663,4,"Satisfecho, pero hay detalles por mejorar"
Mónicavaca417@viajesanma.com,79664,2,
Mónicavaca417@viajesanma.com,79666,4,Me atendieron bien
Mónicavaca417@viajesanma.com,79668,,
reina2052916@wass.com,79674,,
Lorenagutiérrez892@wass.com,79676,,
Daniellara690@marmol.com,,,
Doroteaalba822@marmol.com,,87,No vuelvo más
joeddása312@wass.com,79687,1,
srtobeal705@outluc.com,79714,5,Sin duda volveré
srtobeal705@outluc.com,,1,Pésimo
srtobeal705@outluc.com,79720,1,Muy insatisfecho
vídere636@edubus.cal,79724,1,Pésimo
Susanaserrato707@outluc.com,,,"Cumplió con mis expectativas, pero sin destacar"
alfama854@outluc.com,79740,,
alfama854@outluc.com,79741,,
,79751,,
stlupeav448@edubus.cal,79762,4,Buena experiencia en general
tivedo237@viajesanma.com,79782,5,Servicio de primera
lola8128314@outluc.com,79801,,
mónica8395890@wass.com,,,
Marianocanales677@outluc.com,79824,,"Satisfecho, pero hay detalles por mejorar"
Marianocanales677@outluc.com,79826,2,Hubo varios problemas
,79830,,Podría mejorar
mateo9956763@viajesanma.com,79832,,
mateo9956763@viajesanma.com,79834,4,Buena experiencia en general
concepción7470878@wass.com,79837,4,Bueno
concepción7470878@wass.com,79839,24,Malo
Sta.malave268@tourket.com,79846,4,"Satisfecho, pero hay detalles por mejorar"
Sta.malave268@tourket.com,79848,,
Sta.malave268@tourket.com,79853,62,Bueno
Sta.malave268@tourket.com,79854,,
lemuvi793@wass.com,79858,1,Muy insatisfecho
Ricardorubio496@marmol.com,79880,5,Muy satisfecho
Vicentegallegos656@outluc.com,79884,3,"Cumplió con mis expectativas, pero sin destacar"
,79885,44,No lo recomendaría
germán9680306@wass.com,,,
lola9204912@edubus.cal,79902,4,Bueno
,79915,2,No lo recomendaría
edhina669@viajesanma.com,79922,2,Hubo varios problemas
sr.4950411@edubus.cal,79928,2,Hubo varios problemas
sr.4950411@edubus.cal,79931,2,No lo recomendaría
sr.4950411@edubus.cal,,1,Completamente decepcionado
,,,
srjoemroze756@outluc.com,79994,,"Satisfecho, pero hay detalles por mejorar"
srjoemroze756@outluc.com,79998,5,Sin duda volveré
Marianocanales677@outluc.com,80009,,
mercedes414953@viajesanma.com,80014,2,Regular
mercedes414953@viajesanma.com,80018,3,Podría mejorar
olivia5797726@wass.com,80027,2,No lo recomendaría
olivia5797726@wass.com,,1,Completamente decepcionado
olivia5797726@wass.com,80029,86,Superó mis expectativas
olivia5797726@wass.com,80030,4,Me atendieron bien
gregorio8360443@wass.com,80038,,
Sra.guevara421@tourket.com,80047,2,Regular
Germánpelayo635@outluc.com,80061,,
Germánpelayo635@outluc.com,80063,,
,80065,1,Completamente decepcionado
Raúlcaraballo974@marmol.com,80081,,
antonio2796235@tourket.com,80090,,
,80099,,Muy insatisfecho
becoca620@tourket.com,80100,,
sra.531965@viajesanma.com,80107,4,
laroab875@edubus.cal,83771,5,Sin duda volveré
srfeesce671@tourket.com,80116,4,Buena experiencia en general
srfeesce671@tourket.com,80118,3,Servicio regular
Fernandodelao282@viajesanma.com,80122,,
Fernandodelao282@viajesanma.com,80125,3,Podría mejorar
,80126,5,Muy satisfecho
srósormo307@edubus.cal,80130,,
reina2052916@wass.com,80131,5,Servicio de primera
alorca168@viajesanma.com,80139,,
lumidejegr954@edubus.cal,80142,3,Aceptable
lumidejegr954@edubus.cal,80144,4,Bueno
lumidejegr954@edubus.cal,80146,5,Excelente
lumidejegr954@edubus.cal,80148,3,Aceptable
lumidejegr954@edubus.cal,80151,3,Servicio regular
laarpe870@tourket.com,80154,1,Malo
laarpe870@tourket.com,80159,4,Me atendieron bien
pedro635524@marmol.com,80169,5,
pedro635524@marmol.com,80174,,
pedro635524@marmol.com,80177,2,No lo recomendaría
Samuelflores464@marmol.com,80185,,
Samuelflores464@marmol.com,80191,2,Hubo varios problemas
Alfredobatista191@wass.com,80197,4,Bueno
srvimefl216@tourket.com,80200,3,Servicio regular
horacio2285528@outluc.com,80201,,
horacio2285528@outluc.com,80202,,
Florenciamenéndez180@marmol.com,80207,4,Me atendieron bien
Timoteozamudio112@marmol.com,80213,1,Malo
,,66,Pésimo
Sr.rivas330@outluc.com,80244,1,Pésimo
,80245,2,Hubo varios problemas
armando8798500@edubus.cal,80265,,
ana6840583@wass.com,80271,,
ana6840583@wass.com,80273,1,No vuelvo más
,80274,2,
josefina4470996@viajesanma.com,80275,,Superó mis expectativas
josefina4470996@viajesanma.com,80276,1,Muy insatisfecho
Maríagaytán831@marmol.com,83777,,
Maríagaytán831@marmol.com,83778,,
víctor2838763@viajesanma.com,80288,,
víctor2838763@viajesanma.com,80290,,
víctor2838763@viajesanma.com,80292,,
víctor2838763@viajesanma.com,80296,5,Muy satisfecho
rucaga808@marmol.com,80302,,
cacesa591@viajesanma.com,80308,,No lo recomendaría
luisa4930845@wass.com,80314,,
luisa4930845@wass.com,80315,2,Hubo varios problemas
lucas502779@wass.com,80317,,
,80321,,
Joségil400@wass.com,80327,,
santiago1082892@wass.com,80330,,
santiago1082892@wass.com,80332,1,Pésimo
stcrurch737@wass.com,80340,3,"Cumplió con mis expectativas, pero sin destacar"
stcrurch737@wass.com,80341,,
Sta.deleón863@outluc.com,80346,4,Bueno
Sta.deleón863@outluc.com,80352,4,"Satisfecho, pero hay detalles por mejorar"
Sta.deleón863@outluc.com,80353,4,
Sta.deleón863@outluc.com,80355,,
Sta.deleón863@outluc.com,80357,,
gumoyb716@viajesanma.com,80370,,
gumoyb716@viajesanma.com,80371,2,No lo recomendaría
Estebancepeda983@outluc.com,80493,2,Hubo varios problemas
,80379,,
elnavi874@viajesanma.com,80384,,
sranmoac645@marmol.com,80388,,
sranmoac645@marmol.com,80391,5,Muy satisfecho
Evamaya649@edubus.cal,80392,,Bueno
Evamaya649@edubus.cal,80393,,
Evamaya649@edubus.cal,80394,,
Sr.archuleta598@edubus.cal,80400,,
Sr.archuleta598@edubus.cal,80408,5,Excelente
ana8305224@wass.com,80419,,
francisca4777955@viajesanma.com,80422,,
francisca4777955@viajesanma.com,80426,,
francisca4777955@viajesanma.com,80428,1,Muy insatisfecho
claudio5165940@outluc.com,80435,1,Muy insatisfecho
claudio5165940@outluc.com,80439,2,Hubo varios problemas
patricia2243343@tourket.com,80440,4,
patricia2243343@tourket.com,80444,3,Aceptable
patricia2243343@tourket.com,80446,3,Podría mejorar
elisa8765548@wass.com,84174,,
,80448,,
,80451,,
Guadalupequiñones252@edubus.cal,80453,,
stmaraji901@marmol.com,80457,,
stmaraji901@marmol.com,80460,,
Germánvélez748@outluc.com,80464,5,Muy satisfecho
Estebancepeda983@outluc.com,80495,2,Hubo varios problemas
manaco947@edubus.cal,80473,,
manaco947@edubus.cal,80474,4,Me atendieron bien
manaco947@edubus.cal,80475,,
Germánpedroza116@outluc.com,80503,,
Isabeltreviño375@edubus.cal,80510,,
Isabeltreviño375@edubus.cal,80511,,
Isabeltreviño375@edubus.cal,80514,1,Pésimo
marisol5737307@viajesanma.com,80528,3,Podría mejorar
josé6947462@wass.com,80532,2,No me convenció del todo
sr.1848142@outluc.com,80534,,
,80539,,
sr.1848142@outluc.com,80540,,
sr.1848142@outluc.com,80542,,
sr.1848142@outluc.com,80544,3,Aceptable
sucoes143@edubus.cal,80550,,
elsa2531473@wass.com,80552,,
essaca988@tourket.com,,3,Podría mejorar
essaca988@tourket.com,80560,60,"Cumplió con mis expectativas, pero sin destacar"
Horacioserna702@edubus.cal,80566,3,Podría mejorar
Horacioserna702@edubus.cal,80571,,
emilia6622850@viajesanma.com,80575,,
eva9441686@viajesanma.com,80587,3,
eva9441686@viajesanma.com,80588,,
,80613,,
Octavioroldán829@edubus.cal,80617,,
Octavioroldán829@edubus.cal,80618,,
luorgo179@outluc.com,80627,,Sin duda volveré
Guillermobueno239@wass.com,80637,,
Guillermobueno239@wass.com,80638,,
srbeseta886@tourket.com,80649,,
teeses724@marmol.com,80650,1,Pésimo
elisa8765548@wass.com,84178,,
berta7261434@outluc.com,80659,5,Servicio de primera
berta7261434@outluc.com,80660,,
berta7261434@outluc.com,80666,,
berta7261434@outluc.com,80667,2,No me convenció del todo
raroal891@viajesanma.com,80674,67,Malo
heesro210@viajesanma.com,80678,4,Bueno
heesro210@viajesanma.com,80683,2,No lo recomendaría
germán7896769@wass.com,80695,2,No me convenció del todo
Juanahuerta137@marmol.com,80707,5,Servicio de primera
Juanahuerta137@marmol.com,80710,2,No me convenció del todo
Juanahuerta137@marmol.com,80712,1,Muy insatisfecho
stmaelag688@outluc.com,80715,,
Sr.nazario703@marmol.com,80718,,
Sr.nazario703@marmol.com,80720,5,
beváfe523@edubus.cal,80723,2,No me convenció del todo
berta3224899@edubus.cal,80725,2,Hubo varios problemas
,80735,,
maigle370@wass.com,,91,Malo
maigle370@wass.com,80740,,
disoes972@edubus.cal,80751,,
disoes972@edubus.cal,80753,3,Podría mejorar
disoes972@edubus.cal,80754,,Muy insatisfecho
sr.9705134@edubus.cal,80756,3,
papeba746@marmol.com,80771,3,Servicio regular
ana3795282@edubus.cal,,,
ana3795282@edubus.cal,80774,,
berta455677@outluc.com,80777,3,Podría mejorar
berta455677@outluc.com,80790,,
Cecilialomeli696@tourket.com,80791,42,Sin duda volveré
Cecilialomeli696@tourket.com,80793,,
Sra.alaniz440@outluc.com,,,
,80799,,
Sra.alaniz440@outluc.com,80802,5,Sin duda volveré
Sra.alaniz440@outluc.com,80803,,
Sra.alaniz440@outluc.com,80805,,
maricarmen6707206@tourket.com,80813,,
ocsaso237@outluc.com,80827,1,No vuelvo más
,80837,4,"Satisfecho, pero hay detalles por mejorar"
jaime9842495@wass.com,80838,5,Superó mis expectativas
elisa8765548@wass.com,84181,,
sttepryá858@tourket.com,80842,2,Hubo varios problemas
alveol354@marmol.com,80858,2,No me convenció del todo
césar1419783@marmol.com,80862,,
sra.486179@edubus.cal,80873,,
Micaelalozada680@tourket.com,80879,4,Me atendieron bien
mivaso830@wass.com,80888,5,Servicio de primera
Luisportillo880@marmol.com,80890,1,No vuelvo más
Luisportillo880@marmol.com,80894,24,Servicio regular
gulesá471@tourket.com,80900,,
gulesá471@tourket.com,80901,,
gulesá471@tourket.com,80908,41,"Cumplió con mis expectativas, pero sin destacar"
sra.3720171@viajesanma.com,80910,,
sra.3720171@viajesanma.com,,3,Servicio regular
sra.3720171@viajesanma.com,80916,5,Superó mis expectativas
lorenzo9244665@wass.com,80928,,
Estebancepeda983@outluc.com,80938,3,Servicio regular
Estebancepeda983@outluc.com,80941,4,Bueno
alesot998@viajesanma.com,80954,29,Podría mejorar
alesot998@viajesanma.com,80962,,
maría4964879@edubus.cal,80967,3,Servicio regular
sr.3104119@tourket.com,80972,4,Buena experiencia en general
sr.3104119@tourket.com,80973,,
sr.3104119@tourket.com,80976,,
Eloisadelacrúz836@viajesanma.com,80994,,
Eloisadelacrúz836@viajesanma.com,,,
Eloisadelacrúz836@viajesanma.com,81001,,
marilu1956967@wass.com,81008,,
marilu1956967@wass.com,81010,,
esteban6021415@edubus.cal,81016,3,Podría mejorar
esteban6021415@edubus.cal,81021,2,No lo recomendaría
esteban6021415@edubus.cal,81035,5,Muy satisfecho
espese578@wass.com,81038,5,Servicio de primera
,81046,2,No me convenció del todo
pilar6250568@outluc.com,81047,,
pilar6250568@outluc.com,81048,,
Concepcióncoronado276@tourket.com,81052,2,No lo recomendaría
Salvadorpalacios290@viajesanma.com,81061,,
Salvadorpalacios290@viajesanma.com,81067,,
Salvadorpalacios290@viajesanma.com,81068,1,No vuelvo más
daniel207325@outluc.com,81083,5,Sin duda volveré
daniel207325@outluc.com,81084,2,
daniel207325@outluc.com,81085,,
Elisaescamilla453@outluc.com,81088,3,Servicio regular
olivia6583239@outluc.com,81101,,
madecavapa816@viajesanma.com,81111,2,Regular
concepción7941327@tourket.com,81125,1,Muy insatisfecho
Esteracuña505@wass.com,81126,,
Esteracuña505@wass.com,81130,,Completamente decepcionado
Sta.nájera376@viajesanma.com,81145,4,
Estebanvargas460@edubus.cal,81148,2,No lo recomendaría
sta.1931877@tourket.com,81175,,
Estebanvargas460@edubus.cal,81149,,
Estebanvargas460@edubus.cal,81153,,
Estebanvargas460@edubus.cal,81154,1,Muy insatisfecho
Estebanvargas460@edubus.cal,81155,3,Aceptable
cristobal4639571@wass.com,81161,3,
Analomeli512@outluc.com,81169,,
sta.1931877@tourket.com,81171,4,Bueno
berta7166514@outluc.com,81184,,
Sra.cantú510@edubus.cal,81188,2,No lo recomendaría
,81190,5,Servicio de primera
Sta.cortez616@edubus.cal,81196,,
Sta.cortez616@edubus.cal,81197,,
jucémalo234@wass.com,81199,4,Bueno
arseag547@tourket.com,81201,4,Bueno
arseag547@tourket.com,81202,4,Buena experiencia en general
arseag547@tourket.com,,4,Buena experiencia en general
visaca599@outluc.com,81205,3,"Cumplió con mis expectativas, pero sin destacar"
visaca599@outluc.com,81208,2,No lo recomendaría
anmasole255@marmol.com,81212,,
anmasole255@marmol.com,81214,2,No lo recomendaría
Sta.prieto689@wass.com,81220,1,Malo
Sta.prieto689@wass.com,81221,3,Servicio regular
Sta.prieto689@wass.com,81225,,
juan4715798@outluc.com,81234,5,Superó mis expectativas
,81252,2,Hubo varios problemas
sta.5368684@edubus.cal,81253,,
guadalupe9639467@tourket.com,81274,1,No vuelvo más
horacio4338693@tourket.com,81276,3,Podría mejorar
jomaceme982@marmol.com,81283,,
jomaceme982@marmol.com,81285,,Buena experiencia en general
,81288,1,
Marisoltello847@tourket.com,81302,1,Muy insatisfecho
enrique915368@marmol.com,81308,3,
alcaba997@wass.com,81315,,
natalia5271573@marmol.com,81320,,
natalia5271573@marmol.com,81321,,
srrotece660@tourket.com,81326,5,Servicio de primera
srrotece660@tourket.com,,5,Muy satisfecho
isbale733@tourket.com,,,
Maríajasso910@edubus.cal,81351,28,"Cumplió con mis expectativas, pero sin destacar"
Maríajasso910@edubus.cal,81352,4,Bueno
stmaanpolu392@edubus.cal,81368,4,"Satisfecho, pero hay detalles por mejorar"
stmaanpolu392@edubus.cal,81369,,
céalbe602@outluc.com,81378,1,Malo
Alejandroaguilera226@tourket.com,81382,,Servicio de primera
Alejandroaguilera226@tourket.com,81388,,
Déboracolón750@marmol.com,81394,,
Ricardogallegos900@viajesanma.com,,3,Podría mejorar
,81405,1,No vuelvo más
julio865652@edubus.cal,81410,2,Regular
raquel6455489@edubus.cal,81415,,
juan6709511@marmol.com,81417,5,Superó mis expectativas
juan6709511@marmol.com,81420,1,No vuelvo más
juan6709511@marmol.com,81426,2,No me convenció del todo
besája340@tourket.com,81430,4,Bueno
elena8598930@wass.com,81433,3,Servicio regular
ernesto9672607@viajesanma.com,81437,,Servicio regular
Sta.malave268@tourket.com,81452,,
Juanhurtado841@edubus.cal,81465,4,Bueno
,81475,,
,81476,7,No lo recomendaría
adriana4792963@marmol.com,81477,4,Buena experiencia en general
adriana4792963@marmol.com,81479,,
sra.4815900@wass.com,81481,,
sra.4815900@wass.com,,2,No lo recomendaría
sra.4815900@wass.com,81486,4,Buena experiencia en general
sra.4815900@wass.com,81488,5,Excelente
hesocr680@viajesanma.com,81506,,
hesocr680@viajesanma.com,81508,,
jutide976@edubus.cal,81510,,
Luismota517@outluc.com,81514,2,No lo recomendaría
Bernardoloera539@tourket.com,81522,,
stirbaso677@tourket.com,81524,,
stcrurch737@wass.com,81526,57,Sin duda volveré
stcrurch737@wass.com,81528,28,Buena experiencia en general
stcrurch737@wass.com,81530,3,"Cumplió con mis expectativas, pero sin destacar"
stcrurch737@wass.com,81533,4,Buena experiencia en general
stcrurch737@wass.com,81535,,
Patricioquiñónez855@tourket.com,81538,1,Malo
Patricioquiñónez855@tourket.com,81539,,
jogrbr450@edubus.cal,81540,1,Malo
jogrbr450@edubus.cal,81541,2,No me convenció del todo
jogrbr450@edubus.cal,81545,4,Bueno
jogrbr450@edubus.cal,81552,5,Sin duda volveré
Franciscaprado488@edubus.cal,81554,1,Completamente decepcionado
Franciscaprado488@edubus.cal,81560,,
natalia6974153@marmol.com,81565,3,Podría mejorar
rirole885@wass.com,81574,4,
goalvé772@marmol.com,81575,1,Muy insatisfecho
jogaes577@marmol.com,81601,,
,81602,,
jogaes577@marmol.com,81604,2,Regular
jogaes577@marmol.com,,,
jogaes577@marmol.com,81612,2,Hubo varios problemas
Víctorquiñónez747@outluc.com,,,
Víctorquiñónez747@outluc.com,81620,3,Podría mejorar
sr.6831640@edubus.cal,81638,3,Podría mejorar
sr.6831640@edubus.cal,81639,,
Cristobalpalomo417@edubus.cal,81643,,Malo
Cristobalpalomo417@edubus.cal,81645,2,Regular
guillermina1983172@edubus.cal,81659,,Malo
sra.3787531@marmol.com,,,
margarita672307@wass.com,,,
hugo1217548@outluc.com,81688,77,Bueno
julio865652@edubus.cal,81716,,
claudia8569766@viajesanma.com,81692,,Regular
claudia8569766@viajesanma.com,81694,5,Superó mis expectativas
claudia8569766@viajesanma.com,81695,1,Malo
clemente3647232@marmol.com,,,
Jerónimobatista813@edubus.cal,81720,1,Malo
Sr.santacruz224@wass.com,81721,4,Buena experiencia en general
Esterbarreto257@marmol.com,81739,,
Juanavargas840@outluc.com,,5,Sin duda volveré
Sra.gollum378@edubus.cal,81753,,
Sra.gollum378@edubus.cal,81755,,
herebe242@viajesanma.com,81761,2,No me convenció del todo
Yolandacaraballo274@tourket.com,81765,4,Bueno
ariadna715708@marmol.com,,,Aceptable
ariadna715708@marmol.com,,,
,81775,,
frorba884@wass.com,81780,5,Excelente
frorba884@wass.com,81786,4,"Satisfecho, pero hay detalles por mejorar"
sra.6948808@edubus.cal,81799,,
,81801,2,
yolanda9733904@marmol.com,81810,5,Servicio de primera
,81814,,
sra.2261964@marmol.com,81829,,
Sr.agosto700@tourket.com,81831,,
Claudiareyna794@tourket.com,81836,,
Claudiareyna794@tourket.com,81838,,
Claudiareyna794@tourket.com,81840,,
Estervillalobos996@wass.com,81844,1,Completamente decepcionado
visena471@viajesanma.com,81853,2,No me convenció del todo
Anaarmas466@edubus.cal,81859,,
Anaarmas466@edubus.cal,81861,3,Aceptable
Anaarmas466@edubus.cal,81862,,
sra.4898493@marmol.com,81867,5,Superó mis expectativas
,81883,3,
reina3395191@tourket.com,81891,,
stmaeutile367@outluc.com,81924,4,"Satisfecho, pero hay detalles por mejorar"
stmaeutile367@outluc.com,,,
stmaeutile367@outluc.com,81935,1,Pésimo
stmaeutile367@outluc.com,81938,2,No me convenció del todo
Alfredosaucedo875@tourket.com,81944,,Me atendieron bien
Alfredosaucedo875@tourket.com,81952,4,"Satisfecho, pero hay detalles por mejorar"
srmateorág301@tourket.com,81957,67,No me convenció del todo
srmateorág301@tourket.com,81962,,
sr.8335809@wass.com,81969,1,Completamente decepcionado
sr.8335809@wass.com,81973,,
,81974,,
maigle370@wass.com,81980,1,Malo
maigle370@wass.com,81984,3,"Cumplió con mis expectativas, pero sin destacar"
maigle370@wass.com,81986,,
saveal718@tourket.com,81994,,"Satisfecho, pero hay detalles por mejorar"
saveal718@tourket.com,81998,,
,82000,,
dorotea2336994@edubus.cal,82026,2,No me convenció del todo
dorotea2336994@edubus.cal,,5,Sin duda volveré
