id,agenda_id,fecha,monto,cantidad_personas,estado_disponibilidad,puntos_booked,correo_empleado,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,fecha_salida,fecha_llegada,clase,escalas
145833,,,,,Disponible,0,Aliciabriseño959@viajes.cl,San Fernando,Santa Coloma de Gramanet,35,503,129000,FlixBus,2026-08-31,,,{}
146596,,,,,Disponible,0,Amaliabalderas976@viajes.cl,Benidorm,Coslada,43,2986,177000,Omnibus de México,2025-10-28,,,{}
144887,,,,,Disponible,0,Anaalonzo110@viajes.cl,Palma de Mallorca,Linares,40,1251,156000,Pullman Bus,2025-11-24,,,{}
146007,,,,,Disponible,0,Anapatiño297@viajes.cl,Orense,Cuenta,34,4082,177000,Chevallier,2025-05-11,,,{}
146836,,,,,Disponible,0,Anapizarro552@viajes.cl,Palencia,Badalona,32,2033,171000,Chevallier,2025-12-03,,,{}
136955,60555,2025-06-03,86000,2,No disponible,86,Anarivero619@viajes.cl,Móstoles,León,53,1415,43000,Amtrak,2026-11-24,2026-11-24,,{}
145934,,,,,Disponible,0,Benjamínleón812@viajes.cl,Orense,Valladolid,47,3778,66000,Buses Nilahue,2026-03-01,,,{}
146848,,,,,Disponible,0,Bernardovergara432@viajes.cl,Jerez de la Frontera,Talavera de la Reina,30,962,117000,JetSur,2025-12-14,,,{}
80793,61651,2025-05-07,420000,10,No disponible,420,Carlosabeyta963@viajes.cl,Ávila,Albacete,41,1108,42000,NS International,2025-12-15,2025-12-15,,{}
135421,64852,2025-05-26,450000,6,No disponible,450,Carloshurtado807@viajes.cl,Móstoles,Majadahonda,32,1223,75000,NS International,2025-07-19,2025-07-19,,{}
118907,62189,2025-04-04,2259000,9,No disponible,2259,Catalinavarela631@viajes.cl,Tarragona,Gandía,91,3307,251000,RZD (Rusia),2025-12-23,2025-12-25,,{}
148652,,,,,Disponible,0,Clarasaldaña655@viajes.cl,Cerdañola del Vallés,Telde,62,1724,134000,MÁV (Hungría),2026-11-08,2027-01-18,,{}
145664,,,,,Disponible,0,Concepciónfierro387@viajes.cl,Cuenta,Sanlúcar de Barrameda,39,2438,116000,Buses Ahumada,2026-06-11,,,{}
145983,,,,,Disponible,0,Cristobalaponte610@viajes.cl,Fuengirola,Puertollano,31,2569,125000,Estrella Roja,2026-08-26,,,
132691,57698,2025-10-13,1876000,7,No disponible,1876,Enriquetamez108@viajes.cl,Gecho,Palencia,90,3871,268000,,2026-06-18,2026-06-20,,{}
145160,,,,,Disponible,0,Ernestobarraza502@viajes.cl,La Línea de la Concepción,Fuenlabrada,43,3049,123000,Pullman Bus,2026-07-04,,,{}
146329,,,,,Disponible,0,Ernestonavarro302@viajes.cl,Torrevieja,Linares,40,4189,165000,Avanza,2026-06-03,,,
102039,60097,2025-01-30,180000,5,No disponible,180,Fernandomuñoz208@viajes.cl,Sagunto,,,1280,36000,AVE,2025-05-30,2025-05-30,,{}
144804,,,,,Disponible,0,Gerardobarela578@viajes.cl,Mérida,Bilbao,40,3798,200000,Alsa,2025-04-14,,,{}
133956,61209,2025-01-05,1272000,8,No disponible,1272,Gerardobriseño638@viajes.cl,Guadalajara,Córdoba,31,2403,159000,El Rápido Internacional,2025-02-08,2025-02-09,,{}
144769,,,,,Disponible,0,Gerardomojica966@viajes.cl,Inca,Talavera de la Reina,35,2675,73000,Socibus,2026-10-12,,,{}
90184,57473,2025-12-28,556000,4,No disponible,556,Gilbertoayala702@viajes.cl,Segovia,Mataró,71,3208,139000,Deutsche Bahn (DB),2026-09-07,2026-09-09,,{}
81864,59081,2025-01-24,468000,4,No disponible,468,Gloriaanda368@viajes.cl,Linares,Logroño,38,1344,117000,Estrella Roja,2025-04-22,2025-04-22,,{}
112890,66287,2025-08-14,1024000,8,No disponible,1024,Gloriacotto254@viajes.cl,,Dos Hermanas,37,3505,128000,Buses Romani,2026-08-02,2026-08-04,,{}
109990,64881,2025-03-13,372000,4,No disponible,372,Guillerminavéliz425@viajes.cl,Lugo,Cornellá de Llobregat,50,2055,93000,Plusmar,2025-03-27,2025-03-28,,{}
144616,,,,,Disponible,0,Guillermosaldaña643@viajes.cl,Lérida,Lérida,42,2433,104000,Flecha Bus,2026-05-30,,,{}
143299,66550,2025-04-13,1930000,10,No disponible,1930,Homerocolunga322@viajes.cl,Palma de Mallorca,Getafe,76,2403,193000,RZD (Rusia),2025-09-21,2025-09-22,,{}
148854,,,,,Disponible,0,Ignaciopreciado651@viajes.cl,Alcalá de Henares,,18,3163,316000,,2025-01-05,2025-05-16,,{}
150054,,,,,Disponible,0,Jacobodelgadillo820@viajes.cl,Cuenta,Dos Hermanas,9,592,192000,SBB (Suiza),2025-01-16,2025-02-09,,{}
145736,,,,,Disponible,0,Jaimebermúdez723@viajes.cl,Toledo,Lugo,37,2772,165000,Greyhound,2025-04-30,,,{}
88826,65558,2025-07-04,833000,7,No disponible,833,Jorgecano411@viajes.cl,Estepona,Santa Cruz de Tenerife,90,2504,119000,AVE,2026-01-18,2026-01-19,,{}
108252,60184,2025-04-19,3420000,9,No disponible,3420,Jorgesedillo847@viajes.cl,La Coruña,Marbella,22,3505,380000,CD (República Checa),2026-03-06,2026-03-08,,{}
127706,56043,2025-10-04,385000,5,No disponible,385,Lolacervántez866@viajes.cl,Manresa,La Coruña,21,2104,77000,DSB (Dinamarca),2026-04-28,2026-04-29,,{}
87453,65518,2025-02-03,3030000,10,No disponible,3030,Lucasnazario473@viajes.cl,Ponferrada,Mollet del Vallés,50,3103,303000,ZS (Eslovenia),2025-08-19,2025-08-21,,{}
149002,,,,,Disponible,0,Lucastrejo703@viajes.cl,Málaga,San Fernando,19,424,89000,SBB (Suiza),2026-05-26,2026-06-12,,{}
99025,65066,2025-01-04,1272000,8,No disponible,1272,Marcosperalta478@viajes.cl,Ciudad Real,Zamora,30,2221,159000,Alsa,2026-09-25,2026-09-26,,{}
146130,,,,,Disponible,0,Marianoheredia641@viajes.cl,Ceuta,Lugo,37,1471,180000,Alsa,2026-08-15,,,{}
91021,60114,2025-01-26,1168000,8,No disponible,1168,Marianopérez502@viajes.cl,,Zamora,46,2184,146000,ETN Turistar,2025-02-19,2025-02-20,,{}
148961,,,,,Disponible,0,Marilucarvajal616@viajes.cl,Benalmádena,,67,146,8000,Nederlandse Sp,2026-03-25,2026-03-31,,{}
113812,65696,2025-09-04,903000,7,No disponible,903,Marisolmonroy204@viajes.cl,La Coruña,Tarragona,32,2709,129000,Damas,2025-12-08,2025-12-09,,{}
146703,,,,,Disponible,0,Maríaalonzo778@viajes.cl,Mollet del Vallés,Baracaldo,41,1236,61000,Buses Ahumada,2026-02-04,,,{}
150009,,,,,Disponible,0,Maríadelrío618@viajes.cl,Gijón,Orihuela,86,3780,378000,NSB (Noruega),2026-06-07,2026-11-11,,{}
106477,66082,2025-01-27,798000,7,No disponible,798,Maríalaureano486@viajes.cl,Valladolid,Paterna,62,1441,114000,SNCB (Bélgica),2025-12-03,2025-12-04,,{}
104542,62830,2025-06-17,1456000,8,No disponible,1456,Maríasaldivar717@viajes.cl,Ponferrada,Roquetas de Mar,,2850,182000,DSB (Dinamarca),2026-01-31,2026-02-01,,{}
107995,64659,2025-06-18,2830000,10,No disponible,2830,Mateofarías500@viajes.cl,Zamora,Santa Cruz de Tenerife,75,2879,283000,AVE,2025-08-31,2025-09-01,,{}
107212,58557,2025-02-17,462000,3,No disponible,462,Mercedesalaniz750@viajes.cl,La Línea de la Concepción,Cuenta,32,2967,154000,Damas,2025-02-23,2025-02-25,,{}
144778,,,,,Disponible,0,Nicolássauceda686@viajes.cl,Irún,Benalmádena,41,2425,123000,ADO,2026-01-31,,,
86115,62785,2025-01-12,4570000,10,No disponible,4570,Normaraya573@viajes.cl,Algeciras,León,11,4285,457000,Qatar Airways,2025-01-13,2025-01-15,,"{""Chiclana de la Frontera"",Mataró,""El Puerto de Santa María"",""Talavera de la Reina""}"
114250,57989,2025-03-23,144000,1,No disponible,144,Patricioestévez422@viajes.cl,Castellón de la Plana,Torrelavega,51,2106,144000,ZS (Eslovenia),2026-02-27,2026-02-28,,{}
100232,56273,2025-01-22,522000,2,No disponible,522,Patriciomagaña183@viajes.cl,Torremolinos,Valdemoro,81,3637,261000,Amtrak,2025-03-02,2025-03-04,,{}
149318,,,,,Disponible,0,Patricioolivera472@viajes.cl,Badalona,Cerdañola del Vallés,3,877,44000,Renfe,2026-06-02,2026-07-08,,{}
146765,,,,,Disponible,0,Patriciosoliz754@viajes.cl,Cuenta,Molina de Segura,32,3391,131000,Pullman Bus,2026-08-02,,,{}
137129,65042,2025-02-09,690000,10,No disponible,690,Pedromondragón963@viajes.cl,Torremolinos,Avilés,73,1752,69000,AVE,2025-02-11,2025-02-12,,{}
116039,57977,2025-11-28,399000,7,No disponible,399,Pedroolivárez339@viajes.cl,Badalona,Valladolid,35,405,57000,Buses Nilahue,2025-12-16,2025-12-16,,{}
141368,65989,2025-01-09,688000,4,No disponible,688,Ramiromadrigal438@viajes.cl,Córdoba,Ciudad Real,30,1368,172000,Turbus,2025-07-14,2025-07-14,,{}
115298,61782,2025-06-12,832000,8,No disponible,832,Ramiroorozco712@viajes.cl,Majadahonda,Torrelavega,36,3014,104000,Avanza,2026-04-23,,,{}
149950,,,,,Disponible,0,Raquellira938@viajes.cl,,Almería,38,499,80000,,2025-09-29,2025-10-19,,
102577,59540,2025-02-25,262000,2,No disponible,262,Rodrigosolís188@viajes.cl,Alicante,Lérida,96,3387,131000,Nederlandse Sp,2025-04-27,2025-04-29,,{}
149599,,,,,Disponible,0,Rosaorosco800@viajes.cl,Collado Villalba,Arrecife,60,2094,133000,PKP (Polonia),2025-09-30,,,{}
105115,56546,2025-05-08,124000,2,No disponible,124,Rubéngracia541@viajes.cl,Mollet del Vallés,Motril,39,4200,62000,Buses Nilahue,2025-11-21,2025-11-23,,{}
144455,60955,2025-05-09,420000,3,No disponible,420,Salvadorcarrasco712@viajes.cl,,,47,3429,140000,Damas,2026-02-28,,,{}
149507,,,,,Disponible,0,Sofiaportillo314@viajes.cl,Gijón,Palencia,67,199,29000,TGV (SNCF),2026-07-05,2026-07-13,,{}
116953,57873,2025-01-10,520000,10,No disponible,520,Sr.gómez812@viajes.cl,Elda,El Puerto de Santa María,34,1182,52000,Pullman Bus,2025-06-30,2025-06-30,,{}
97457,58597,2025-04-11,1016000,8,No disponible,1016,Sr.montes861@viajes.cl,Torrelavega,Fuengirola,37,3411,127000,Andesmar,2025-07-10,,,{}
128463,62076,2025-01-01,261000,3,No disponible,261,Sra.abrego176@viajes.cl,Alcalá de Henares,Rubí,44,2144,87000,El Rápido Internacional,2025-01-02,2025-01-03,,
88841,61655,2025-03-25,936000,9,No disponible,936,Sra.alanis701@viajes.cl,El Ejido,Sanlúcar de Barrameda,30,927,104000,Via Bariloche,2026-05-20,2026-05-20,,{}
108037,56587,2025-02-13,412000,2,No disponible,412,Sra.carrera208@viajes.cl,Barcelona,Majadahonda,28,3297,206000,NSB (Noruega),2025-08-08,2025-08-10,,{}
146892,,,,,Disponible,0,Sra.ceballos715@viajes.cl,Lérida,Orense,48,2169,70000,Estrella Roja,2025-05-23,,,{}
107487,64701,2025-05-26,384000,3,No disponible,384,Sra.madrigal710@viajes.cl,Logroño,Burgos,4,2107,128000,CFR (Rumania),2025-06-05,2025-06-06,,{}
97499,56139,2025-01-26,468000,9,No disponible,468,Sra.muñoz859@viajes.cl,Madrid,Getafe,34,1970,52000,Andesmar,2026-05-23,2026-05-24,,{}
144313,62176,2026-07-03,164000,2,No disponible,164,Sra.navarro744@viajes.cl,,Bilbao,37,2159,82000,Primera Plus,2026-09-21,2026-09-22,,{}
142927,62375,2025-03-22,900000,9,No disponible,900,Sra.reyes599@viajes.cl,Granollers,Gecho,93,241,100000,MÁV (Hungría),2025-05-19,2025-05-19,,{}
145182,,,,,Disponible,0,Sra.suárez393@viajes.cl,Albacete,Valencia,48,4082,194000,Estrella Roja,2025-11-01,,,{}
96690,61718,2025-10-05,1504000,8,No disponible,1504,Sra.zapata174@viajes.cl,Motril,Toledo,11,1484,188000,ŽFBH (Bosnia y Herzegovina),2026-02-15,2026-02-16,,{}
131691,63883,2025-02-04,988000,4,No disponible,988,Sta.abrego223@viajes.cl,Las Palmas de Gran Canaria,,76,3595,247000,BDZ (Bulgaria),2025-04-05,2025-04-07,,{}
144735,,,,,Disponible,0,Sta.cotto607@viajes.cl,Inca,Marbella,40,259,68000,EME Bus,2025-03-28,,,{}
125376,62447,2025-06-20,297000,1,No disponible,297,Sta.dávila345@viajes.cl,Badalona,Murcia,6,2351,297000,DSB (Dinamarca),2026-01-08,2026-01-09,,{}
82246,63258,2026-01-08,440000,8,No disponible,440,Sta.galindo664@viajes.cl,Reus,Gijón,32,1223,55000,Chevallier,2026-03-11,2026-03-11,,{}
111621,57776,2025-11-26,483000,3,No disponible,483,Timoteoortega395@viajes.cl,Ponferrada,Baracaldo,85,1872,161000,,2026-09-19,2026-09-20,,{}
149607,,,,,Disponible,0,Tomásvilla256@viajes.cl,Hospitalet de LLobregat,Ávila,67,152,82000,SBB (Suiza),2025-08-20,2025-08-26,,{}
144591,63670,2025-06-23,1008000,9,No disponible,1008,Tomászambrano517@viajes.cl,Alcalá de Guadaira,Ciudad Real,,2370,112000,Aeroméxico,2025-12-26,2025-12-27,Clase ejecutiva,
148630,,,,,Disponible,0,Víctorvillalpando416@viajes.cl,Pozuelo de Alarcón,Benidorm,43,273,30000,Renfe,2026-02-06,,,{}
118690,62634,2025-07-31,994000,7,No disponible,994,advaco685@viajes.cl,Getafe,Bilbao,47,677,142000,Primera Plus,2025-10-22,2025-10-22,,{}
146064,,,,,Disponible,0,agustín4513914@viajes.cl,Alcobendas,Roquetas de Mar,34,2616,97000,Monbus,2025-11-18,,,{}
93715,58522,2025-10-22,994000,7,No disponible,994,alejandra5219541@viajes.cl,Huelva,Linares,47,2760,142000,SNCB (Bélgica),2026-01-23,2026-01-24,,{}
146570,,,,,Disponible,0,alejandra6060515@viajes.cl,Castellón de la Plana,Chiclana de la Frontera,50,816,192000,JetSur,2025-09-09,,,{}
85415,60719,2025-02-09,117000,3,No disponible,117,alejandra6350423@viajes.cl,Granollers,Tarragona,48,434,39000,Primera Plus,2026-11-20,2026-11-20,,{}
137606,66597,2025-08-29,980000,5,No disponible,980,alejandro4663195@viajes.cl,Zamora,Estepona,18,353,196000,CFR (Rumania),2026-10-28,2026-10-28,,{}
107450,59640,2026-08-08,384000,3,No disponible,384,alfredo5112229@viajes.cl,Majadahonda,Alcalá de Henares,78,2558,128000,Delta Air Lines,2026-09-11,2026-09-12,Primera clase,
130651,61651,2025-04-08,595000,5,No disponible,595,almohu846@viajes.cl,Ponferrada,Guadalajara,,2417,119000,ZSSK (Eslovaquia),2026-09-26,2026-09-27,,{}
107007,57791,2025-03-07,1593000,9,No disponible,1593,alveca156@viajes.cl,Elche,Alcoy,30,1226,177000,Via Bariloche,2025-08-08,2025-08-08,,{}
149902,,,,,Disponible,0,amalia8518314@viajes.cl,La Coruña,Palencia,91,4206,195000,HŽ (Croacia),2026-01-29,2026-07-23,,{}
149273,,,,,Disponible,0,amceul498@viajes.cl,Mataró,Arrecife,2,1979,124000,CD (República Checa),2025-06-30,2025-09-20,,{}
89704,58148,2025-01-21,630000,10,No disponible,630,amdeva290@viajes.cl,Motril,Vitoria,39,4122,63000,FlixBus,2025-12-27,2025-12-29,,{}
144604,,,,,Disponible,0,ancaca506@viajes.cl,Gijón,Bilbao,45,1143,108000,Chevallier,2025-01-08,,,{}
145814,,,,,Disponible,0,anmasevi543@viajes.cl,Mataró,Coslada,38,342,72000,Plusmar,2025-06-14,,,{}
95346,65852,2025-05-11,540000,6,No disponible,540,antonio5143423@viajes.cl,Collado Villalba,Móstoles,49,1405,90000,FlixBus,2026-09-17,2026-09-17,,{}
114918,63366,2025-01-24,1057000,7,No disponible,1057,anzama631@viajes.cl,Dos Hermanas,Burgos,35,622,151000,BoltBus,2025-03-05,,,{}
140482,60305,2025-11-01,651000,7,No disponible,651,ariadna2726453@viajes.cl,Burgos,Irún,46,2904,93000,Turbus,2026-02-04,2026-02-06,,{}
111943,60361,2026-01-06,3204000,9,No disponible,3204,arradeje840@viajes.cl,San Cristróbal de la Laguna,Toledo,57,3449,356000,SNCB (Bélgica),2026-06-19,2026-06-21,,{}
130217,55827,2025-05-21,765000,5,No disponible,765,artara334@viajes.cl,Lorca,Gandía,47,1172,153000,Buses Ahumada,2026-03-21,2026-03-21,,{}
146168,,,,,Disponible,0,beatriz4510392@viajes.cl,Mataró,Fuengirola,38,2113,178000,El Rápido Internacional,2026-07-21,,,{}
146082,,,,,Disponible,0,beatriz5107351@viajes.cl,,Lugo,30,1375,109000,Megabus,2025-01-03,,,{}
150061,,,,,Disponible,0,beatriz8478831@viajes.cl,Mérida,Vigo,94,3346,259000,ZS (Eslovenia),2026-05-29,2026-10-15,,{}
120980,63291,2026-03-19,602000,7,No disponible,602,bebece359@viajes.cl,Palencia,Madrid,47,2023,86000,Futura,2026-05-26,2026-05-27,,{}
144759,,,,,Disponible,0,carame562@viajes.cl,Ceuta,Rivas-Vaciamadrid,32,1556,161000,Megabus,2026-02-25,,,{}
130445,60460,2025-09-18,1593000,9,No disponible,1593,carla8513259@viajes.cl,Rubí,Rivas-Vaciamadrid,58,3777,177000,SJ (Suecia),2025-11-01,2025-11-03,,{}
105289,63334,2025-02-08,270000,2,No disponible,270,caruca852@viajes.cl,,Alcorcón,42,3970,135000,Damas,2025-07-04,2025-07-06,,{}
129970,63062,2025-07-09,1200000,4,No disponible,1200,casore427@viajes.cl,Hospitalet de LLobregat,Telde,51,2679,300000,ŽSSK (Eslovaquia),2025-09-01,2025-09-02,,{}
103465,58679,2025-01-14,900000,5,No disponible,900,cazaba427@viajes.cl,Barcelona,Ávila,33,3541,180000,,2025-01-17,2025-01-19,,{}
102856,61034,2025-04-23,99000,1,No disponible,99,clara2103611@viajes.cl,Motril,Badajoz,99,2659,99000,NS International,2025-05-05,2025-05-06,,{}
145041,,,,,Disponible,0,claudio5915903@viajes.cl,Badajoz,Inca,38,315,73000,Buses Ahumada,2025-01-19,,,{}
86231,64354,2026-06-19,888000,6,No disponible,888,clgari266@viajes.cl,,Sevilla,33,2573,148000,El Rápido Internacional,2026-08-04,2026-08-05,,{}
144705,,,,,Disponible,0,cllema523@viajes.cl,Orense,Palencia,41,4025,53000,Pullman Bus,2026-06-07,,,{}
124665,63445,2025-11-25,1215000,9,No disponible,1215,concepción1161816@viajes.cl,Roquetas de Mar,Valladolid,34,1994,135000,Futura,2026-01-25,2026-01-26,,{}
118624,62968,2025-01-12,846000,6,No disponible,846,conchita418950@viajes.cl,Pontevedra,Pozuelo de Alarcón,47,2783,141000,Socibus,2025-07-17,2025-07-18,,{}
127707,66630,2025-07-13,790000,10,No disponible,790,cristobal9956481@viajes.cl,Cáceres,Alcalá de Henares,22,1300,79000,Amtrak,2026-07-21,2026-07-21,,{}
87890,58609,2025-04-15,940000,5,No disponible,940,damotr290@viajes.cl,Torrelavega,Vitoria,63,1518,188000,Eurostar,2025-08-20,2025-08-21,,{}
139706,62564,2025-03-26,246000,2,No disponible,246,diego955510@viajes.cl,Paterna,Rubí,91,2409,123000,HŽ (Croacia),2025-05-27,2025-05-28,,{}
145578,,,,,Disponible,0,dolores8554213@viajes.cl,Chiclana de la Frontera,Estepona,41,3542,187000,BoltBus,2026-05-25,,,{}
145341,,,,,Disponible,0,edcami320@viajes.cl,Gerona,Granada,34,577,108000,EME Bus,2025-11-17,,,{}
146129,,,,,Disponible,0,emilio6174885@viajes.cl,Gecho,San Cristróbal de la Laguna,32,1665,170000,Chevallier,2025-09-01,,,{}
90059,65662,2025-08-30,168000,3,No disponible,168,emilio6756264@viajes.cl,Orihuela,Jaén,41,889,56000,EME Bus,2025-09-26,2025-09-26,,{}
146394,,,,,Disponible,0,encepe820@viajes.cl,Córdoba,Ávila,48,2317,56000,Socibus,2026-07-07,,,{}
148949,,,,,Disponible,0,ernesto9095694@viajes.cl,San Sebastián,Cerdañola del Vallés,5,3221,378000,Italo,2026-07-13,2026-11-24,,{}
115853,64873,2025-04-22,109000,1,No disponible,109,eva5525398@viajes.cl,Ferrol,Granada,44,2798,109000,Futura,2025-12-22,2025-12-23,,{}
145047,,,,,Disponible,0,eva6751759@viajes.cl,Vitoria,Jerez de la Frontera,45,696,136000,ETN Turistar,2025-02-07,,,{}
131616,56746,2025-02-12,1485000,9,No disponible,1485,ferova525@viajes.cl,,Vigo,33,3146,165000,JetSur,2025-10-05,2025-10-07,,{}
146149,,,,,Disponible,0,florencia470272@viajes.cl,Oviedo,Tarragona,45,2429,123000,FlixBus,2025-11-29,,,{}
95331,56450,2025-05-30,973000,7,No disponible,973,gabriela8240729@viajes.cl,Cádiz,,39,2031,139000,Andesmar,2026-08-12,2026-08-13,,{}
123479,56626,2025-01-20,704000,8,No disponible,704,germán782451@viajes.cl,Majadahonda,,46,515,88000,Flecha Bus,2026-02-20,2026-02-20,,{}
95047,58169,2025-09-02,1180000,10,No disponible,1180,gregorio1938243@viajes.cl,Leganés,Motril,50,1671,118000,Buses Nilahue,2026-08-05,,,{}
127763,66338,2025-11-05,425000,5,No disponible,425,guillermina1356638@viajes.cl,Rivas-Vaciamadrid,Santiago de Compostela,88,1345,85000,United Airlines,2026-06-05,2026-06-05,,{}
148964,,,,,Disponible,0,gustavo5004949@viajes.cl,Zaragoza,Cornellá de Llobregat,31,848,145000,ZSSK (Eslovaquia),2025-03-29,2025-05-03,,{}
105884,61513,2026-10-25,1026000,6,No disponible,1026,guvema594@viajes.cl,Alcobendas,,98,3692,171000,SBB (Suiza),2026-11-25,2026-11-27,,{}
142499,60736,2025-04-13,342000,6,No disponible,342,homero1275324@viajes.cl,Sanlúcar de Barrameda,Sabadell,35,1783,57000,,2025-11-22,2025-11-23,,
125206,63355,2025-05-06,1964000,4,No disponible,1964,horacio2597856@viajes.cl,Marbella,Fuenlabrada,38,4043,491000,ZS (Eslovenia),2025-06-13,2025-06-15,,{}
94348,58584,2025-01-10,304000,2,No disponible,304,huesca862@viajes.cl,Leganés,Coslada,37,2143,152000,,2025-03-12,2025-03-13,,{}
125870,57136,2025-03-07,345000,3,No disponible,345,hugo989362@viajes.cl,Toledo,Jaén,67,223,115000,RZD (Rusia),2025-06-04,2025-06-04,,{}
92983,62797,2025-09-06,1182000,6,No disponible,1182,humaba796@viajes.cl,León,Telde,42,3841,197000,Damas,2026-05-18,2026-05-20,,{}
135182,65258,2026-02-13,3144000,8,No disponible,3144,irpipi229@viajes.cl,Fuengirola,Móstoles,11,3616,393000,ZS (Eslovenia),2026-06-17,,,{}
111192,58158,2025-04-21,1785000,7,No disponible,1785,isabne770@viajes.cl,Molina de Segura,Valdemoro,8,3767,255000,HŽ (Croacia),2026-07-02,2026-07-04,,{}
118385,56309,2025-05-23,3129000,7,No disponible,3129,isbubé706@viajes.cl,Segovia,Jaén,27,4242,447000,ÖBB (Austria),2025-08-02,2025-08-04,,{}
126433,60380,2025-02-04,630000,5,No disponible,630,isrelu647@viajes.cl,Reus,Manresa,25,2464,126000,ŽSSK (Eslovaquia),2025-05-03,2025-05-04,,{}
92058,56331,2026-01-02,1300000,5,No disponible,1300,jabaqu694@viajes.cl,Fuengirola,Baracaldo,81,3511,260000,ŽSSK (Eslovaquia),2026-06-15,2026-06-17,,{}
79735,63154,2025-03-11,1660000,5,No disponible,1660,jahemu317@viajes.cl,Málaga,Sabadell,70,3538,332000,Deutsche Bahn (DB),2026-02-15,2026-02-17,,{}
146820,,,,,Disponible,0,javier3481954@viajes.cl,Collado Villalba,El Ejido,40,812,95000,FlixBus,2025-03-21,,,{}
144946,,,,,Disponible,0,javier6694244@viajes.cl,Jaén,Calahorra,30,1206,168000,Greyhound,2025-11-23,,,
117512,58938,2025-05-13,130000,2,No disponible,130,jerónimo5779296@viajes.cl,Gandía,Leganés,40,3030,65000,Flecha Bus,2026-02-16,2026-02-18,,{}
149077,,,,,Disponible,0,jesús102436@viajes.cl,Cáceres,Viladecans,2,2372,285000,ZSSK (Eslovaquia),2025-03-14,2025-06-20,,{}
83847,56341,2025-01-14,1728000,9,No disponible,1728,joemtaig687@viajes.cl,Hospitalet de LLobregat,Orense,,858,192000,Flecha Bus,2025-03-14,2025-03-14,,{}
83442,60669,2025-01-03,936000,8,No disponible,936,johisi671@viajes.cl,Palencia,Leganés,53,2303,117000,Italo,2025-02-28,2025-03-01,,{}
143837,61686,2025-11-19,700000,5,No disponible,700,joluvala897@viajes.cl,Madrid,Pamplona,33,1579,140000,Primera Plus,2026-06-23,2026-06-24,,{}
149877,,,,,Disponible,0,jomaesca675@viajes.cl,Alcoy,Vitoria,95,1616,96000,PKP (Polonia),2025-09-16,2025-11-22,,{}
112589,65994,2025-10-09,480000,5,No disponible,480,jomaraga355@viajes.cl,Salamanca,Ávila,9,776,96000,Nederlandse Sp,2025-11-25,2025-11-25,,{}
133759,61721,2025-11-08,845000,5,No disponible,845,jucécaan587@viajes.cl,Salamanca,Estepona,49,4055,169000,EME Bus,2025-12-20,2025-12-22,,{}
82881,61775,2025-08-24,172000,1,No disponible,172,julio8820307@viajes.cl,Benalmádena,Rivas-Vaciamadrid,,3826,172000,Damas,2026-02-04,2026-02-06,,{}
145187,,,,,Disponible,0,jumoal497@viajes.cl,,Talavera de la Reina,39,3069,128000,Socibus,2025-01-22,,,{}
143923,58714,2025-10-09,1320000,3,No disponible,1320,leticia6431720@viajes.cl,Murcia,Alcobendas,5,3879,440000,Trenitalia,2025-11-22,2025-11-24,,{}
149377,,,,,Disponible,0,loarva272@viajes.cl,Mérida,Cáceres,51,1356,81000,,2025-09-09,2025-11-04,,
113734,58320,2025-01-01,819000,9,No disponible,819,lourdes8108716@viajes.cl,,Cádiz,47,2078,91000,Damas,2025-01-01,2025-01-02,,{}
145139,,,,,Disponible,0,lumirira887@viajes.cl,Santa Coloma de Gramanet,Algeciras,48,499,129000,ADO,2025-09-23,,,{}
122411,61429,2025-10-06,1002000,6,No disponible,1002,lupato375@viajes.cl,Pozuelo de Alarcón,Baracaldo,65,2689,167000,MÁV (Hungría),2025-11-06,2025-11-07,,
146654,,,,,Disponible,0,maacná844@viajes.cl,La Coruña,Rivas-Vaciamadrid,33,609,121000,Greyhound,2025-11-08,,,{}
90089,59200,2025-07-25,917000,7,No disponible,917,macaar807@viajes.cl,Pontevedra,Hospitalet de LLobregat,73,2791,131000,AVE,2025-10-10,,,{}
108903,62358,2025-06-05,846000,6,No disponible,846,macrmu157@viajes.cl,Sabadell,Benidorm,,2450,141000,Alsa,2025-11-23,2025-11-24,,{}
146650,,,,,Disponible,0,macrpaec684@viajes.cl,Badajoz,Valdemoro,30,2006,145000,Condor Bus,2025-09-23,,,{}
79432,63981,2025-05-05,736000,4,No disponible,736,madecamavi101@viajes.cl,Reus,Inca,,308,184000,CD (República Checa),2025-10-07,,,{}
87090,58366,2025-01-16,2500000,10,No disponible,2500,maflji375@viajes.cl,Burgos,Ferrol,98,2599,250000,MÁV (Hungría),2026-03-31,2026-04-01,,{}
108159,58545,2025-05-23,1108000,4,No disponible,1108,magdalena1234556@viajes.cl,Arrecife,Torrelavega,72,2560,277000,,2025-06-03,2025-06-04,,{}
149885,,,,,Disponible,0,manuel2609542@viajes.cl,Palma de Mallorca,Gerona,90,2035,171000,Italo,2025-09-17,2025-12-10,,{}
144971,,,,,Disponible,0,manuel678411@viajes.cl,Las Palmas de Gran Canaria,Palma de Mallorca,39,2126,161000,Megabus,2025-03-10,,,
87598,62145,2025-11-19,1376000,8,No disponible,1376,maricarmen9657233@viajes.cl,Tarrasa,,20,389,172000,AVE,2025-12-30,2025-12-30,,{}
