panorama_id,nombre,edad
96160,Dorotea Romo Manzanares,102
96160,Hernán Rojas Acuña,28
96160,Sra. María José Puente Candelaria,92
96160,Patricio Cerda de Anda,87
96160,Miguel Ángel Deleón Collazo,100
96160,Germán Rosario Atencio,93
96161,,62
96162,Lilia Reynoso Águilar,24
96162,Jaime Badillo Mireles,8
96162,Sra. César Saldivar Alaniz,48
96162,Leonor Barrios Venegas,45
96162,Carlos Ocasio Saldaña,91
96162,María del Carmen Villa Bétancourt,42
96163,Esteban Camacho Gil,60
96163,Rosa Villarreal Salgado,66
96163,Sr. Marcela Palomino Candelaria,86
96163,Barbara Barela Águilar,63
96163,,100
96163,Martín Robledo Madera,
96167,Arturo Ibarra Reyes,83
96167,,99
96167,Sr. Carla Domínguez Ochoa,15
96167,Dolores Alvarez Valles,5
96167,Diana Heredia Romo,48
96168,José Luis Granados Velázquez,63
,Barbara Espinoza Corral,
96168,Gabriel Castro Armijo,34
96168,Sra. María Monroy Pérez,99
96168,Julia Holguín Menéndez,15
96169,Débora Altamirano Montero,78
96169,Sr. Mercedes Acuña Nevárez,46
96169,Gloria Olivárez Tovar,-56
96169,María Elena Cepeda Puente,39
96169,Sr. Cristian Barrera Marroquín,34
96170,José María Camarillo Baeza,82
96170,Enrique Zamudio Ontiveros,35
96170,Luis Jasso Ulloa,44
96170,Ramona Araña Melgar,85
96174,,67
96174,José Luis Montes Rosado,4
96174,Conchita Chavarría Elizondo,15
96174,Graciela Montalvo Vanegas,8
96174,Julia Téllez Haro,-10
96178,Daniel Serrano Benavídez,90
96178,Olivia Negrete Velázquez,11
96178,Raúl Bahena Fernández,28
96179,Natalia Mena Piña,43
96179,Carlos Delatorre Guerrero,43
96179,Inés Apodaca Villalpando,92
96180,Guadalupe Armenta Rolón,50
96180,Ariadna Amaya Moya,78
96181,Rosario Hinojosa Sáenz,107
96181,,13
96181,Octavio Perales Munguía,65
96189,Jerónimo Serrano Archuleta,-103
96190,Fernando Barraza Verduzco,20
96191,Jerónimo Caballero Rodarte,47
96191,Sta. Adán Jáquez Rivas,-29
96196,Sr. Enrique Cazares Crespo,30
96196,Agustín Alaniz Ruiz,31
96196,Salvador Carvajal Villa,11
96196,Jaime Elizondo Mata,77
96196,Ramona Badillo Lozada,9
96202,Cecilia Rodríguez Ayala,77
96202,Mayte Rentería Becerra,24
96203,,66
96204,Rafael Herrera Valdivia,
96205,Sta. María del Carmen Canales Escamilla,89
96205,Sancho Pichardo Villalobos,79
96211,Mercedes Menéndez Cisneros,-28
96211,,34
96212,Ricardo Alonzo Corrales,-95
96213,Sr. Adán Cantú Romo,84
96213,Beatriz Lerma Zamudio,53
96213,Octavio Olivárez Araña,31
96213,Sr. Bernardo Cano Amaya,31
96214,Bernardo Casanova Monroy,26
96214,Raquel Archuleta Rico,19
96214,Yolanda Juárez Serrano,-102
96214,,85
96217,Timoteo Bétancourt Medina,109
96217,Horacio Ocasio Esparza,80
96217,Sr. Gerardo Altamirano Navarro,3
96219,,25
96223,Barbara Orozco Monroy,30
96223,Ángela Estévez Rangel,96
96223,Gabriel Elizondo Jaimes,71
96224,David Borrego Palacios,85
96224,Estela Cortés Linares,58
96224,Sr. Nicolás Covarrubias Frías,21
96225,Elisa Guzmán Cepeda,
96235,Gregorio Luevano Armendáriz,
96236,Sra. Diego Burgos Hidalgo,
96236,Reina Quintanilla Núñez,23
96236,Sra. María Teresa Rivero Solorio,48
96236,José Luis Holguín Barrios,17
96236,Micaela Perales de Anda,14
96236,Marta Armenta Llamas,
96237,Sta. Ana Agosto Gálvez,62
96237,Mariano Solís Gaitán,92
96237,Esteban Ponce Estévez,87
96237,Timoteo Roldán Fuentes,104
96237,Soledad Gaitán Aparicio,68
,,
,,
96237,Jacobo Delagarza Becerra,66
96241,Victoria Menchaca Murillo,54
96241,Sta. Adela Ibarra Godoy,11
96241,Marcos Núñez Borrego,10
96241,Dolores Brito Montero,102
96241,Jorge Serrano Téllez,106
96241,Sra. Inés Carvajal Holguín,96
96241,Timoteo Alba Mendoza,46
96242,Jaime Lugo Palacios,56
96242,Maricarmen Camarillo Loera,40
96242,Rebeca Chávez Avilés,5
96242,Salvador Alfaro Escobedo,108
96242,,-99
96242,Sta. Alfonso Uribe Matías,3
96243,,95
96245,Sta. Ramona Alvarez Treviño,4
96245,Sr. María Cristina Meraz Quintana,53
96245,Sr. Jaime Lomeli Méndez,83
96245,Clara Valdés Gallegos,75
96245,Sra. Raúl Tejeda Moreno,93
96245,Gabriela Araña Becerra,48
96245,Catalina Razo Lovato,62
96246,Daniel Rosas Fierro,97
96246,Lilia Brito Romero,
96246,Raúl Meraz Centeno,
,Carlos Urrutia Cerda,
96246,Blanca Contreras Verdugo,13
96246,Ariadna Rincón Aragón,75
97868,,4
,Elena Herrera Calvillo,
97868,Juana Montaño Espino,68
97868,Mónica Domínguez Arriaga,10
97868,María Elena Grijalva Montez,94
97868,Gloria Patiño Delrío,4
97868,Sta. Mario Rosales Zapata,40
97868,Sr. María Soledad Valenzuela Mondragón,50
97868,Ariadna Baeza Valles,97
96250,Susana Zúñiga Godoy,13
96250,Débora Melgar Méndez,-76
96250,Elsa Uribe Ontiveros,39
96250,Raúl Duran Vega,
96250,Esperanza Agosto Montoya,15
96250,Sr. Alfonso Delgadillo Zúñiga,46
96250,Emilia Valdés Madrid,55
96251,Alberto Herrera Gallardo,
96252,Anita Granado Montemayor,76
96252,Rafael Lara Archuleta,27
96252,Marcos Muñiz Espinosa,12
96252,Francisca Carrasquillo Mena,81
96252,Ramiro Carrasco Santacruz,18
96252,Cecilia Navarrete Zelaya,109
96252,Olivia Guzmán Araña,75
96253,Marco Antonio Benavides Barrera,
,,
96254,Rubén Porras Díaz,-40
96254,Jorge Treviño Palomino,63
96254,Sra. Mariana Pelayo Fonseca,9
96254,Maricarmen Montez Toro,64
96254,Sta. Diana Sosa Chacón,
96254,Benjamín Leyva Alvarado,20
96254,Mónica Valencia Torres,47
96255,Irene Solorio Carrillo,49
96255,Silvia Terán Alicea,
96255,Tomás Bustos Aparicio,34
96255,Clara Santacruz Anaya,46
96255,Marcos Perales Portillo,58
96255,Gerardo Cedillo Henríquez,88
96255,María Soledad Sandoval Rosario,39
96260,Leonor Rosado Serrato,-98
96260,Isabela Espinoza Mercado,
96260,Marcos Cortés Arias,92
96260,Laura Tovar Mota,47
96260,Adán Reynoso Carrera,-47
96260,María Teresa Cabrera Berríos,98
96260,Ramiro Granados Montenegro,
96260,Arturo Meléndez Pizarro,19
96260,Irene Meraz Peres,67
96260,Sra. Germán Girón Jaramillo,95
96261,Salvador Osorio Gamez,3
96261,Hugo Pantoja Mojica,-52
96261,Marco Antonio Blanco Merino,42
96261,Mayte Pizarro Bermúdez,50
96261,Guillermina Lerma Carvajal,29
96261,Raquel Ruelas Gaitán,57
96261,Guillermo Vigil Venegas,8
96261,Sr. Juan Carlos Esquivel Bernal,-28
96261,Sta. Rubén Collazo Armas,-18
96262,Sr. Verónica de Jesús Aranda,100
96262,Tomás Salazar Acuña,-7
96262,Laura Leiva Bahena,5
96262,Alejandro Corona Echevarría,93
96262,María Elena Cazares Solís,31
96262,Víctor Mojica Melgar,98
96262,Antonia Muñiz Jáquez,76
96262,Claudio Chapa Archuleta,72
96262,Concepción Terrazas Chavarría,11
96262,Cristian Girón Pichardo,72
,,21
96265,Mercedes Caldera Henríquez,
96265,Ernesto Fernández Flórez,-59
96266,Sr. Timoteo Bueno Guajardo,
96266,Emilio Portillo Roque,
96266,Cristobal Quiñones Venegas,
96270,Reina Osorio Barajas,12
96270,,54
96270,Óscar Uribe Tamayo,
96271,Marcos Velasco Hernandes,100
96271,Adriana Rincón Aguayo,28
96271,Susana Orozco Guerra,102
96272,Diana Escamilla Rincón,40
96272,Lorenzo Ortega Cerda,90
96272,Lorenzo Segovia Delrío,59
96273,Antonio Alcántar Barragán,29
96273,Sr. Rosario Mena Juárez,101
96273,Berta Polanco Gaitán,76
96274,Eloisa Collado Delarosa,78
96274,Olivia Delgadillo Cabrera,52
96274,Barbara Alicea Delvalle,47
96275,Patricio Lozada Rivera,-18
96275,Sta. Armando Acuña Urrutia,60
96275,Sta. Benjamín Ballesteros Linares,94
96278,Rocio Peres Polanco,39
96278,Benjamín Mercado Canales,16
96278,,85
96279,Lucas Terán Zarate,91
96279,Santiago Lomeli Sosa,25
96279,Andrés Rocha Blanco,17
96280,Armando Villegas Bañuelos,66
96280,Sr. María José León Almanza,108
96280,Sta. José Emilio Longoria Delatorre,68
96281,Cristina Feliciano Castro,80
96281,Raquel Maya Leyva,104
96281,José Eduardo Baca Becerra,63
96282,Cristian Reséndez Enríquez,16
96282,Antonio Castellanos Cepeda,16
96282,José María Alonso Prado,49
96283,,61
96283,Soledad Posada Negrón,21
96283,Emilio Leiva Gracia,46
96288,,62
96288,Florencia Robles Echevarría,106
96288,Juan Carlos Reyna Barrios,3
96288,Estela Aparicio Téllez,56
96288,Sr. Sara Rolón Ferrer,16
96290,María Teresa de Anda Cardona,48
96290,Sra. Lucia Rivas Ulibarri,50
96290,Sr. Julio César Guajardo Flores,18
96290,Catalina Hinojosa Velázquez,30
96290,Gabriel Saavedra Segovia,68
96290,Mercedes Gálvez Casanova,56
96291,María Eugenia Arguello Franco,6
96291,Anita Delatorre de Anda,96
96291,Gabriela Haro Ferrer,100
96291,Diana Vallejo Barraza,22
96291,Elisa Perea Marrero,18
96291,Sra. Benjamín Arredondo Soliz,39
,Cecilia Castillo Parra,
96301,Pedro Grijalva Castellanos,106
96301,Ariadna Palomino Deleón,87
96301,Sr. Andrea Martínez Castillo,4
96305,Ramiro Apodaca Salinas,
96306,Salvador Ávalos Terrazas,-61
96306,Lucas Lemus Soto,
96307,Vicente Zúñiga Velázquez,88
96307,Benjamín Huerta Garay,76
96307,María del Carmen Sánchez Delvalle,79
96307,Sta. Jorge Ibarra Villanueva,100
96307,Eva Abreu Cepeda,78
96307,Rocio Flores Caballero,90
96307,Sta. Carlos Rincón Rivas,37
96307,Sra. Andrea Alarcón Hernández,110
96307,Carmen Urrutia Escobar,106
96307,Javier Guzmán Macías,40
96308,Gilberto Rangel Sierra,99
96308,Laura Rivera Santillán,98
96308,Sr. Jorge Vaca Bernal,39
96308,Marta Solorio Llamas,78
96308,Alejandra Casas Colón,84
96308,Roberto Medina Godoy,86
96308,Federico Mateo Hernández,95
96308,Leonor de Jesús Beltrán,10
96309,Ramón Domínquez Fuentes,49
96309,Sr. Arturo Malave Segovia,38
96309,,55
96309,,35
96309,,
96309,Marisol Cisneros Quintanilla,
96309,Francisca Alva Treviño,67
96309,Claudio Salcedo Rodrígez,20
96309,Andrés Fernández Henríquez,55
96309,Alicia Ayala Bueno,19
96313,Alejandra Delvalle Limón,96
96313,Octavio Fernández Huerta,99
96313,Marta Negrete Munguía,105
96313,Virginia Alaniz Godoy,106
96313,Claudio Alarcón Nazario,
96313,Gerardo Muro Quintana,38
96313,Sta. María Cristina Rico Bonilla,83
96313,Rafael Duarte Jiménez,54
96313,Elisa Anguiano Galarza,
96313,Graciela Pedroza Linares,37
96314,Ramón Barraza Carbajal,
96317,Susana Tamez Laboy,51
96317,Juan Aranda Medrano,67
96317,Isabela Covarrubias Torres,
96317,Ignacio Bermúdez Briones,56
96317,Sr. Carlota Mercado Centeno,17
96317,Sra. Dolores Almanza Venegas,100
96318,Sofia Chapa Terán,81
96318,Mayte Dávila Lozada,44
96318,Marcela Mata Santillán,106
96318,,39
96319,Leticia Abreu Barrientos,
96319,Berta Roldán Cuellar,103
96319,Rebeca Barraza Delatorre,74
96319,Sra. Anita Zaragoza Laboy,23
96319,Lilia Valdivia Enríquez,11
96319,Pilar Salazar Mesa,25
96320,Adriana Barajas Montemayor,104
96320,Salvador Cedillo Mojica,109
96320,Enrique Aguayo Montenegro,23
96320,Sr. Bernardo Villaseñor Regalado,7
96320,Teodoro Hidalgo Gómez,32
96320,Sta. Josefina Collazo Cano,13
96321,Reina Caballero Corrales,68
96321,Norma Castillo Reynoso,68
96321,María Luisa Galván Correa,55
96321,Felipe Gálvez Mejía,99
96321,Sr. Germán Valadez Alonso,44
96321,Sta. Magdalena Campos Zayas,46
96327,Adán Cervantes Vega,-13
96327,Santiago Sandoval Brito,37
96327,Sr. Antonio Carreón Ibarra,9
96327,Felipe Sierra Pelayo,59
96328,Lorena Tijerina Chávez,93
96328,Ester Ayala Almanza,109
96328,Susana Quiñónez Orosco,92
96328,Daniel Mondragón Armijo,95
96330,Blanca Mascareñas Zamora,
96330,Esperanza Armendáriz Delapaz,-83
96330,Rebeca Tirado Ochoa,20
96330,Adán Quintana Madrid,94
96331,,77
96331,Sofia Ávila Burgos,104
96331,Alfonso Orta Urías,
96331,Sta. Irene Zarate Vigil,107
96334,Ramona Berríos Delapaz,72
96334,Daniela Arguello Nazario,36
96334,Sra. Adán Pacheco Casanova,47
96334,Manuel Arce Ordóñez,44
96334,Patricio Vélez Villarreal,-15
96334,Sra. Sonia Villarreal Páez,
96334,Mariana Lucio Espinal,29
96334,Gregorio Pantoja Cardenas,
96334,Sr. Gregorio Briseño Zamudio,41
96334,Sra. Cristina Duarte Lovato,107
96337,,50
96337,María Cristina Marrero Zamora,75
96337,Gerardo Galindo Granado,9
96337,María Soledad Barrera Mascareñas,101
96337,Raquel Lerma Lucio,25
96337,Lorenzo Fierro García,48
96337,Ángela Villa Zambrano,43
96337,Esteban Gamboa Villaseñor,27
96339,Mateo Yáñez Lovato,37
96339,Guillermina Longoria Paredes,29
96339,Julio César Rosales Hurtado,107
96339,Sta. José Emilio Briseño Ávalos,25
96339,Sta. María Cristina Madrigal Prieto,92
96339,Adán Crespo Cintrón,38
96339,Ana María Delao Palacios,18
96339,Olivia Solano Quintana,73
96340,Sta. José Emilio Pelayo Ceballos,34
96340,Gabriel Arevalo Pedraza,
96340,Raquel Arreola Suárez,
96340,Norma Peres Delao,103
96340,Esteban Suárez Olivares,7
96340,Sra. Emilio Gallegos Valentín,58
96340,Julio González Abreu,5
96341,Sta. Horacio Rangel Salgado,
96341,,56
96342,,58
96351,Sr. María Eugenia Rodríquez Esparza,58
96352,Patricia Ayala Jaimes,87
96352,Esteban Quezada Ortiz,39
96353,Esteban Mateo Tafoya,
96353,Hugo Sotelo Puente,66
96356,,30
96364,Homero Villagómez Ozuna,46
96364,Timoteo Nájera Moya,4
96365,Carmen Raya Pulido,
96366,Sr. Patricio de Jesús Tafoya,101
96366,Laura Olvera Sisneros,65
96369,,4
96370,Sta. Ernesto Colón Jasso,86
96370,Sara Llamas Luevano,85
96372,Sta. Luisa Montero Nazario,78
96372,Patricia Ocampo Calvillo,53
96373,Maricarmen Sotelo Valenzuela,90
96373,,48
,,98
96379,Florencia Lugo Delapaz,20
96379,Miguel Ángel Granados Valdivia,74
96379,Sta. Lola Posada Razo,86
96379,Maricarmen Saiz Arroyo,20
96379,Dorotea García Villareal,17
96379,Adela Collado Nájera,110
96380,Santiago León Jimínez,
96381,Gregorio Llamas Deleón,-77
96381,,-74
96382,Blanca Zamudio Fonseca,24
96382,Sta. Silvia Peralta Franco,46
96382,Sr. Carlota Palomino Tapia,58
96382,Sra. Cristobal Aranda Benavides,100
96382,David Núñez Piña,96
96382,Cristobal Canales Hinojosa,71
96382,Susana Lozano Barreto,3
96382,Beatriz Reséndez Alcala,27
96382,Rosa Aguayo Garrido,40
96387,Vicente Vigil Iglesias,-13
96387,Rubén Salcido Aguilera,
96387,,94
96387,Catalina Rubio Nevárez,61
96387,Emilio Delatorre Delafuente,80
96387,Alejandra Velásquez Garica,22
96388,Rafael Guzmán Garica,55
96388,Sancho Maya Zamora,98
96388,Josefina Robledo Montez,5
96388,Andrés Guajardo Delarosa,76
96388,Lorenzo Centeno Fonseca,
96388,Jaime Villarreal Porras,53
96389,Sra. Emilio Ortega Matos,54
96389,Sra. Reina Razo Canales,31
96389,Esperanza Arreola Cedillo,36
96389,Lorenzo Candelaria Pantoja,51
96390,Dolores Ulibarri Borrego,36
96390,Sta. María Luisa Ávila Alicea,-102
96390,Fernando Gonzales Solorio,10
96390,Mariano Gaona Alvarado,99
96390,Tomás Saucedo Zayas,92
96390,Josefina Sanches Tijerina,-26
96391,Sr. Concepción Vigil Salcido,15
96391,María Luisa Figueroa Granados,9
96391,Luis Miguel Fierro Laboy,-15
96391,Cecilia Muñoz Jaramillo,
96391,Alicia Estrada Chapa,57
96391,,31
96395,Adán Calvillo Vergara,46
96395,Cristian Tello Jaimes,35
96396,Armando Nava Olivo,47
96396,Emilia Correa Estrada,66
96397,Timoteo Jaramillo Bétancourt,9
96398,,30
96398,Elvira Apodaca Espino,44
96403,Olivia Amador Benavides,20
96403,Julia Carrero Sáenz,8
96403,Laura Tafoya Cisneros,-92
96403,Sr. Jorge Alvarez Carmona,13
96403,Daniela Castellanos Gonzales,89
96403,Luisa Galarza Badillo,55
96403,Patricia Mateo Pacheco,27
96403,Alejandra Fuentes Aranda,97
96404,Carla Melgar Pantoja,
96404,Caridad Vergara Alfaro,
,Martín Garrido Cintrón,
96404,Concepción Arias Holguín,-30
96405,Sra. Marcela Duarte Arriaga,85
96405,Olivia Rodrígez Muñoz,37
96405,Hernán Hernández Sepúlveda,52
96405,Carla Montenegro Miramontes,-18
96405,Sr. Juan Ocasio Lerma,73
96405,Sra. Patricia Camacho Yáñez,18
96405,Gilberto Villegas Ozuna,50
96405,Elena Curiel Olvera,95
96405,Gabriel Trejo Solís,5
96409,Pablo Godínez Ayala,-93
96409,Elvira Alvarado Torres,
96410,Benito Montero Ruiz,
96410,Daniela Tejada Badillo,60
96410,Sra. Hugo Ordóñez Nava,85
96410,Sr. Catalina Salcedo Verduzco,57
96410,Sta. José Emilio Jaime Covarrubias,106
96410,Sra. Gilberto Aparicio Avilés,96
96410,Cristobal Adame Molina,100
96410,,94
96411,Juan Puga Balderas,46
96411,Sancho Villa Vela,69
96411,Natalia Holguín Osorio,105
96411,Ramona Manzanares Terrazas,79
96411,Marco Antonio Valentín Rubio,47
96411,Sr. Soledad Zepeda Banda,76
96411,María Luisa Bernal Jaime,79
96411,Sra. Norma Páez Polanco,-109
96412,Vicente Reséndez Aponte,109
96412,Sr. Sara Sandoval Varela,
,,
96412,Sr. María Luisa Carrillo Lucio,15
96412,Sr. María Cristina Zepeda Montañez,16
96412,Vicente Adorno Moya,56
96412,,94
96412,María Elena Prado Gallardo,66
96412,Elena Olivera Quiñónez,7
96412,Marcela Ávalos Guevara,62
96415,Luisa Linares Ponce,32
96415,Luz Blanco Sarabia,87
96416,Alfonso Barrientos Duarte,
96416,Sra. Caridad Sánchez Gurule,89
96417,Roberto Meléndez Mejía,39
96417,Jacobo Narváez Bustamante,74
96419,,45
96419,Germán Hernandes Robledo,5
96420,Javier Flórez Montoya,44
96420,Miguel Ángel Valdivia Rivera,45
96423,Manuela Reséndez Sánchez,37
96423,,19
96423,José Benavides Cardenas,
96424,Sancho Henríquez Hidalgo,36
96424,Sr. Sergio Zaragoza Sierra,56
96424,Jorge Luis Salas Fernández,8
96425,Sra. Marilu Meléndez Urbina,54
96425,María José Jimínez Coronado,33
96425,Joaquín Raya León,
96430,,44
96433,Sta. José María Limón Saiz,
96438,,8
96440,,10
96441,Sr. Arturo Chapa Marrero,106
96441,Claudio Ledesma Galindo,80
96441,Clemente Benítez Alcaraz,95
96441,Virginia Botello Ceballos,89
96441,Diego Téllez Fonseca,70
,Antonio Parra Cazares,
96442,Mateo Griego Hernández,51
96442,Claudio Armas Benavídez,98
96442,Antonio Aparicio Véliz,-56
96442,Sr. José Eduardo Malave Reséndez,19
96442,Carmen Carrero Mateo,76
96442,Victoria Mojica Olmos,50
96453,,37
,Julio de Anda Almonte,
96453,,43
96454,Manuel Frías Ornelas,
96464,Sta. Josefina Vanegas Tirado,
96466,Timoteo Reynoso Atencio,68
96466,Enrique Bueno Roque,98
96466,Sra. Rosalia Romo Tamez,23
96466,Sra. Antonia Baeza Villareal,24
96467,Ramona Valadez Almonte,20
96467,Raquel Delatorre Valencia,44
96467,Jerónimo Villarreal Rocha,14
96467,,29
96468,,37
96476,Jorge Torres Alaniz,72
96476,Benito Miranda Menchaca,7
96476,Mariana Lovato Calderón,77
96481,Sra. Marta Soto Alba,88
96481,Dorotea Madrigal Fuentes,105
96481,Patricia Casanova Rico,103
96483,David Rodríquez Carrera,10
96483,Gonzalo Carranza Carranza,68
96483,Elsa Lerma Preciado,40
96484,Sta. Teodoro Saavedra Marroquín,
96485,Sta. María Elena Almaraz Carrera,68
96485,Esperanza Jáquez Beltrán,40
96485,Cristobal Ornelas Marrero,3
96486,,55
96486,Florencia Arias Alonso,15
96486,Sr. Yolanda Portillo Chacón,107
96489,Cristian Galindo Miranda,102
96489,Lola Madrigal Ramón,45
96489,Soledad Moreno Suárez,36
96489,Sr. Jorge Luis Sotelo Tórrez,93
96489,Adriana Reséndez Ramos,47
96489,Marta Balderas Gamboa,25
96493,Sonia Castillo Collado,54
96493,Sr. Juan Cedillo Aguayo,83
96493,Raúl Peña Murillo,80
96493,Mariana Pichardo Valles,20
96493,Elvira Carrasco Iglesias,
96494,Sr. Emilio Gamboa Olivas,109
96494,María Elena Peralta Vega,36
96494,Raquel Roque Balderas,45
96494,Sra. Samuel López Santacruz,87
96494,Dorotea Rosado Salcedo,44
96497,Sta. Sofia Riojas Barrera,
96498,Sr. Catalina Arriaga Deleón,66
96498,Mercedes Becerra Negrete,44
96498,Rodrigo Duran Ballesteros,31
96498,Rosalia Alvarado Serna,68
96501,Josefina Ceballos Sarabia,99
96501,Pilar Osorio Narváez,
96501,Guillermo Barragán Contreras,22
96501,Graciela Delafuente Estévez,76
96501,Débora Agosto Reséndez,63
96501,Santiago Valencia Valladares,42
96501,Ignacio Delacrúz Delacrúz,3
96501,Alfredo Rosado Véliz,
96502,Julio César Alemán Sepúlveda,36
96502,Jacobo Paz Vera,56
96502,Víctor Córdova Marrero,30
96502,Emilia Loera Navarro,58
96502,Rosario Segovia Franco,12
96502,Raquel Saldivar Lebrón,63
96502,Sra. Isabela Velázquez Collazo,
96503,Mateo Aragón Santillán,
96503,,40
96504,,99
96506,Sr. Norma Zayas Murillo,25
96506,Jerónimo Valencia Colón,98
96506,Mariano Botello Delgadillo,76
96506,Ester Velázquez Valenzuela,12
96506,Sr. Elena Collazo Garay,7
96506,,7
96506,Marco Antonio Urías Luevano,48
96509,Catalina Hinojosa Dueñas,14
96509,Elena Escobedo Sandoval,-15
96509,Federico Velasco Collado,22
96509,Teodoro Holguín Zavala,4
96509,Adán Mayorga Aponte,83
96509,Isabela Limón Pedraza,70
96509,Emilio Candelaria Montenegro,29
,José Eduardo Benavídez Lucio,-102
96510,Esteban Arellano Saiz,
96512,María Luisa Lucio Valladares,74
96512,Adán Bustos Longoria,11
96512,,
96512,Cristina Ceballos Oquendo,61
96512,Andrés Jaimes Ávalos,104
96512,Eloisa Saucedo Camarillo,62
96512,Octavio Gallardo Rivero,84
96512,Ana Luisa Ibarra Portillo,24
96513,Esperanza Madrigal Peres,44
96513,Sr. Homero Urías Espino,-46
96513,Virginia Menchaca Narváez,25
96513,Juana Ceballos Luna,-76
96513,Berta Amaya Escobedo,23
96513,Sta. Magdalena Zapata Viera,89
96513,Lourdes Alcala Benavídez,42
96513,Rosalia Véliz Salazar,11
96514,,86
96525,Daniel Quiñones Morales,56
96528,María Cristina Alanis Arevalo,106
96534,Fernando Llamas Barraza,-59
96534,Lucia Figueroa Manzanares,68
96534,Marisol Sandoval Apodaca,98
96534,Micaela Curiel Vásquez,93
96534,Juan Carlos Tijerina Navarrete,
96534,Armando Varela Muñiz,39
96534,Miguel Ángel Noriega Montenegro,81
96534,Daniela Barajas Garica,25
96535,Manuel Casas Saiz,34
96535,Inés Arroyo Escamilla,
96535,Roberto Delvalle Guevara,84
96535,Julio Alvarado Armenta,81
96535,Ana María Almaraz Campos,40
96535,Marco Antonio Saucedo Arguello,91
96535,Sta. Lola Laureano Carrion,66
96535,Andrés Córdova Mendoza,
96535,Raquel Villarreal Sepúlveda,87
96536,Julio César Sevilla Farías,80
96536,Verónica Ocampo Archuleta,89
96536,Salvador Vergara Quintero,77
96536,Olivia Girón Martínez,110
96536,Mariana Peralta Zambrano,41
96536,Sta. Julia Ceja Blanco,5
96536,Lorenzo Parra Robledo,91
96536,Guillermo Tello Aponte,97
96536,Sofia Quintero Ocasio,88
96537,Carolina Águilar Alonzo,9
96537,César Brito Carrero,
96537,Eva Sisneros Colón,59
96537,Felipe Véliz Sánchez,45
96537,,87
96537,Eloisa Romo Nájera,86
96537,Fernando Ruelas Esparza,44
96537,Adán Farías Nájera,32
96537,Ester Torres Tamayo,110
96538,Gonzalo Mondragón Ferrer,91
96538,Rosalia Esquivel Casanova,96
96538,Adán Gil Canales,108
96538,Andrea Osorio Roldán,5
96538,,31
96538,Joaquín Tapia Henríquez,51
96538,Verónica Escobar Reyes,52
96538,Sr. Rafael Duran Vallejo,5
96538,Eva Delvalle Jaime,88
96541,Luisa Cotto Murillo,38
96541,Luz Mata Tafoya,106
96541,Ramón Lerma Quintanilla,29
96541,Amalia Aguayo Farías,37
96541,Sara Villareal López,16
96541,Guillermo Tórrez Covarrubias,4
96541,Óscar Tejada Matos,25
96541,,109
96541,Federico Caballero Sandoval,49
96542,Nicolás Sotelo Lerma,48
96542,María Soledad Rocha Lozano,22
96542,Anita Contreras Arteaga,99
96542,Rocio Henríquez Toledo,31
96542,Alejandro Paz Borrego,12
96542,Daniela Tijerina Becerra,25
96542,Rodrigo Urrutia Gaytán,23
96542,Luisa Espinoza Delatorre,9
96542,Sta. Sancho Vela Abrego,49
96543,Tomás Maldonado Ramírez,40
96543,Sta. Conchita Bernal Lebrón,35
96543,Germán Lara García,85
96543,José Eduardo Maestas Santillán,39
96543,Sra. Alfonso Franco Garibay,110
96543,Alejandro Casanova Soria,4
96543,Armando Roldán Noriega,-12
96543,Miguel Cepeda Guerra,8
96543,Raúl Moya Beltrán,62
96547,Sofia Rascón Osorio,-19
96547,Lucia Tejada Escamilla,71
96547,Emilio Alvarado Oquendo,10
96547,Sra. Patricio Iglesias Santacruz,72
96547,Sra. Fernando Sevilla Serrato,54
96547,Sta. Emilia Montañez Lugo,23
96550,Luz Quezada Pacheco,3
96550,Adriana Montalvo Reséndez,25
96550,Mariana Camarillo Tórrez,21
96550,Benjamín Garay Arenas,78
96550,María del Carmen Cordero Moya,-104
96550,Sra. Rosalia Salazar Malave,64
96551,Sta. Juan Carlos Alanis Olmos,-97
96552,Sta. Carmen Guerrero Alemán,28
96552,Eva Pantoja Pizarro,28
96552,Sr. Jaime Cardenas Covarrubias,102
96552,Beatriz Limón Montes,60
96552,Sta. Manuel Maya Peres,70
96553,Micaela Delafuente Chacón,42
96553,Pablo Pulido Rael,92
96553,Sr. Isabel Gollum Coronado,9
96553,Miguel Ángel Villalobos Morales,65
96553,Ana María Matos Ruelas,
96553,Adriana Mata Cortez,109
96556,Sra. Leonor Rivera Navarro,78
96556,Sta. José Emilio Zamora Velasco,22
96556,Salvador Gil Cintrón,20
96557,Amalia Olivo Palacios,39
96558,Dorotea Rojo Raya,42
96558,Mónica Córdova Villa,59
96558,Felipe Escobar Segovia,28
96559,Federico Huerta Jurado,68
96559,Sr. Silvia Ortega Quintero,5
96560,Teodoro Abeyta Zarate,73
96560,Sr. Dolores Melgar Sotelo,68
96560,María Teresa Carranza Portillo,27
96565,Conchita Trejo Casanova,
96565,Juan Carlos Muro Jaramillo,82
96565,Marco Antonio Blanco Medrano,38
96566,,
96567,Sra. Irene Cervantes Vallejo,28
96567,María José Guzmán Sáenz,104
96567,Sr. Mariano Garza Guillen,44
96568,Mateo Girón Olivas,58
96568,Claudio Acevedo Calvillo,79
96568,Manuel Crespo Abreu,71
96568,Jorge Baca Barragán,62
